training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,152.6775000000016,126.3600000000011,79.02000000000201,31.039999999999097,29.309999999998094
2,152.67750000000152,126.36000000000102,79.02000000000194,31.039999999999097,29.309999999998094
3,152.67750000000152,126.36000000000102,79.02000000000194,31.039999999999097,29.309999999998094
4,148.31043650794052,122.91000000000304,75.57000000000394,31.769999999999065,30.039999999998063
5,142.63166666666555,118.23999999999893,70.89999999999984,34.559999999999086,32.82999999999808
6,142.44263157894133,117.77999999999498,70.4399999999959,27.320000000000057,25.589999999999055
7,141.1982061068768,117.48000000000509,70.14000000000601,29.849999999999046,28.119999999998043
8,140.73307692307966,119.290000000002,62.08000000000293,22.599999999999014,15.919999999999966
9,140.65155462185157,116.88000000000208,69.540000000003,31.74999999999908,30.019999999998078
10,140.65155462185157,116.88000000000208,69.540000000003,31.74999999999908,30.019999999998078
11,137.51962121212475,116.01000000000184,61.19000000000678,21.569999999997044,17.699999999997996
12,137.3705045871573,114.0800000000009,66.7400000000018,32.55999999999907,30.82999999999807
13,137.19386178862197,114.28000000000307,66.94000000000398,29.82999999999906,28.099999999998058
14,136.77560606060888,114.04000000000208,66.700000000003,30.170000000000062,28.43999999999906
15,136.73924603174922,116.42000000000176,57.1500000000057,7.28999999999699,5.379999999998931
16,136.27634615384966,115.41000000000179,58.850000000006794,19.21999999999705,16.529999999996996
17,135.97853211009198,113.26,65.92000000000093,28.140000000000015,26.409999999999012
18,134.8815322580685,112.47000000000301,65.13000000000392,28.880000000000052,27.14999999999905
19,134.74026422764567,108.40000000000292,79.6700000000018,29.70999999999905,26.46999999999803
20,133.8441129032303,107.76000000000383,78.5300000000027,28.109999999999047,23.759999999998996
