区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-13,2025-01-01,54.59999999999701,19.163231197770536,9.899999999998073,44.69999999999894,15.688579387186257,0.6666666666666666,51,1.0588235294117059,-1.6880000000000064,-12.070000000002942,3.3076923076923075
样本外,2025-01-02,2026-07-17,33.84000000000002,22.985660377358503,16.089999999998987,17.75000000000103,12.056603773585604,0.53125,32,1.0575000000000006,-1.0785714285714292,-6.1299999999990185,2.53125
2026年以来,2026-01-01,2026-07-17,13.840000000000032,27.247500000000063,6.43999999999905,7.400000000000982,14.568750000001932,0.7272727272727273,11,1.2581818181818212,-1.1033333333333264,-1.9299999999990156,2.909090909090909
全区间,2022-01-13,2026-07-17,96.229999999997,22.24766972476995,32.73999999999805,63.48999999999896,14.678422018348384,0.6144578313253012,83,1.1593975903614098,-1.3937931034482796,-12.070000000002942,3.0481927710843375
