日期,信号日期,总分,结论,仓位,交易标的到期收益率_百分比,比较基准到期收益率_百分比,策略日收益率,基准日收益率,策略票息Carry收益,策略资本利得收益,基准票息Carry收益,基准资本利得收益,票息Carry超额,资本利得超额,策略资本利得_BP,基准资本利得_BP,资本利得超额_BP,策略累计资本利得_BP,基准累计资本利得_BP,累计资本利得超额_BP,策略累计票息Carry,策略累计资本利得,基准累计票息Carry,基准累计资本利得,策略净值,基准净值,超额净值
2023-02-01,2023-01-16,25.0,看空,0.0,3.0507,2.9101,0.0,-0.0009483008161298468,0.0,-0.0,0.00011498809523809523,-0.001063288911367942,-0.00011498809523809523,0.001063288911367942,-0.0,-1.239999999999991,1.239999999999991,22.84000000000099,-12.40999999999999,35.25000000000098,0.01066986507936507,0.019371015461079704,0.02739373015873014,-0.010876346857567217,1.030414416134525,1.0162988428249824,1.013889195495201
2023-02-02,2023-01-16,25.0,看空,0.0,3.0656,2.897,-0.0,0.0012380811119219641,0.0,-0.0,0.00011548015873015872,0.0011226009531918055,-0.00011548015873015872,-0.0011226009531918055,-0.0,1.3099999999999916,-1.3099999999999916,22.84000000000099,-11.099999999999998,33.94000000000099,0.01066986507936507,0.019371015461079704,0.0275092103174603,-0.009753745904375413,1.030414416134525,1.0175571032263522,1.0126354706457321
2023-02-03,2023-01-16,25.0,看空,0.0,3.0684,2.8943,-0.0,0.00034649119516068296,0.0,-0.0,0.00011496031746031746,0.0002315308777003655,-0.00011496031746031746,-0.0002315308777003655,-0.0,0.26999999999999247,-0.26999999999999247,22.84000000000099,-10.830000000000005,33.670000000001,0.01066986507936507,0.019371015461079704,0.027624170634920616,-0.009522215026675046,1.030414416134525,1.0179096778031933,1.012284722902251
2023-02-06,2023-02-06,10.0,看空,0.0,3.0622,2.9017,0.0,-0.0005198006059670762,0.0,0.0,0.0001148531746031746,-0.0006346537805702508,-0.0001148531746031746,0.0006346537805702508,0.0,-0.7400000000000115,0.7400000000000115,22.84000000000099,-11.570000000000016,34.410000000001006,0.01066986507936507,0.019371015461079704,0.02773902380952379,-0.010156868807245298,1.030414416134525,1.0173805677358514,1.0128111827687845
2023-02-07,2023-02-06,10.0,看空,0.0,3.0591,2.8964,0.0,0.0005695240899266797,0.0,0.0,0.0001151468253968254,0.00045437726452985424,-0.0001151468253968254,-0.00045437726452985424,0.0,0.5300000000000096,-0.5300000000000096,22.84000000000099,-11.040000000000006,33.880000000001,0.01066986507936507,0.019371015461079704,0.027854170634920614,-0.009702491542715444,1.030414416134525,1.0179599904778003,1.0122346907277553
2023-02-08,2023-02-06,10.0,看空,0.0,3.0547,2.8973,0.0,3.775717939720885e-05,0.0,0.0,0.00011493650793650794,-7.717932853929909e-05,-0.00011493650793650794,7.717932853929909e-05,0.0,-0.08999999999998592,0.08999999999998592,22.84000000000099,-11.129999999999992,33.97000000000099,0.01066986507936507,0.019371015461079704,0.027969107142857122,-0.009779670871254743,1.030414416134525,1.01799842577578,1.0121964730439375
2023-02-09,2023-02-06,10.0,看空,0.0,3.0549,2.8912,0.0,0.0006380524724316956,0.0,-0.0,0.00011497222222222221,0.0005230802502094734,-0.00011497222222222221,-0.0005230802502094734,-0.0,0.6099999999999856,-0.6099999999999856,22.84000000000099,-10.520000000000007,33.360000000001,0.01066986507936507,0.019371015461079704,0.028084079365079343,-0.00925659062104527,1.030414416134525,1.0186479621882776,1.011551050395242
2023-02-10,2023-02-06,10.0,看空,0.0,3.0508,2.9003,0.0,-0.0006658462748041895,0.0,0.0,0.00011473015873015873,-0.0007805764335343482,-0.00011473015873015873,0.0007805764335343482,0.0,-0.910000000000008,0.910000000000008,22.84000000000099,-11.430000000000014,34.27000000000101,0.01066986507936507,0.019371015461079704,0.0281988095238095,-0.010037167054579618,1.030414416134525,1.0179696992373177,1.012225036665169
2023-02-13,2023-02-13,37.5,中性,0.0,3.057,2.8943,-0.0,0.0006295174697315911,0.0,-0.0,0.00011509126984126984,0.0005144261998903212,-0.00011509126984126984,-0.0005144261998903212,-0.0,0.6000000000000103,-0.6000000000000103,22.84000000000099,-10.830000000000004,33.670000000001004,0.01066986507936507,0.019371015461079704,0.02831390079365077,-0.009522740854689297,1.030414416134525,1.018610528946645,1.0115882242058567
2023-02-14,2023-02-13,37.5,中性,0.0,3.0529,2.8914,0.0,0.00036356884536719865,0.0,0.0,0.0001148531746031746,0.00024871567076402407,-0.0001148531746031746,-0.00024871567076402407,0.0,0.29000000000001247,-0.29000000000001247,22.84000000000099,-10.539999999999992,33.38000000000099,0.01066986507936507,0.019371015461079704,0.028428753968253943,-0.009274025183925273,1.030414416134525,1.018980864000533,1.011220575908662
2023-02-15,2023-02-13,37.5,中性,0.0,3.0559,2.8918,-0.0,8.042739436706352e-05,0.0,-0.0,0.00011473809523809523,-3.4310700871031705e-05,-0.00011473809523809523,3.4310700871031705e-05,-0.0,-0.04000000000000531,0.04000000000000531,22.84000000000099,-10.579999999999997,33.420000000001,0.01066986507936507,0.019371015461079704,0.028543492063492038,-0.009308335884796305,1.030414416134525,1.0190628179763344,1.0111392526132321
2023-02-16,2023-02-13,37.5,中性,0.0,3.0618,2.8907,-0.0,0.0002091064643548331,0.0,-0.0,0.00011475396825396825,9.435249610086486e-05,-0.00011475396825396825,-9.435249610086486e-05,-0.0,0.11000000000000593,-0.11000000000000593,22.84000000000099,-10.46999999999999,33.31000000000099,0.01066986507936507,0.019371015461079704,0.028658246031746007,-0.00921398338869544,1.030414416134525,1.019275910599157,1.0109278610624877
2023-02-17,2023-02-13,37.5,中性,0.0,3.0554,2.892,0.0,3.1965451951314463e-06,0.0,0.0,0.00011471031746031745,-0.000111513772265186,-0.00011471031746031745,0.000111513772265186,0.0,-0.1299999999990198,0.1299999999990198,22.84000000000099,-10.59999999999901,33.44000000000001,0.01066986507936507,0.019371015461079704,0.028772956349206326,-0.009325497160960627,1.030414416134525,1.0192791687606715,1.0109246295962202
