training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
2,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
3,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
4,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
5,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
6,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
7,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
8,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
9,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
10,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
11,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
12,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
13,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
14,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
15,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
16,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
17,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
18,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
19,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
20,122.40178571429868,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
