training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,98.15173076923601,79.49000000000382,47.57000000000569,5.169999999996983,5.529999999997932
2,95.88265151515697,77.27000000000379,48.39000000000665,5.169999999996983,5.529999999997932
3,92.90514705883152,74.5000000000058,47.15000000000873,2.899999999996969,4.679999999997951
4,91.78987704918308,74.95000000000184,41.130000000003605,5.759999999996983,6.179999999997957
5,91.23172413793141,75.53999999999994,36.56000000000178,5.799999999996989,5.769999999997929
6,89.89188405797826,72.33000000000482,45.32000000000969,2.899999999996969,4.679999999997951
7,88.8714814814791,72.61999999999792,39.0799999999988,7.8199999999989735,6.799999999999964
8,88.26935185185044,72.37999999999892,36.149999999998755,6.049999999998973,5.809999999999946
9,88.25750000000008,71.54999999999991,40.83000000000065,5.759999999996983,6.179999999997957
10,88.14127358490336,70.97999999999799,42.229999999998824,7.85999999999898,7.129999999999948
11,87.88477272727258,72.0899999999999,36.26999999999974,3.7799999999989593,4.959999999999965
12,87.82045454545187,73.00999999999789,33.059999999997714,6.009999999998969,5.479999999999964
13,87.7589814814804,70.68999999999897,42.34999999999981,3.909999999998951,5.119999999999953
14,87.7589814814804,70.68999999999897,42.34999999999981,5.589999999998966,6.2799999999999665
15,87.36495283018759,71.13999999999896,37.72999999999979,6.049999999998973,5.809999999999946
16,86.9374528301907,66.48000000000084,54.660000000004665,5.7199999999999624,5.870000000000943
17,86.7300943396215,71.28999999999891,36.09999999999977,7.729999999998988,6.9699999999999624
18,86.2024528301917,68.01000000000184,45.60000000000472,4.869999999999981,7.080000000000976
19,85.89141509433725,70.46999999999792,36.77999999999879,7.85999999999898,7.129999999999948
20,85.88627358490427,71.55999999999891,30.88999999999878,7.729999999998988,6.9699999999999624
