training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,101.93099999999934,15.079999999999123,10.699999999998141,15.030000000001014,4.2000000000009745
2,101.93099999999934,15.079999999999123,10.699999999998141,13.82000000000102,4.170000000000011
3,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
4,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
5,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
6,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
7,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
8,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
9,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
10,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
11,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
12,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
13,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
14,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
15,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
16,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
17,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
18,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
19,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
20,98.79550000000003,13.740000000000107,6.91000000000011,17.88000000000001,1.9199999999990371
