区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-13,2025-01-01,15.079999999999123,5.292701949860416,4.380000000000981,10.699999999998141,3.7554317548739995,1.0,8,1.8849999999998903,,-3.760000000000014,3.625
样本外,2025-01-02,2026-07-17,15.030000000001014,10.209056603774274,10.83000000000004,4.2000000000009745,2.8528301886799072,0.875,8,1.8787500000001267,-13.939999999999994,-15.270000000000007,4.75
2026年以来,2026-01-01,2026-07-17,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,
全区间,2022-01-13,2026-07-17,30.110000000000134,6.961211009174343,15.210000000001022,14.899999999999112,3.4447706422016298,0.9375,16,1.8818750000000084,-13.939999999999994,-15.270000000000005,4.1875
