区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-06-30,35.699999999998994,10.799999999999695,20.060000000000006,15.639999999998988,4.731428571428266,1.0,4,8.924999999999748,,-4.480000000000977,12.5
样本外,2025-07-01,2026-07-14,-3.2600000000010065,-3.2729880478097755,-8.619999999999981,5.3599999999989745,5.3813545816722765,0.16666666666666666,6,-0.543333333333501,-1.402000000000202,-7.380000000000026,4.166666666666667
2026年以来,2026-01-01,2026-07-14,-0.09999999999999604,-0.201599999999992,-3.3299999999999996,3.2300000000000035,6.511680000000007,0.0,1,-0.09999999999999609,-0.09999999999999609,-1.8299999999999914,5.0
全区间,2022-01-17,2026-07-14,32.43999999999799,7.5344516129027586,11.440000000000026,20.99999999999796,4.877419354838236,0.5,10,3.2439999999997995,-1.402000000000202,-10.380000000001008,7.5
