training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
2,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
3,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
4,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
5,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
6,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
7,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
8,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
9,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
10,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
11,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
12,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
13,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
14,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
15,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
16,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
17,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
18,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
19,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
20,115.60022222222948,60.14000000000287,37.2100000000038,11.739999999999979,7.760000000001896
