信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给/发行量_得分,供给/发行占比_得分,供给/10Y以上发行_得分,需求/银行总净买入_得分,估值/地方债-国债利差_得分,估值/地方债-国债利差变化_得分,估值/地方债-NCD利差_得分,情绪/非银情绪_得分,供给/发行量变化_得分,需求/银行总净买入变化_得分,情绪/非银情绪变化_得分,估值/地方债-NCD利差变化_得分,估值/地方债-国债利差变化加速度_得分,供需/供给×银行承接_得分,供需/供给×非银承接_得分
2025-12-01,2025-12-08,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,15.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,2025-12-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15,2025-12-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2025-12-22,2025-12-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2025-12-29,2026-01-05,1.0,看多,-0.001647454602009435,-0.0006614332379374366,-0.0009860213640719984,0.00024376984126984124,-0.0018911950388474002,-2.109999999999994,-0.9699999999999986,-1.1399999999999955,否,该空没空,否,是,该空没空,0.0,0.0,15.0,0.0,5.0,10.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-01-05,2026-01-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,7.5,0.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,2026-01-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,2026-01-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,7.5,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-01-26,2026-02-02,1.0,看多,-0.0009371302424144856,0.0020482120894904643,-0.00298534233190495,0.0003964126984126984,-0.0013317390079729567,-1.4799999999999884,1.859999999999987,-3.3399999999999754,否,其他,是,是,其他,0.0,0.0,0.0,0.0,5.0,10.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-02-02,2026-02-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-02-09,2026-03-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,5.0,5.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,2026-03-09,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-09,2026-03-16,1.0,看多,0.0003023035333262758,-0.0026665122718831924,0.002968815805209468,0.00039551190476190475,-9.112052456659988e-05,-0.09999999999999631,-3.3299999999999996,3.230000000000003,否,其他,否,否,其他,0.0,5.0,15.0,0.0,5.0,10.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-03-16,2026-03-23,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,5.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-23,2026-03-30,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,5.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30,2026-04-06,1.0,看多,0.002492245014301675,0.00011375144213876531,0.0023784935721629097,0.0003946230158730151,0.0020997570932627004,2.3399999999990095,-0.2699999999999926,2.609999999999002,是,其他,是,否,有效进攻,0.0,2.5,15.0,0.0,5.0,5.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-04-06,2026-04-13,1.0,看多,0.0013279081131476467,0.0009321965584132563,0.00039571155473439035,0.00031321825396825396,0.0010154371520151,1.1299999999999852,0.7100000000000161,0.4199999999999692,是,有效进攻,是,否,有效进攻,0.0,2.5,7.5,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-13,2026-04-20,1.0,看多,0.005223735285654119,0.004948586734206728,0.0002751485514473906,0.000388234126984127,0.0048265516488737005,5.360000000000017,5.049999999999986,0.3100000000000316,是,有效进攻,是,否,有效进攻,0.0,2.5,7.5,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-04-20,2026-04-27,1.0,看多,0.0019668004785586835,0.0005445442675717782,0.0014222562109869052,0.00037958333333333334,0.0015874395250796002,1.759999999999991,0.22000000000001196,1.539999999999979,是,有效进攻,是,否,有效进攻,0.0,2.5,7.5,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-04-27,2026-05-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,7.5,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-04,2026-05-11,1.0,看多,0.0007625227226242259,-0.00138398468395462,0.002146507406578846,0.00023058730158730158,0.0005377554508897999,0.6000000000000099,-1.7500000000000155,2.3500000000000254,是,其他,否,否,其他,0.0,5.0,15.0,0.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-05-11,2026-05-18,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,7.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-05-18,2026-05-25,1.0,看多,0.0019469328677252928,0.001607755347040607,0.0003391775206846859,0.00037359920634920634,0.0015722678183743833,1.7400000000000053,1.3900000000000023,0.350000000000003,是,有效进攻,是,否,有效进攻,0.0,2.5,15.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-25,2026-06-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-06-01,2026-06-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-06-08,2026-06-15,1.0,看多,-0.003272083680437743,-0.0016599917636319628,-0.0016120919168057801,0.00036165079365079323,-0.0036371769637213,-4.010000000000991,-2.1999999999990085,-1.8100000000019825,否,该空没空,否,是,该空没空,0.0,2.5,7.5,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-06-15,2026-06-22,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-06-22,2026-06-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-29,2026-07-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-07-06,2026-07-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,7.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13,2026-07-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,7.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-07-20,2026-07-27,1.0,看多,0.0019475364222290015,0.0014553326789321641,0.0004922037432968374,0.0003593650793650794,0.0015872868782964803,1.7500000000000155,1.2200000000000057,0.5300000000000098,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-07-27,2026-08-03,1.0,看多,0.0014918160367771716,0.0016280831612001112,-0.00013626712442293965,0.0003560753968253964,0.0011349215733771506,1.2500000000000009,1.4099999999999877,-0.15999999999998682,是,有效进攻,是,否,有效进攻,0.0,0.0,15.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-08-03,2026-08-10,1.0,看多,0.001353970909059754,0.0005862637957649852,0.0007677071132947688,0.00035398809523809526,0.000999340050915066,1.0999999999999899,0.2699999999999926,0.8299999999999973,是,有效进攻,是,否,有效进攻,0.0,2.5,15.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-08-10,2026-08-17,1.0,看多,0.001624848371298393,0.0017075168101801097,-8.266843888171671e-05,0.00035125,0.001272687133553437,1.4000000000000123,1.500000000000008,-0.09999999999999565,是,有效进攻,是,否,有效进攻,0.0,0.0,7.5,0.0,0.0,10.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-08-17,2026-08-24,1.0,看多,0.00034679946797666616,0.0014768110812202195,-0.0011300116132435534,0.0003484642857142857,-6.279021298999767e-07,-5.551115123125783e-17,1.250000000000001,-1.250000000000001,否,其他,是,否,有效进攻,0.0,2.5,7.5,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-08-24,2026-08-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2026-08-31,2026-09-07,1.0,看多,0.0014879336151771838,0.001659162355410304,-0.0001712287402331203,0.00035100396825396747,0.0011363052463442,1.250000000000001,1.4499999999999933,-0.19999999999999218,是,有效进攻,是,否,有效进攻,0.0,2.5,15.0,0.0,0.0,5.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
