training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
2,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
3,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
4,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
5,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
6,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
7,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
8,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
9,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
10,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
11,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
12,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
13,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
14,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
15,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
16,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
17,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
18,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
19,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
20,189.38466666666375,121.78999999999908,35.5699999999982,9.34999999999901,-4.24000000000202
