区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-06-30,39.02999999999899,11.80739495798289,22.099999999999998,16.929999999998994,5.121680672268604,1.0,5,7.8059999999998,,-4.480000000000977,11.0
样本外,2025-07-01,2026-07-14,-0.9200000000009895,-0.9236653386464118,1.449999999999993,-2.3700000000009824,-2.3794422310766836,0.0,1,-0.9200000000009895,-0.9200000000009895,-0.9499999999999786,2.0
2026年以来,2026-01-01,2026-07-14,0.0,0.0,0.0,0.0,0.0,,0,,,0.0,
全区间,2022-01-17,2026-07-14,38.109999999998,8.851354838709215,23.549999999999994,14.55999999999801,3.3816774193543764,0.8333333333333334,6,6.351666666666335,-0.9200000000009895,-4.480000000000977,9.5
