training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,87.93204545454596,112.52499999999932,37.970000000002685,11.15999999999949,7.60500000000048
2,87.93204545454596,112.52499999999932,37.970000000002685,11.15999999999949,7.60500000000048
3,87.93204545454596,112.52499999999932,37.970000000002685,11.15999999999949,7.60500000000048
4,87.93204545454596,112.52499999999932,37.970000000002685,11.15999999999949,7.60500000000048
5,87.842519230769,113.16499999999886,38.155000000002204,10.430000000000009,8.740000000001041
6,87.842519230769,113.16499999999886,38.155000000002204,10.430000000000009,8.740000000001041
7,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
8,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
9,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
10,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
11,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
12,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
13,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
14,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
15,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
16,87.72879545454619,112.33999999999983,37.305000000003204,12.449999999998976,7.579999999999952
17,87.65621739130528,113.83000000000031,39.38000000000365,10.809999999999485,7.755000000000473
18,87.6084605263157,106.43999999999939,26.885000000002307,3.0549999999994997,4.594999999999512
19,87.6084605263157,106.43999999999939,26.885000000002307,3.0549999999994997,4.594999999999512
20,87.6084605263157,106.43999999999939,26.885000000002307,3.0549999999994997,4.594999999999512
