信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给_发行量_得分,供给_发行量_定性,供给_发行占比_得分,供给_发行占比_定性,供给_10Y以上发行_得分,供给_10Y以上发行_定性,供给_发飞惩罚_得分,供给_发飞惩罚_定性,银行需求_得分,银行需求_定性,利差_地方债国债_得分,利差_地方债国债_定性,利差_周度变化_得分,利差_周度变化_定性,利差_地方债NCD_得分,利差_地方债NCD_定性,非银情绪_得分,非银情绪_定性
2022-01-17,2022-01-24,0.0,中性,0.0,0.007412058736873339,-0.007412058736873339,0.0,0.0,0.0,8.139999999999988,-8.139999999999988,否,低仓少吃,是,否,低仓少吃,5.0,中性,2.5,中性,10.0,中性,0.0,中性,0.0,利空,0.0,利空,12.5,中性,0.0,利空,25.0,利多
2022-01-24,2022-02-14,0.0,中性,0.0,-0.0012864064907308626,0.0012864064907308626,0.0,0.0,0.0,-2.880000000000001,2.880000000000001,否,有效防守,否,否,有效防守,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,利空,25.0,利多,0.0,中性,25.0,利多
2022-02-14,2022-02-21,1.0,看多,-0.0013263015373861098,-0.0013263015373861098,0.0,0.0006120436507936504,-0.0019379203525157814,-2.2799999999999905,-2.2799999999999905,0.0,否,该空没空,否,是,该空没空,10.0,利多,5.0,利多,10.0,中性,0.0,中性,10.0,利多,2.5,中性,12.5,中性,0.0,利多,25.0,利多
2022-02-21,2022-02-28,0.0,中性,0.0,-0.0034855394672940188,0.0034855394672940188,0.0,0.0,0.0,-4.839999999999983,4.839999999999983,否,有效防守,否,否,有效防守,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,利空,25.0,利多,0.0,中性,25.0,利多
2022-02-28,2022-03-07,-1.0,看空,0.0006457306321381306,-0.000649461369641724,0.0012951920017798546,-0.0006237182539682541,0.001271314524148609,1.500000000000043,-1.500000000000043,3.000000000000086,是,有效防守,否,否,有效防守,5.0,中性,2.5,中性,10.0,中性,0.0,中性,0.0,利空,5.0,利多,0.0,利空,0.0,中性,0.0,利空
2022-03-07,2022-03-14,0.0,中性,0.0,-0.0011507249864372016,0.0011507249864372016,0.0,0.0,0.0,-2.1000000000000183,2.1000000000000183,否,有效防守,否,否,有效防守,5.0,中性,2.5,中性,10.0,中性,0.0,中性,10.0,利多,2.5,中性,25.0,利多,0.0,中性,0.0,利空
2022-03-14,2022-03-21,-1.0,看空,-0.0018625533232675684,0.0018480586824334289,-0.0037106120057009973,-0.0006257817460317461,-0.001229526722915911,-1.4600000000010438,1.4600000000010438,-2.9200000000020876,否,做空做反,是,是,做空做反,5.0,中性,2.5,中性,10.0,中性,0.0,中性,0.0,利空,5.0,利多,0.0,利空,0.0,利空,0.0,利空
2022-03-21,2022-03-28,-1.0,看空,-0.0022503513867430103,0.002253259631317839,-0.004503611018060849,-0.0006270674603174595,-0.0016247379791951631,-1.9199999999990056,1.9199999999990056,-3.8399999999980112,否,做空做反,是,是,做空做反,5.0,中性,2.5,中性,0.0,利空,0.0,中性,0.0,利空,5.0,利多,12.5,中性,0.0,中性,0.0,利空
2022-03-28,2022-04-04,0.0,中性,0.0,0.002250720042894061,-0.002250720042894061,0.0,0.0,0.0,1.9199999999999773,-1.9199999999999773,否,低仓少吃,是,否,低仓少吃,5.0,中性,0.0,利空,10.0,中性,0.0,中性,5.0,中性,2.5,中性,12.5,中性,0.0,利空,0.0,利空
2022-04-04,2022-04-11,0.0,中性,0.0,0.0017610490349533325,-0.0017610490349533325,0.0,0.0,0.0,1.6400000000000097,-1.6400000000000097,否,低仓少吃,是,否,低仓少吃,10.0,利多,5.0,利多,20.0,利多,0.0,中性,10.0,利多,2.5,中性,12.5,中性,0.0,中性,0.0,利空
