区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-06-30,79.00000000000296,23.899159663866442,37.45000000000002,41.55000000000294,12.569747899160554,0.9523809523809523,21,3.7857142857144273,-2.2799999999999905,-4.700000000000017,6.818181818181818
样本外,2025-07-01,2026-07-14,0.8599999999990211,0.8634262948197343,-4.580000000000035,5.439999999999056,5.461673306771961,0.3333333333333333,6,0.1433333333331702,-0.8100000000002464,-7.059999999999983,3.6666666666666665
2026年以来,2026-01-01,2026-07-14,0.500000000000014,1.0080000000000282,-5.080000000000015,5.580000000000029,11.24928000000006,0.5,2,0.2500000000000071,-0.09999999999999609,-2.7199999999999793,4.0
全区间,2022-01-17,2026-07-14,79.610000000002,18.490064516129497,33.22999999999999,46.38000000000201,10.772129032258533,0.8148148148148148,27,2.948518518518593,-1.1040000000001953,-7.059999999999988,6.37037037037037
