区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-13,2025-01-01,28.819999999998153,10.115097493035563,19.51999999999999,9.299999999998164,3.2640668523670437,1.0,9,3.2022222222220176,,-3.760000000000014,4.888888888888889
样本外,2025-01-02,2026-07-17,22.280000000001014,15.133584905661065,14.579999999999004,7.70000000000201,5.230188679246648,0.6666666666666666,12,1.8566666666667508,-3.307500000000003,-12.889999999999013,4.166666666666667
2026年以来,2026-01-01,2026-07-17,2.7500000000000093,5.414062500000019,3.4700000000000006,-0.7199999999999913,-1.4174999999999829,1.0,2,1.3750000000000047,,-0.11999999999998123,2.5
全区间,2022-01-13,2026-07-17,58.88999999999915,13.614935779816317,40.84999999999998,18.039999999999168,4.1707155963300835,0.8095238095238095,21,2.804285714285674,-3.307500000000003,-12.88999999999902,4.476190476190476
