training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
2,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
3,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
4,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
5,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
6,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
7,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
8,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
9,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
10,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
11,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
12,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
13,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
14,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
15,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
16,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
17,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
18,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
19,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
20,104.32899999999916,28.819999999998153,9.299999999998164,22.280000000001014,7.70000000000201
