区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-13,2025-01-01,100.43000000000401,35.24841225626882,36.33999999999617,64.09000000000785,22.493983286910833,0.6086956521739131,69,1.4555072463768697,-2.029999999999964,-12.21000000000101,4.333333333333333
样本外,2025-01-02,2026-07-17,40.70999999999905,27.652075471697465,3.5299999999990206,37.18000000000003,25.25433962264153,0.6176470588235294,34,1.1973529411764423,-1.1424999999999226,-6.39999999999905,4.294117647058823
2026年以来,2026-01-01,2026-07-17,13.690000000001028,26.952187500002022,-3.8399999999999888,17.530000000001017,34.512187500002,0.6428571428571429,14,0.9778571428572163,-1.3649999999995088,-5.8499999999990155,4.714285714285714
全区间,2022-01-13,2026-07-17,148.93000000000308,34.43152293578053,46.61999999999617,102.31000000000691,23.65332110091903,0.6116504854368932,103,1.445922330097117,-1.7421621621621124,-12.21000000000101,4.320388349514563
