区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-01-01,121.78999999999908,42.864636871508054,86.22000000000088,35.5699999999982,12.519050279328976,0.7666666666666667,30,4.059666666666636,-1.4799999999999933,-16.350000000000012,9.7
样本外,2025-01-02,2026-07-20,9.34999999999901,6.333870967741265,13.59000000000103,-4.24000000000202,-2.8722580645174975,0.5625,16,0.5812499999999373,-2.632857142857283,-10.329999999999021,9.294117647058824
2026年以来,2026-01-01,2026-07-20,3.529999999999053,6.895813953486522,2.180000000000965,1.3499999999980878,2.637209302321846,0.5,4,0.8699999999997596,-2.7450000000004904,-4.9799999999999836,11.4
全区间,2022-01-17,2026-07-20,131.1399999999981,30.3464462809913,99.8100000000019,31.329999999996204,7.249917355371022,0.6956521739130435,46,2.84978260869561,-2.0564285714286377,-16.350000000000012,9.553191489361701
