交易编号,开仓日期,平仓日期,估值日期,方向,开仓仓位,平均绝对仓位,持有交易日,策略资本利得_BP,同期满仓基准资本利得_BP,资本利得超额_BP,是否盈利,是否已平仓,状态
1,2025-03-31,2025-04-03,2025-04-03,多头,1.0,1.0,4,99.29714811665147,99.29714811665147,0.0,是,是,已平仓
2,2025-04-14,2025-04-25,2025-04-25,多头,1.0,1.0,10,19.474592258568315,19.474592258568315,0.0,是,是,已平仓
3,2025-05-06,2025-05-09,2025-05-09,多头,1.0,1.0,4,9.039518178491914,9.039518178491914,0.0,是,是,已平仓
4,2025-06-03,2025-06-06,2025-06-06,多头,1.0,1.0,4,17.64033970268671,17.64033970268671,0.0,是,是,已平仓
5,2025-06-30,2025-07-04,2025-07-04,多头,1.0,1.0,5,24.97873021114854,24.97873021114854,0.0,是,是,已平仓
6,2025-10-09,2025-10-17,2025-10-17,多头,1.0,1.0,7,22.657355136158344,22.657355136158344,0.0,是,是,已平仓
7,2025-11-03,2025-11-07,2025-11-07,多头,1.0,1.0,5,33.646526525066506,33.646526525066506,0.0,是,是,已平仓
8,2025-12-08,2025-12-19,2025-12-19,多头,1.0,1.0,10,13.882093727483795,13.882093727483795,0.0,是,是,已平仓
9,2026-05-06,2026-05-08,2026-05-08,多头,1.0,1.0,3,5.377554508898281,5.377554508898281,0.0,是,是,已平仓
