日期,信号日期,总分,结论,仓位,策略日收益率,基准日收益率,策略票息Carry收益,策略资本利得收益,基准票息Carry收益,基准资本利得收益,票息Carry超额,资本利得超额,策略资本利得_BP,基准资本利得_BP,资本利得超额_BP,策略累计资本利得_BP,基准累计资本利得_BP,累计资本利得超额_BP,策略累计票息Carry,策略累计资本利得,基准累计票息Carry,基准累计资本利得,策略净值,基准净值,超额净值
2025-05-22,2025-05-19,47.5,中性,0.0,-0.0,-0.0005602952586197977,0.0,-0.0,7.343253968253969e-05,-0.0006337277983023374,-7.343253968253969e-05,0.0006337277983023374,-0.0,-6.337277983023374,6.337277983023374,127.8112585537117,-61.04858958963391,188.8598481433456,0.0013748452380952369,0.012781125855371167,0.006358908730158726,-0.006104858958963404,1.0142296790202174,1.0001233388887347,1.0141046004857328
2025-05-23,2025-05-19,47.5,中性,0.0,-0.0,-0.00015253785897912354,0.0,-0.0,7.371031746031706e-05,-0.0002262481764394406,-7.371031746031706e-05,0.0002262481764394406,-0.0,-2.262481764394406,2.262481764394406,127.8112585537117,-63.31107135402832,191.12232990774,0.0013748452380952369,0.012781125855371167,0.006432619047619043,-0.006331107135402844,1.0142296790202174,0.9999707822159055,1.014259313429853
2025-05-26,2025-05-26,50.0,中性,0.0,-0.0,-0.0001524089563776061,0.0,-0.0,7.38095238095238e-05,-0.0002262184801871299,-7.38095238095238e-05,0.0002262184801871299,-0.0,-2.262184801871299,2.262184801871299,127.8112585537117,-65.57325615589961,193.3845147096113,0.0013748452380952369,0.012781125855371167,0.006506428571428567,-0.006557325615589974,1.0142296790202174,0.9998183777125799,1.0144139191966128
2025-05-27,2025-05-26,50.0,中性,0.0,0.0,7.390873015873016e-05,0.0,-0.0,7.390873015873016e-05,-0.0,-7.390873015873016e-05,0.0,-0.0,-0.0,0.0,127.8112585537117,-65.57325615589961,193.3845147096113,0.0013748452380952369,0.012781125855371167,0.006580337301587297,-0.006557325615589974,1.0142296790202174,0.9998922730192659,1.0143389506928167
2025-05-28,2025-05-26,50.0,中性,0.0,-0.0,-0.0006046576388942461,0.0,-0.0,7.390873015873016e-05,-0.0006785663690529762,-7.390873015873016e-05,0.0006785663690529762,-0.0,-6.785663690529763,6.785663690529763,127.8112585537117,-72.35891984642937,200.17017840014105,0.0013748452380952369,0.012781125855371167,0.006654246031746028,-0.00723589198464295,1.0142296790202174,0.9992876805183134,1.0149526495654924
2025-05-29,2025-05-26,50.0,中性,0.0,-0.0,-0.0008301926614088583,0.0,-0.0,7.420634920634921e-05,-0.0009043990106152076,-7.420634920634921e-05,0.0009043990106152076,-0.0,-9.043990106152076,9.043990106152076,127.8112585537117,-81.40290995258145,209.21416850629313,0.0013748452380952369,0.012781125855371167,0.006728452380952377,-0.008140290995258157,1.0142296790202174,0.9984580792193108,1.0157959559135805
2025-05-30,2025-05-26,50.0,中性,0.0,0.0,0.000797742749039792,0.0,0.0,7.460317460317421e-05,0.0007231395744366179,-7.460317460317421e-05,-0.0007231395744366179,0.0,7.2313957443661785,-7.2313957443661785,127.8112585537117,-74.17151420821527,201.98277276192695,0.0013748452380952369,0.012781125855371167,0.006803055555555551,-0.007417151420821539,1.0142296790202174,0.9992545919122282,1.0149862579858973
2025-06-03,2025-06-02,70.0,看多,1.0,0.00025514652882738465,0.00025514652882738465,7.428571428571429e-05,0.00018086081454167036,7.428571428571429e-05,0.00018086081454167036,0.0,0.0,1.8086081454167036,1.8086081454167036,0.0,129.6198666991284,-72.36290606279857,201.98277276192695,0.001449130952380951,0.012961986669912837,0.006877341269841265,-0.0072362906062798694,1.0144884562022531,0.9995095482527695,1.0149862579858973
2025-06-04,2025-06-02,70.0,看多,1.0,0.0005264058545144236,0.0005264058545144236,7.420634920634921e-05,0.00045219950530807443,7.420634920634921e-05,0.00045219950530807443,0.0,0.0,4.521995053080745,4.521995053080745,0.0,134.14186175220917,-67.84091100971783,201.98277276192695,0.0015233373015873003,0.013414186175220912,0.006951547619047614,-0.006784091100971795,1.0150224888649353,1.000035695930613,1.0149862579858973
2025-06-05,2025-06-02,70.0,看多,1.0,0.0005263261463655045,0.0005263261463655045,7.40079365079365e-05,0.00045231820985756796,7.40079365079365e-05,0.00045231820985756796,0.0,0.0,4.523182098575679,4.523182098575679,0.0,138.66504385078485,-63.31772891114215,201.98277276192695,0.001597345238095237,0.01386650438507848,0.0070255555555555505,-0.006331772891114227,1.015556721739974,1.00056204086468,1.0149862579858973
2025-06-06,2025-06-02,70.0,看多,1.0,0.0007524649643708822,0.0007524649643708822,7.38095238095238e-05,0.0006786554405613583,7.38095238095238e-05,0.0006786554405613583,0.0,0.0,6.786554405613583,6.786554405613583,0.0,145.45159825639843,-56.53117450552856,201.98277276192695,0.0016711547619047606,0.014545159825639838,0.007099365079365074,-0.0056531174505528685,1.0163208925924145,1.0013149287451102,1.014986257985897
2025-06-09,2025-06-09,42.5,中性,0.0,0.0,0.0007524346633401614,0.0,0.0,7.351190476190475e-05,0.0006789227585782566,-7.351190476190475e-05,-0.0006789227585782566,0.0,6.789227585782566,-6.789227585782566,145.45159825639843,-49.741946919746,195.1935451761444,0.0016711547619047606,0.014545159825639838,0.007172876984126979,-0.004974194691974612,1.0163208925924145,1.0020683528064178,1.0142231213530302
2025-06-10,2025-06-09,42.5,中性,0.0,0.0,0.000788627996668605,0.0,0.0,7.321428571428572e-05,0.0007154137109543193,-7.321428571428572e-05,-0.0007154137109543193,0.0,7.154137109543194,-7.154137109543194,145.45159825639843,-42.587809810202806,188.0394080666012,0.0016711547619047606,0.014545159825639838,0.007246091269841264,-0.004258780981020292,1.0163208925924145,1.0028586119640166,1.0134239068875652
2025-06-11,2025-06-09,42.5,中性,0.0,0.0,0.0007161344181881619,0.0,0.0,7.290079365079364e-05,0.0006432336245373683,-7.290079365079364e-05,-0.0006432336245373683,0.0,6.432336245373683,-6.432336245373683,145.45159825639843,-36.15547356482912,181.60707182122752,0.0016711547619047606,0.014545159825639838,0.007318992063492058,-0.0036155473564829237,1.0163208925924145,1.0035767935326203,1.0126986785086318
2025-06-12,2025-06-09,42.5,中性,0.0,0.0,0.0018852207676519855,0.0,0.0,7.261904761904762e-05,0.0018126017200329378,-7.261904761904762e-05,-0.0018126017200329378,0.0,18.12601720032938,-18.12601720032938,145.45159825639843,-18.029456364499744,163.48105462089813,0.0016711547619047606,0.014545159825639838,0.007391611111111106,-0.0018029456364499858,1.0163208925924145,1.0054687573457217,1.0107931103452092
2025-06-13,2025-06-09,42.5,中性,0.0,0.0,0.0005617425552519365,0.0,0.0,7.182539682539683e-05,0.0004899171584265397,-7.182539682539683e-05,-0.0004899171584265397,0.0,4.899171584265397,-4.899171584265397,145.45159825639843,-13.130284780234348,158.58188303663275,0.0016711547619047606,0.014545159825639838,0.007463436507936502,-0.0013130284780234463,1.0163208925924145,1.0060335719346991,1.0102256236220148
2025-06-16,2025-06-16,55.0,中性,0.0,0.0,0.00077039504118046,0.0,0.0,7.16111111111111e-05,0.0006987839300693488,-7.16111111111111e-05,-0.0006987839300693488,0.0,6.987839300693488,-6.987839300693488,145.45159825639843,-6.14244547954086,151.59404373593927,0.0016711547619047606,0.014545159825639838,0.007535047619047613,-0.0006142445479540975,1.0163208925924145,1.0068086152097786,1.0094479499270612
2025-06-17,2025-06-16,55.0,中性,0.0,-0.0,-0.00043710674220258524,0.0,-0.0,7.130555555555555e-05,-0.0005084122977581408,-7.130555555555555e-05,0.0005084122977581408,-0.0,-5.0841229775814085,5.0841229775814085,145.45159825639843,-11.22656845712227,156.67816671352068,0.0016711547619047606,0.014545159825639838,0.0076063531746031685,-0.0011226568457122382,1.0163208925924145,1.0063685323759628,1.0098893793836687
2025-06-18,2025-06-16,55.0,中性,0.0,0.0,0.001923055859062543,0.0,0.0,7.152777777777778e-05,0.0018515280812847652,-7.152777777777778e-05,-0.0018515280812847652,0.0,18.515280812847653,-18.515280812847653,145.45159825639843,7.288712355725384,138.16288590067302,0.0016711547619047606,0.014545159825639838,0.0076778809523809464,0.0007288712355725271,1.0163208925924145,1.0083038352785247,1.0079510332435413
2025-06-19,2025-06-16,55.0,中性,0.0,-0.0,-0.00019277171329760956,0.0,-0.0,7.071825396825396e-05,-0.00026348996726586354,-7.071825396825396e-05,0.00026348996726586354,-0.0,-2.6348996726586353,2.6348996726586353,145.45159825639843,4.653812683066748,140.79778557333165,0.0016711547619047606,0.014545159825639838,0.0077485992063492,0.0004653812683066635,1.0163208925924145,1.0081094628206735,1.008145375154763
2025-06-20,2025-06-16,55.0,中性,0.0,-0.0,-0.00015627854119431916,0.0,-0.0,7.083333333333295e-05,-0.00022711187452765212,-7.083333333333295e-05,0.00022711187452765212,-0.0,-2.2711187452765214,2.2711187452765214,145.45159825639843,2.382693937790227,143.06890431860816,0.0016711547619047606,0.014545159825639838,0.007819432539682532,0.0002382693937790114,1.0163208925924145,1.0079519169444597,1.0083029512690693
2025-06-23,2025-06-23,42.5,中性,0.0,0.0,0.0002980145506536215,0.0,0.0,7.093253968253968e-05,0.0002270820109710818,-7.093253968253968e-05,-0.0002270820109710818,0.0,2.270820109710818,-2.270820109710818,145.45159825639843,4.653514047501044,140.79808420889734,0.0016711547619047606,0.014545159825639838,0.007890365079365072,0.00046535140475009317,1.0163208925924145,1.0082523012820686,1.0080025518415243
2025-06-24,2025-06-23,42.5,中性,0.0,-0.0,-0.00015627854119431916,0.0,-0.0,7.083333333333295e-05,-0.00022711187452765212,-7.083333333333295e-05,0.00022711187452765212,-0.0,-2.2711187452765214,2.2711187452765214,145.45159825639843,2.382395302224523,143.06920295417385,0.0016711547619047606,0.014545159825639838,0.007961198412698404,0.00023823953022244105,1.0163208925924145,1.0080947330832684,1.0081601056321228
2025-06-25,2025-06-23,42.5,中性,0.0,-0.0,-0.0010644775151684258,0.0,-0.0,7.093253968253968e-05,-0.0011354100548509655,-7.093253968253968e-05,0.0011354100548509655,-0.0,-11.354100548509654,11.354100548509654,145.45159825639843,-8.971705246285131,154.4233035026835,0.0016711547619047606,0.014545159825639838,0.008032130952380943,-0.0008971705246285244,1.0163208925924145,1.0070216389067415,1.0092344129722661
2025-06-26,2025-06-23,42.5,中性,0.0,0.0,7.142857142857142e-05,0.0,-0.0,7.142857142857142e-05,-0.0,-7.142857142857142e-05,0.0,-0.0,-0.0,0.0,145.45159825639843,-8.971705246285131,154.4233035026835,0.0016711547619047606,0.014545159825639838,0.008103559523809515,-0.0008971705246285244,1.0163208925924145,1.007093569023806,1.0091623299486985
2025-06-27,2025-06-23,42.5,中性,0.0,0.0,0.0007522269113834832,0.0,0.0,7.142857142857142e-05,0.0006807983399549117,-7.142857142857142e-05,-0.0006807983399549117,0.0,6.807983399549117,-6.807983399549117,145.45159825639843,-2.1637218467360144,147.61532010313437,0.0016711547619047606,0.014545159825639838,0.008174988095238086,-0.00021637218467361271,1.0163208925924145,1.0078511319087071,1.0084037814867233
2025-06-30,2025-06-30,72.5,看多,1.0,-0.0003829136500604648,-0.0003829136500604648,7.113095238095239e-05,-0.0004540446024414172,7.113095238095239e-05,-0.0004540446024414172,0.0,0.0,-4.540446024414172,-4.540446024414172,0.0,140.91115223198426,-6.704167871150187,147.61532010313437,0.001742285714285713,0.014091115223198421,0.008246119047619039,-0.0006704167871150299,1.0159317294497991,1.0074652119530703,1.0084037814867233
2025-07-01,2025-06-30,72.5,看多,1.0,-0.00015563324953419094,-0.00015563324953419094,7.132936507936509e-05,-0.00022696261461355603,7.132936507936509e-05,-0.00022696261461355603,0.0,0.0,-2.2696261461355602,-2.2696261461355602,0.0,138.6415260858487,-8.973794017285748,147.61532010313437,0.001813615079365078,0.013864152608584866,0.008317448412698403,-0.000897379401728586,1.01577361669344,1.0073084168683415,1.008403781486723
2025-07-02,2025-06-30,72.5,看多,1.0,0.001659958031323376,0.001659958031323376,7.142857142857142e-05,0.0015885294598948045,7.142857142857142e-05,0.0015885294598948045,0.0,0.0,15.885294598948045,15.885294598948045,0.0,154.52682068479675,6.911500581662297,147.61532010313437,0.0018850436507936495,0.01545268206847967,0.008388876984126974,0.0006911500581662186,1.0174597582664766,1.0089805065649418,1.008403781486723
