区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-01-01,133.360000000001,46.93675977653667,75.51000000000197,57.84999999999904,20.36061452513933,0.7241379310344828,29,4.598620689655206,-1.2025000000001183,-8.82999999999997,8.96551724137931
样本外,2025-01-02,2026-07-20,15.509999999998996,10.506774193547708,19.780000000001014,-4.2700000000020175,-2.892580645162657,0.5625,16,0.9693749999999373,-1.7457142857144259,-9.999999999999,10.375
2026年以来,2026-01-01,2026-07-20,1.7200000000000197,3.360000000000039,2.9400000000009623,-1.2200000000009426,-2.38325581395533,0.3333333333333333,6,0.28666666666666973,-1.8125000000000002,-5.569999999999013,11.666666666666666
全区间,2022-01-17,2026-07-20,148.87,34.44925619834711,95.29000000000299,53.579999999997014,12.398677685949721,0.6666666666666666,45,3.308222222222223,-1.4560000000001283,-9.999999999999034,9.466666666666667
