交易编号,开仓日期,平仓日期,估值日期,方向,开仓仓位,平均绝对仓位,持有交易日,策略资本利得_BP,同期满仓基准资本利得_BP,资本利得超额_BP,是否盈利,是否已平仓,状态
1,2026-03-02,2026-03-06,2026-03-06,空头,-1.0,1.0,5,-0.9199999999990118,0.6700000000000108,-1.5899999999990226,否,是,已平仓
2,2026-03-09,2026-03-13,2026-03-13,多头,1.0,1.0,5,-0.09999999999999609,-3.3299999999999996,3.2300000000000035,否,是,已平仓
3,2026-05-06,2026-05-08,2026-05-08,多头,1.0,1.0,3,0.6000000000000103,-1.7500000000000155,2.350000000000026,是,是,已平仓
4,2026-05-18,2026-05-22,2026-05-22,多头,1.0,1.0,5,1.7400000000000053,1.3900000000000023,0.350000000000003,是,是,已平仓
5,2026-06-15,2026-06-18,2026-06-18,空头,-1.0,1.0,4,0.010000000000010001,1.2799999999990248,-1.2699999999990148,是,是,已平仓
