training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,165.04842105262148,88.6999999999959,51.239999999994836,14.66999999999812,13.579999999999075
2,164.9036969696947,86.86999999999992,53.68999999999782,11.329999999998078,11.999999999999023
3,164.09072727272408,89.04000000000082,49.96999999999583,11.439999999998118,14.25999999999813
4,163.90914285713947,86.85999999999987,52.81999999999675,11.329999999998078,11.999999999999023
5,162.39298245613145,86.94999999999689,50.859999999994834,14.319999999998087,13.050000000000008
6,162.15622222221668,82.21999999999883,56.26999999999585,8.779999999998061,12.669999999998032
7,161.78179310344188,85.039999999998,52.31999999999599,10.37999999999803,11.859999999997983
8,161.3881355932147,87.44999999999885,49.15999999999575,8.61999999999804,9.389999999998047
9,160.48318032786122,91.11999999999702,44.08999999999596,16.00999999999901,13.070000000000926
10,158.78718032786037,92.9899999999989,40.14999999999286,11.899999999998021,10.759999999999032
11,158.77692537313422,81.11000000000092,54.42999999999877,14.469999999999063,11.659999999999997
12,158.36933333332763,80.52999999999881,54.899999999995735,12.799999999998093,13.569999999998064
13,157.73898245613898,81.28000000000074,53.00999999999773,8.839999999998087,12.709999999998072
14,156.85307692306813,81.49999999999694,52.12999999999488,13.539999999998034,13.369999999998972
15,156.71028571427888,84.12999999999695,48.789999999996816,12.47999999999805,12.629999999998962
16,156.61713207546288,80.12999999999691,53.47999999999489,15.959999999998058,11.549999999999024
17,156.0449230769219,80.09000000000086,52.85999999999781,16.629999999999068,13.56000000000002
18,155.9726440677879,92.06999999999695,38.369999999994945,16.60999999999905,13.630000000000996
19,155.78090909090128,87.64999999999691,43.50999999999589,15.129999999998097,9.990000000000034
20,155.56733333332974,89.01999999999883,41.909999999997815,16.409999999999055,10.620000000001033
