supply_amount,supply_ratio,supply_long,fly_penalty,bank_demand,spread_gov,spread_change,spread_ncd,nonbank_sentiment,objective,strategy_total_return,benchmark_total_return,excess_total_return,strategy_final_nav,benchmark_final_nav,strategy_annual_return,strategy_max_drawdown,strategy_sharpe,signal_period_win_rate,capital_gain_total_bp,benchmark_capital_gain_bp,capital_gain_excess_bp,capital_trade_win_rate,capital_gain_trade_count,capital_gain_closed_trade_count,capital_gain_avg_trade_bp,capital_gain_avg_win_bp,capital_gain_best_trade_bp,capital_gain_worst_trade_bp,capital_gain_open_trade_count,capital_gain_open_trade_bp,capital_gain_max_drawdown_bp,latest_score,latest_conclusion,latest_position
20.0,15.0,5.0,0.0,10.0,10.0,15.0,0.0,25.0,156.0449230769219,0.09313048196815177,0.042734721497846184,0.050395760470305584,1.0931304819681518,1.0427347214978462,0.027237989319592426,-0.005754361509499262,1.2271365969672794,0.14859926918392205,80.09000000000086,27.230000000003045,52.85999999999781,0.7076923076923077,66,65,1.2398461538461676,2.623913043478262,15.530000000000022,-5.889999999999993,1,-0.5000000000000143,-8.459999999999026,87.5,看多,1.0
15.0,10.0,15.0,0.0,10.0,10.0,15.0,0.0,25.0,155.9726440677879,0.10629690302299677,0.0689410657273355,0.037355837295661276,1.1062969030229968,1.0689410657273355,0.030956450848530048,-0.006931775395594086,1.4608066043885812,0.15225334957369063,92.06999999999695,53.70000000000201,38.369999999994945,0.711864406779661,60,59,1.5689830508474067,3.010714285714193,14.770000000000024,-5.889999999999993,1,-0.5000000000000143,-11.939999999997992,87.5,看多,1.0
20.0,10.0,10.0,0.0,10.0,10.0,10.0,5.0,25.0,155.78090909090128,0.10160296198971008,0.059543035860996074,0.04205992612871401,1.10160296198971,1.059543035860996,0.02963434972820078,-0.006691378179012775,1.364750212158996,0.14738124238733252,87.64999999999691,44.14000000000102,43.50999999999589,0.7090909090909091,56,55,1.6027272727272173,3.088205128205053,14.770000000000024,-5.889999999999993,1,-0.5000000000000143,-11.519999999998996,87.5,看多,1.0
20.0,5.0,15.0,0.0,10.0,10.0,15.0,0.0,25.0,155.56733333332974,0.1023340803836843,0.06194335589125677,0.04039072449242753,1.1023340803836843,1.0619433558912568,0.02984053569621503,-0.006502151264080824,1.3891165883720196,0.14494518879415347,89.01999999999883,47.110000000001016,41.909999999997815,0.6833333333333333,61,60,1.4919999999999807,3.028048780487757,14.770000000000024,-5.889999999999993,1,-0.5000000000000143,-9.809999999998052,87.5,看多,1.0
15.0,20.0,5.0,0.0,10.0,10.0,20.0,0.0,20.0,155.49085714285619,0.09212982419051019,0.04112713512168931,0.05100268906882088,1.0921298241905102,1.0411271351216893,0.026954107523013526,-0.007117386568018524,1.2716115562929937,0.14859926918392205,79.1900000000019,25.870000000005128,53.319999999996774,0.7142857142857143,64,63,1.2649206349206656,2.4884444444444886,15.800000000000015,-5.6999999999990045,1,-0.5000000000000143,-9.570000000000064,85.0,看多,1.0
20.0,20.0,0.0,0.0,10.0,20.0,5.0,0.0,25.0,154.8709655172327,0.09879033401822501,0.0578215435975018,0.04096879042072321,1.098790334018225,1.0578215435975018,0.028840255988238805,-0.005768900595631399,1.3950916237084907,0.13763702801461633,87.90999999999788,45.60000000000401,42.30999999999387,0.7068965517241379,59,58,1.5243103448275503,2.9041463414633175,17.629999999999,-5.6999999999990045,1,-0.5000000000000143,-7.889999999997064,87.5,看多,1.0
10.0,20.0,10.0,0.0,10.0,10.0,15.0,0.0,25.0,154.8573846153825,0.09690905561790775,0.04938349317514312,0.047525562442764624,1.0969090556179077,1.0493834931751431,0.028308319221480582,-0.0071209204820150696,1.330098723767717,0.15712545676004872,82.35999999999999,32.950000000002085,49.4099999999979,0.6615384615384615,66,65,1.2747692307692304,2.8072093023255604,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-12.299999999998983,87.5,看多,1.0
5.0,20.0,15.0,0.0,10.0,10.0,15.0,0.0,25.0,154.48819354837732,0.10086116368956599,0.058866682580169805,0.04199448110939619,1.100861163689566,1.0588666825801698,0.02942505420112429,-0.0071209204820150696,1.4970505858696026,0.15468940316686966,86.81999999999604,43.29000000000107,43.52999999999497,0.6774193548387096,63,62,1.4083870967741297,2.791904761904693,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-12.299999999998983,87.5,看多,1.0
15.0,15.0,10.0,0.0,10.0,10.0,15.0,0.0,25.0,153.7972499999978,0.09376259613027083,0.04443189510651413,0.049330701023756696,1.0937625961302708,1.0444318951065141,0.027417223568888982,-0.0071209204820150696,1.2093233963330694,0.15468940316686966,79.42999999999995,27.980000000002068,51.449999999997885,0.703125,65,64,1.24890625,2.6897777777777576,14.770000000000024,-5.889999999999993,1,-0.5000000000000143,-12.299999999998983,87.5,看多,1.0
10.0,20.0,5.0,0.0,10.0,10.0,20.0,0.0,25.0,153.78058823529616,0.0899463511521108,0.036647592227391446,0.05329875892471936,1.0899463511521108,1.0366475922273914,0.02633403566345005,-0.006415414948572784,1.1442845884095894,0.14738124238733252,76.20000000000188,20.330000000002087,55.86999999999979,0.6470588235294118,69,68,1.127941176470616,2.65431818181825,16.450000000000006,-5.4700000000009945,1,-0.5000000000000143,-11.309999999999969,85.0,看多,1.0
15.0,10.0,15.0,0.0,10.0,10.0,10.0,5.0,25.0,153.2550370370283,0.10384667373000989,0.06644519409620409,0.0374014796338058,1.1038466737300099,1.066445194096204,0.03026680599265652,-0.0066913781790119975,1.4546020782400095,0.14738124238733252,89.88999999999695,51.540000000002,38.34999999999494,0.7037037037037037,55,54,1.6738888888888328,3.152631578947292,14.770000000000024,-5.4700000000009945,1,-0.5000000000000143,-11.519999999998992,87.5,看多,1.0
20.0,10.0,10.0,0.0,10.0,10.0,15.0,0.0,25.0,153.23799999999798,0.09823605830822824,0.055559975210191404,0.04267608309803683,1.0982360583082282,1.0555599752101914,0.028683599089149636,-0.0069317753955943084,1.2628203286942152,0.146163215590743,84.99000000000089,40.74000000000397,44.24999999999692,0.7,61,60,1.4248333333333485,2.9659523809523582,14.770000000000024,-5.889999999999993,1,-0.5000000000000143,-10.589999999998033,87.5,看多,1.0
5.0,20.0,10.0,0.0,10.0,10.0,20.0,0.0,25.0,153.22316417910872,0.08739550779329353,0.03202452793192645,0.055370979861367076,1.0873955077932935,1.0320245279319264,0.025608537000238796,-0.006415414948572784,1.1219027985061831,0.14859926918392205,73.68000000000288,15.440000000002083,58.24000000000079,0.6567164179104478,68,67,1.107164179104521,2.5784090909091595,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-11.309999999999969,85.0,看多,1.0
15.0,20.0,5.0,0.0,10.0,10.0,10.0,5.0,25.0,153.0405517241278,0.09555656870226592,0.05010619291801688,0.04545037578424904,1.095556568702266,1.0501061929180169,0.027925506030797242,-0.005768900595631399,1.3871038073113025,0.14738124238733252,82.26999999999589,34.85000000000108,47.41999999999481,0.6896551724137931,59,58,1.4270689655171709,2.771749999999902,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-9.809999999998984,87.5,看多,1.0
20.0,20.0,0.0,0.0,10.0,10.0,5.0,10.0,25.0,152.96246153845055,0.09280944466232444,0.0434218712365666,0.049387573425757836,1.0928094446623244,1.0434218712365666,0.027146932355506248,-0.007137401689069511,1.3021575800291565,0.14738124238733252,78.91999999999685,27.200000000004053,51.719999999992794,0.6538461538461539,53,52,1.527307692307633,3.1920588235293548,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-9.670000000001066,87.5,看多,1.0
20.0,10.0,10.0,0.0,10.0,15.0,5.0,5.0,25.0,152.5318113207481,0.09902397097322058,0.059029095421059496,0.03999487555216108,1.0990239709732206,1.0590290954210595,0.028906273094855717,-0.005768900595631399,1.3775975436300882,0.1364190012180268,86.55999999999791,45.070000000002025,41.48999999999589,0.7169811320754716,54,53,1.6426415094339235,2.988157894736765,14.770000000000024,-5.4700000000009945,1,-0.5000000000000143,-8.669999999998014,87.5,看多,1.0
15.0,20.0,5.0,0.0,10.0,15.0,10.0,0.0,25.0,151.28898245613595,0.09064215466385028,0.04209757294340588,0.0485445817204444,1.0906421546638503,1.0420975729434059,0.026531726950184353,-0.005768900595631399,1.2166232915308586,0.1425091352009744,77.87999999999892,27.24000000000202,50.639999999996895,0.7192982456140351,58,57,1.3750877192982274,2.6873170731706844,14.770000000000024,-5.4700000000009945,1,-0.5000000000000143,-9.559999999998977,87.5,看多,1.0
20.0,15.0,5.0,0.0,10.0,15.0,5.0,5.0,25.0,150.92903703702777,0.09135559966803353,0.04486166587925111,0.046493933788782416,1.0913555996680335,1.0448616658792511,0.026734339112288508,-0.005768900595631399,1.2919933853939614,0.13520097442143728,79.30999999999582,30.590000000000057,48.719999999995764,0.7037037037037037,55,54,1.477962962962886,2.7949999999998947,14.770000000000024,-5.4700000000009945,1,-0.5000000000000143,-9.029999999999005,87.5,看多,1.0
10.0,10.0,20.0,0.0,10.0,15.0,10.0,0.0,25.0,150.8871320754606,0.10300971916137303,0.06778431620596503,0.03522540295540799,1.103009719161373,1.067784316205965,0.03003099073920934,-0.00687821137720801,1.4402454797897726,0.14129110840438489,89.8799999999959,53.830000000002066,36.04999999999384,0.6981132075471698,54,53,1.705283018867848,3.207837837837731,14.770000000000024,-5.579999999999995,1,-0.5000000000000143,-11.319999999999002,87.5,看多,1.0
0.0,20.0,20.0,0.0,10.0,10.0,15.0,0.0,25.0,150.7989032257976,0.10102386352679549,0.061451901619109295,0.03957196190768619,1.1010238635267955,1.0614519016191093,0.02947096776035596,-0.007489929839050946,1.4762583695690437,0.15712545676004872,86.17999999999603,45.410000000000124,40.7699999999959,0.6612903225806451,63,62,1.3980645161289682,2.9185365853658314,15.800000000000015,-5.579999999999995,1,-0.5000000000000143,-12.120000000000989,87.5,看多,1.0
10.0,20.0,10.0,0.0,10.0,10.0,20.0,0.0,20.0,150.66874999999996,0.09046600317400055,0.03993005083030665,0.0505359523436939,1.0904660031740006,1.0399300508303067,0.026481687218565364,-0.007117386568018524,1.1863235489254174,0.15468940316686966,76.00000000000095,23.250000000002125,52.74999999999883,0.671875,65,64,1.1953125000000153,2.580697674418652,15.800000000000015,-5.6999999999990045,1,-0.5000000000000143,-9.570000000000064,85.0,看多,1.0
20.0,20.0,0.0,0.0,10.0,5.0,20.0,0.0,25.0,149.7497777777796,0.09235254692478367,0.04440417248932316,0.04794837443546052,1.0923525469247837,1.0444041724893232,0.027017308598324963,-0.006491168028233907,1.1564256085476252,0.15834348355663824,77.76000000000187,27.850000000002282,49.909999999999584,0.6527777777777778,73,72,1.08694444444447,2.602553191489404,16.450000000000006,-5.889999999999993,1,-0.5000000000000143,-8.510000000000046,87.5,看多,1.0
20.0,15.0,0.0,0.0,10.0,10.0,20.0,0.0,25.0,149.50569696969578,0.08684992309494888,0.03606988409466716,0.05078003900028172,1.0868499230949489,1.0360698840946672,0.02545321018993385,-0.006491168028233907,1.0643950186486448,0.1425091352009744,74.18000000000089,20.66000000000314,53.51999999999775,0.696969696969697,67,66,1.1315151515151656,2.518043478260914,16.450000000000006,-5.889999999999993,1,-0.5000000000000143,-8.109999999999054,85.0,看多,1.0
15.0,10.0,15.0,0.0,10.0,15.0,10.0,0.0,25.0,149.31738461537347,0.10118109469394243,0.06676176846337212,0.03441932623057031,1.1011810946939424,1.0667617684633721,0.02951533357141467,-0.00687821137720801,1.4283158522853672,0.13398294762484775,89.05999999999588,53.73000000000207,35.32999999999381,0.7115384615384616,53,52,1.722307692307614,3.1440540540539477,14.770000000000024,-5.579999999999995,1,-0.5000000000000143,-9.09000000000104,87.5,看多,1.0
15.0,20.0,0.0,0.0,10.0,10.0,20.0,0.0,25.0,149.25228571428886,0.08542878019395839,0.03260002558799058,0.05282875460596781,1.0854287801939584,1.0326000255879906,0.025048358055837383,-0.0066672351696057675,1.0184623645015087,0.14372716199756394,72.34000000000285,16.610000000003108,55.729999999999734,0.6714285714285714,71,70,1.0405714285714693,2.4804255319149786,16.450000000000006,-5.889999999999993,1,-0.5000000000000143,-8.459999999999056,85.0,看多,1.0
20.0,20.0,0.0,0.0,10.0,15.0,5.0,5.0,25.0,149.074666666662,0.08634303096161888,0.035722492134184325,0.05062053882743456,1.0863430309616189,1.0357224921341843,0.02530885027756824,-0.005768900595631399,1.1164610522396405,0.1364190012180268,74.23999999999883,20.920000000002045,53.31999999999678,0.6666666666666666,61,60,1.2456666666666478,2.75724999999995,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-7.429999999999033,87.5,看多,1.0
20.0,20.0,0.0,0.0,10.0,15.0,0.0,10.0,25.0,149.05909433961475,0.08828289279159818,0.038493061402052,0.04978983138954618,1.0882828927915982,1.038493061402052,0.02586105744987055,-0.0069309847339436015,1.2020564086575452,0.14129110840438489,75.21999999999781,22.84000000000306,52.37999999999475,0.6415094339622641,54,53,1.4286792452829784,3.274117647058764,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-9.280000000001058,87.5,看多,1.0
10.0,15.0,15.0,0.0,10.0,10.0,10.0,5.0,25.0,149.03290909089898,0.09490640812559792,0.050874062536882425,0.044032345588715494,1.094906408125598,1.0508740625368824,0.02774136459357357,-0.0071209204820146255,1.3391352897173432,0.15347137637028013,80.2599999999959,34.630000000001075,45.62999999999482,0.7090909090909091,56,55,1.4683636363635628,2.8392307692306935,14.770000000000024,-5.4700000000009945,1,-0.5000000000000143,-11.959999999999996,87.5,看多,1.0
10.0,10.0,20.0,0.0,10.0,10.0,10.0,5.0,25.0,148.67599999998995,0.10243021403658292,0.06725473892760792,0.03517547510897501,1.102430214036583,1.067254738927608,0.029867639674227897,-0.007060547177974441,1.4157658874960881,0.14372716199756394,88.27999999999591,52.340000000001055,35.93999999999485,0.68,51,50,1.7755999999999192,3.4223529411764426,14.770000000000024,-5.579999999999995,1,-0.5000000000000143,-11.340000000001002,87.5,看多,1.0
5.0,15.0,15.0,0.0,10.0,10.0,20.0,0.0,25.0,148.51892307691858,0.09354949954534941,0.050543573603685665,0.04300592594166375,1.0935494995453494,1.0505435736036857,0.027356808695408796,-0.006784686510894922,1.3566996586103695,0.14494518879415347,80.55999999999803,35.79000000000013,44.7699999999979,0.7076923076923077,66,65,1.2470769230768928,2.4239130434782403,14.770000000000024,-5.579999999999995,1,-0.5000000000000143,-11.470000000000962,85.0,看多,1.0
0.0,20.0,20.0,0.0,10.0,5.0,15.0,5.0,25.0,148.05566101695206,0.08817724760245249,0.03700860374156467,0.05116864386088782,1.0881772476024525,1.0370086037415647,0.025831001860384006,-0.0067412169358753715,1.1943777389685546,0.1559074299634592,72.88000000000095,19.05999999999918,53.82000000000177,0.6779661016949152,60,59,1.2437288135593385,2.645500000000027,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-11.649999999999995,87.5,看多,1.0
5.0,20.0,15.0,0.0,10.0,5.0,20.0,0.0,25.0,147.9951515151522,0.09249813875063939,0.04708092846676615,0.045417210283873244,1.0924981387506394,1.0470809284667661,0.027058617703620502,-0.006344476085808459,1.3042800064986582,0.15347137637028013,78.39999999999996,30.999999999999226,47.40000000000074,0.6515151515151515,67,66,1.1954545454545449,2.5809302325581407,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-9.259999999999964,87.5,看多,1.0
15.0,15.0,10.0,0.0,10.0,10.0,5.0,10.0,25.0,147.93527272726283,0.0890258377636155,0.04099524565182322,0.04803059211179228,1.0890258377636155,1.0409952456518232,0.026072364496391387,-0.0066913781790121085,1.1936865275633328,0.1425091352009744,75.6399999999969,25.20000000000307,50.43999999999383,0.6727272727272727,56,55,1.3843636363635807,2.8859459459458936,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-11.180000000000012,87.5,看多,1.0
5.0,20.0,15.0,0.0,10.0,5.0,15.0,5.0,25.0,147.88131147541162,0.08794643207279895,0.037577442214790535,0.05036898985800842,1.087946432072799,1.0375774422147905,0.02576532877336435,-0.0067412169358754825,1.2127310001633491,0.15225334957369063,73.45000000000091,20.430000000000206,53.02000000000071,0.6721311475409836,62,61,1.212295081967228,2.5546341463414897,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-11.649999999999995,87.5,看多,1.0
20.0,20.0,0.0,0.0,10.0,15.0,10.0,5.0,20.0,147.59515254236206,0.0805889397803945,0.027274195654697575,0.05331474412569692,1.0805889397803945,1.0272741956546976,0.023666812080685107,-0.005562199127996603,1.0051256477773405,0.1278928136419001,69.97999999999783,13.31000000000605,56.66999999999178,0.6949152542372882,60,59,1.1945762711864043,2.519999999999926,15.800000000000015,-5.6999999999990045,1,-0.5000000000000143,-7.429999999999035,85.0,看多,1.0
20.0,10.0,10.0,0.0,10.0,10.0,20.0,0.0,20.0,147.55690909090495,0.09219056429786687,0.04767889536533043,0.04451166893253644,1.0921905642978669,1.0476788953653304,0.02697134437521398,-0.007117386568018524,1.1344795780423864,0.14738124238733252,78.52999999999993,32.30000000000399,46.22999999999594,0.7090909090909091,56,55,1.4369090909090902,2.943846153846154,15.530000000000022,-5.889999999999993,1,-0.5000000000000143,-9.570000000000064,85.0,看多,1.0
0.0,15.0,20.0,0.0,10.0,10.0,20.0,0.0,25.0,147.5421269841236,0.09449555369818885,0.05288991881739302,0.04160563488079583,1.0944955536981888,1.052889918817393,0.027624961164193218,-0.006784686510894922,1.3747487796693212,0.14738124238733252,81.13999999999807,37.94999999999913,43.18999999999894,0.6984126984126984,64,63,1.295873015872985,2.5097727272727286,14.770000000000024,-5.579999999999995,1,-0.5000000000000143,-11.470000000000962,85.0,看多,1.0
15.0,10.0,15.0,0.0,10.0,15.0,5.0,5.0,25.0,147.19303703702502,0.10147149935968414,0.06817454596143291,0.03329695339825123,1.1014714993596841,1.068174545961433,0.029597265230290715,-0.00687821137720801,1.4207826031899022,0.14129110840438489,88.42999999999593,54.39000000000305,34.03999999999288,0.7037037037037037,55,54,1.646851851851777,3.0318421052630806,14.770000000000024,-5.579999999999995,1,-0.5000000000000143,-9.09000000000104,87.5,看多,1.0
15.0,20.0,5.0,0.0,10.0,5.0,15.0,5.0,25.0,147.17523076922714,0.08473733519887827,0.03238161770192782,0.05235571749695045,1.0847373351988783,1.0323816177019278,0.024851246843271557,-0.00674121693587626,1.1232188266488043,0.146163215590743,70.9299999999989,15.640000000001201,55.2899999999977,0.676923076923077,66,65,1.09892307692306,2.3602272727272515,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-11.989999999998982,87.5,看多,1.0
15.0,10.0,15.0,0.0,10.0,5.0,15.0,5.0,25.0,146.82298245613802,0.09159559230947156,0.04664535943010595,0.044950232879365615,1.0915955923094716,1.046645359430106,0.02680247414360082,-0.0071209204820147365,1.159180817047954,0.14859926918392205,77.24999999999896,30.320000000000064,46.9299999999989,0.7192982456140351,58,57,1.3640350877192806,2.747073170731686,15.530000000000022,-5.889999999999993,1,-0.5000000000000143,-12.299999999998978,87.5,看多,1.0
15.0,20.0,5.0,0.0,10.0,15.0,5.0,5.0,25.0,146.6461052631477,0.0903441878405844,0.045770387888729,0.0445737999518554,1.0903441878405844,1.045770387888729,0.026447079574432042,-0.005768900595631399,1.2542014886597752,0.14007308160779536,77.66999999999587,31.070000000001084,46.59999999999478,0.6842105263157895,58,57,1.3714035087718572,2.8192307692306673,15.800000000000015,-5.4700000000009945,1,-0.5000000000000143,-7.919999999999002,87.5,看多,1.0
15.0,15.0,10.0,0.0,10.0,15.0,5.0,5.0,25.0,146.62303703702673,0.0915397591089746,0.04818215227704514,0.04335760683192946,1.0915397591089746,1.0481821522770451,0.026786623770968854,-0.005768900595631399,1.2516844314077729,0.13885505481120586,78.6799999999958,33.510000000001064,45.16999999999474,0.7037037037037037,55,54,1.4662962962962194,2.8271052631577893,14.770000000000024,-5.4700000000009945,1,-0.5000000000000143,-8.169999999999007,87.5,看多,1.0
