日期,信号日期,总分,结论,目标仓位,仓位,止盈止损事件,条件基准仓位,交易标的到期收益率_百分比,比较基准到期收益率_百分比,策略日收益率,基准日收益率,策略票息Carry收益,策略资本利得收益,基准票息Carry收益,基准资本利得收益,票息Carry超额,资本利得超额,策略资本利得_BP,基准资本利得_BP,资本利得超额_BP,策略累计资本利得_BP,基准累计资本利得_BP,累计资本利得超额_BP,策略累计票息Carry,策略累计资本利得,基准累计票息Carry,基准累计资本利得,策略净值,基准净值,超额净值
2022-09-27,2022-09-27,75.0,看多,1.0,1.0,,1.0,2.941,2.7051,0.0013569748754717259,0.0009992651204931212,0.00011728174603174563,0.0012396931294399803,0.00010775396825396786,0.0008915111522391532,9.527777777777776e-06,0.000348181977200827,1.4499999999990214,1.029999999999018,0.4200000000000035,2.6500000000000137,-12.779999999999948,15.429999999999964,0.007075190476190469,0.002193266314688018,0.006411182539682535,-0.011119651629533552,1.0092592944108547,0.995249088372473,1.0140770850253102
2022-09-28,2022-09-28,85.0,看多,1.0,1.0,,1.0,2.9433,2.7401,-8.008038425044961e-05,-0.0029236659461362178,0.0001167063492063492,-0.0001967867334567988,0.00010734523809523809,-0.0030310111842314557,9.36111111111111e-06,0.002834224450774657,-0.22999999999901571,-3.499999999999996,3.27000000000098,2.420000000000998,-16.279999999999944,18.700000000000944,0.007191896825396818,0.001996479581231219,0.006518527777777773,-0.014150662813765008,1.00917847253875,0.9923393125048752,1.0169691554306854
2022-09-29,2022-09-29,70.0,看多,1.0,1.0,,1.0,2.9681,2.7501,-0.002004827318639609,-0.0007557129074618266,0.00011679761904761865,-0.0021216249376872277,0.00010873412698412698,-0.0008644470344459535,8.063492063491672e-06,-0.0012571779032412743,-2.4800000000009885,-1.0000000000000286,-1.4800000000009599,-0.05999999999999073,-17.279999999999973,17.219999999999985,0.007308694444444437,-0.0001251453564560085,0.0066272619047619006,-0.015015109848210962,1.0071552439676215,0.9915893888778334,1.015697883886599
2022-09-30,2022-09-30,70.0,看多,1.0,1.0,,1.0,2.9706,2.7601,-9.582092136614347e-05,-0.0007548722270831579,0.00011778174603174603,-0.0002136026673978895,0.00010913095238095239,-0.0008640031794641103,8.650793650793638e-06,0.0006504005120662208,-0.25000000000000716,-0.999999999999994,0.7499999999999869,-0.3099999999999979,-18.279999999999966,17.96999999999997,0.007426476190476183,-0.00033874802385389796,0.006736392857142853,-0.01587911302767507,1.0070587374241857,0.9908408655874992,1.0163677865941374
2022-10-10,2022-10-10,67.5,中性,0.0,0.0,,0.0,2.9562,2.7402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3099999999999979,-18.279999999999966,17.96999999999997,0.007426476190476183,-0.00033874802385389796,0.006736392857142853,-0.01587911302767507,1.0070587374241857,0.9908408655874992,1.0163677865941374
2022-10-11,2022-10-11,57.5,中性,0.0,0.0,,0.0,2.9598,2.7426,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.3099999999999979,-18.279999999999966,17.96999999999997,0.007426476190476183,-0.00033874802385389796,0.006736392857142853,-0.01587911302767507,1.0070587374241857,0.9908408655874992,1.0163677865941374
2022-10-12,2022-10-12,57.5,中性,0.0,0.0,,0.0,2.962,2.7352,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.3099999999999979,-18.279999999999966,17.96999999999997,0.007426476190476183,-0.00033874802385389796,0.006736392857142853,-0.01587911302767507,1.0070587374241857,0.9908408655874992,1.0163677865941374
2022-10-13,2022-10-13,32.5,中性,0.0,0.0,,0.0,2.9643,2.7252,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.3099999999999979,-18.279999999999966,17.96999999999997,0.007426476190476183,-0.00033874802385389796,0.006736392857142853,-0.01587911302767507,1.0070587374241857,0.9908408655874992,1.0163677865941374
2022-10-14,2022-10-14,47.5,中性,0.0,0.0,,0.0,2.9637,2.6977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3099999999999979,-18.279999999999966,17.96999999999997,0.007426476190476183,-0.00033874802385389796,0.006736392857142853,-0.01587911302767507,1.0070587374241857,0.9908408655874992,1.0163677865941374
2022-10-17,2022-10-17,47.5,中性,0.0,0.0,,0.0,2.9708,2.7002,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.3099999999999979,-18.279999999999966,17.96999999999997,0.007426476190476183,-0.00033874802385389796,0.006736392857142853,-0.01587911302767507,1.0070587374241857,0.9908408655874992,1.0163677865941374
