区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-13,2025-01-01,87.19999999999797,30.60501392757589,42.25999999999098,44.94000000000699,15.77281337047599,0.6417910447761194,67,1.2925373134328053,-1.736818181818277,-13.810000000000977,3.2205882352941178
样本外,2025-01-02,2026-07-17,37.44000000000199,25.430943396227764,24.96999999999708,12.470000000004909,8.470188679248617,0.5757575757575758,33,1.1133333333333932,-1.6453846153846199,-8.039999999999022,4.235294117647059
2026年以来,2026-01-01,2026-07-17,12.470000000000988,24.550312500001947,12.169999999998051,0.30000000000293703,0.5906250000057822,0.5,12,0.9808333333334152,-1.8716666666666706,-7.989999999999005,5.0
全区间,2022-01-13,2026-07-17,132.42999999999995,30.616844036697234,73.97999999998905,58.4500000000109,13.513211009176834,0.62,100,1.3172999999999992,-1.7028571428572044,-13.810000000000977,3.594059405940594
