日期,信号日期,总分,结论,目标仓位,仓位,止盈止损事件,条件基准仓位,交易标的到期收益率_百分比,比较基准到期收益率_百分比,策略日收益率,基准日收益率,策略票息Carry收益,策略资本利得收益,基准票息Carry收益,基准资本利得收益,票息Carry超额,资本利得超额,策略资本利得_BP,基准资本利得_BP,资本利得超额_BP,策略累计资本利得_BP,基准累计资本利得_BP,累计资本利得超额_BP,策略累计票息Carry,策略累计资本利得,基准累计票息Carry,基准累计资本利得,策略净值,基准净值,超额净值
2024-09-30,2024-09-30,37.5,中性,0.0,0.0,,0.0,2.2418,2.1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.039999999999967,20.610000000000976,8.429999999998998,0.0039173531746031,0.0254610210197059,0.0036456865079365,0.0182383178765115,1.0297790619352925,1.0128203363989297,0.9961154930711508
2024-10-08,2024-10-07,40.0,中性,0.0,0.0,,0.0,2.3007,2.1928,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,29.039999999999967,20.610000000000976,8.429999999998998,0.0039173531746031,0.0254610210197059,0.0036456865079365,0.0182383178765115,1.0297790619352925,1.0128203363989297,0.9961154930711508
2024-10-09,2024-10-07,40.0,中性,0.0,0.0,,0.0,2.3022,2.176,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,29.039999999999967,20.610000000000976,8.429999999998998,0.0039173531746031,0.0254610210197059,0.0036456865079365,0.0182383178765115,1.0297790619352925,1.0128203363989297,0.9961154930711508
2024-10-10,2024-10-07,40.0,中性,0.0,0.0,,0.0,2.289,2.1441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.039999999999967,20.610000000000976,8.429999999998998,0.0039173531746031,0.0254610210197059,0.0036456865079365,0.0182383178765115,1.0297790619352925,1.0128203363989297,0.9961154930711508
2024-10-11,2024-10-07,40.0,中性,0.0,0.0,,0.0,2.3076,2.1392,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,29.039999999999967,20.610000000000976,8.429999999998998,0.0039173531746031,0.0254610210197059,0.0036456865079365,0.0182383178765115,1.0297790619352925,1.0128203363989297,0.9961154930711508
2024-10-14,2024-10-14,70.0,看多,1.0,1.0,,1.0,2.286,2.1368,0.0020009511738672,0.0002989092337609,9.157142857142856e-05,0.0019093797452958,8.488888888888889e-05,0.000214020344872,6.68253968253968e-06,0.0016953594004237,2.160000000000009,0.2399999999999971,1.920000000000012,31.19999999999997,20.85000000000097,10.34999999999901,0.0040089246031746,0.0273704007650017,0.0037305753968253,0.0184523382213836,1.0318395995580958,1.01312307774962,0.997810416789198
2024-10-15,2024-10-14,70.0,看多,1.0,1.0,,1.0,2.2755,2.1254,0.0010199268046196,0.0011015175128413,9.071428571428573e-05,0.0009292125189054,8.47936507936508e-05,0.0010167238620476,5.920634920634918e-06,-8.751134314226208e-05,1.0499999999999745,1.14000000000003,-0.0900000000000553,32.24999999999995,21.990000000001004,10.259999999998955,0.0040996388888888,0.0282996132839071,0.003815369047619,0.0194690620834312,1.032892000423753,1.014239050562425,0.9977290943087574
2024-10-16,2024-10-14,70.0,看多,1.0,1.0,,1.0,2.2747,2.1331,0.0001611333965036,-0.0006028016623881,9.029761904761904e-05,7.08357774560716e-05,8.434126984126984e-05,-0.0006871429322294,5.9563492063492165e-06,0.0007579787096855,0.0800000000000106,-0.7700000000000068,0.8500000000000174,32.32999999999996,21.220000000001,11.109999999998973,0.0041899365079365,0.0283704490613632,0.0038997103174603,0.0187819191512018,1.0330584338200028,1.013627665576687,0.9984917542758726
2024-10-17,2024-10-14,70.0,看多,1.0,1.0,,1.0,2.25,2.1084,0.0022774114213574,0.0022879735895856,9.026587301587302e-05,0.0021871455483415,8.46468253968254e-05,0.0022033267641888,5.619047619047623e-06,-1.6181215847230375e-05,2.470000000000007,2.470000000000007,0.0,34.79999999999997,23.690000000001003,11.109999999998973,0.0042802023809523,0.0305575946097048,0.0039843571428571,0.0209852459153906,1.0354111328961142,1.0159468189051997,0.9984812321124216
2024-10-18,2024-10-14,90.0,看多,1.0,1.0,,1.0,2.2649,2.1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,34.79999999999997,23.690000000001003,11.109999999998973,0.0042802023809523,0.0305575946097048,0.0039843571428571,0.0209852459153906,1.0354111328961142,1.0,1.0
