日期,信号日期,总分,结论,仓位,条件基准仓位,交易标的到期收益率_百分比,比较基准到期收益率_百分比,策略日收益率,基准日收益率,策略票息Carry收益,策略资本利得收益,基准票息Carry收益,基准资本利得收益,票息Carry超额,资本利得超额,策略资本利得_BP,基准资本利得_BP,资本利得超额_BP,策略累计资本利得_BP,基准累计资本利得_BP,累计资本利得超额_BP,策略累计票息Carry,策略累计资本利得,基准累计票息Carry,基准累计资本利得,策略净值,基准净值,超额净值
2024-04-26,2024-04-26,55.0,中性,0.0,0.0,2.435,2.3084,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,48.620000000003856,20.380000000005047,28.23999999999883,0.01342581746031746,0.04186464104130129,0.012200996031746028,0.017934423850885645,1.0567578801128736,1.0304875871063068,1.025493070790242
2024-04-29,2024-04-29,67.5,中性,0.0,0.0,2.4939,2.353,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,48.620000000003856,20.380000000005047,28.23999999999883,0.01342581746031746,0.04186464104130129,0.012200996031746028,0.017934423850885645,1.0567578801128736,1.0304875871063068,1.025493070790242
2024-04-30,2024-04-30,40.0,中性,0.0,0.0,2.4351,2.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.620000000003856,20.380000000005047,28.23999999999883,0.01342581746031746,0.04186464104130129,0.012200996031746028,0.017934423850885645,1.0567578801128736,1.0304875871063068,1.025493070790242
2024-05-06,2024-05-06,30.0,中性,0.0,0.0,2.45,2.3081,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,48.620000000003856,20.380000000005047,28.23999999999883,0.01342581746031746,0.04186464104130129,0.012200996031746028,0.017934423850885645,1.0567578801128736,1.0304875871063068,1.025493070790242
2024-05-07,2024-05-07,30.0,中性,0.0,0.0,2.472,2.2896,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,48.620000000003856,20.380000000005047,28.23999999999883,0.01342581746031746,0.04186464104130129,0.012200996031746028,0.017934423850885645,1.0567578801128736,1.0304875871063068,1.025493070790242
2024-05-08,2024-05-08,30.0,中性,0.0,0.0,2.4819,2.2955,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,48.620000000003856,20.380000000005047,28.23999999999883,0.01342581746031746,0.04186464104130129,0.012200996031746028,0.017934423850885645,1.0567578801128736,1.0304875871063068,1.025493070790242
2024-05-09,2024-05-09,40.0,中性,0.0,0.0,2.5005,2.3186,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,48.620000000003856,20.380000000005047,28.23999999999883,0.01342581746031746,0.04186464104130129,0.012200996031746028,0.017934423850885645,1.0567578801128736,1.0304875871063068,1.025493070790242
2024-05-10,2024-05-10,82.5,看多,1.0,1.0,2.503,2.3122,-0.00011956975482576796,0.0006574271045666281,9.922619047619047e-05,-0.00021879594530195844,9.20079365079365e-05,0.0005654191680586916,7.218253968253977e-06,-0.0007842151133606501,-0.25000000000000716,0.640000000000987,-0.8900000000009942,48.37000000000385,21.020000000006036,27.349999999997834,0.013525043650793652,0.041645845095999334,0.012293003968253965,0.018499843018944338,1.0566315238322384,1.0311650575769902,1.0246967893918832
2024-05-13,2024-05-13,85.0,看多,1.0,1.0,2.4759,2.29,0.0024707670879902353,0.0020537034220001423,9.932539682539683e-05,0.0023714416911648386,9.175396825396785e-05,0.0019619494537461745,7.571428571428982e-06,0.00040949223741866417,2.710000000000004,2.2199999999989934,0.4900000000010105,51.08000000000385,23.24000000000503,27.839999999998845,0.013624369047619048,0.04401728678716417,0.012384757936507933,0.02046179247269051,1.059242214225456,1.033282764784383,1.0251232773116952
2024-05-14,2024-05-14,55.0,中性,0.0,0.0,2.4719,2.2938,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,51.08000000000385,23.24000000000503,27.839999999998845,0.013624369047619048,0.04401728678716417,0.012384757936507933,0.02046179247269051,1.059242214225456,1.033282764784383,1.0251232773116952
2024-05-15,2024-05-15,70.0,看多,1.0,1.0,2.4709,2.302,0.00018573912725331846,-0.0006343529624450115,9.809126984126985e-05,8.764785741204861e-05,9.102380952380953e-05,-0.000725376771968821,7.0674603174603154e-06,0.0008130246293808697,0.10000000000003062,-0.8199999999999874,0.920000000000018,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-16,2024-05-16,22.5,看空,0.0,0.0,2.4798,2.3147,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-17,2024-05-17,37.5,中性,0.0,0.0,2.4715,2.3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-20,2024-05-20,32.5,中性,0.0,0.0,2.472,2.3105,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-21,2024-05-21,67.5,中性,0.0,0.0,2.4851,2.3141,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-22,2024-05-22,37.5,中性,0.0,0.0,2.471,2.3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-23,2024-05-23,25.0,看空,0.0,0.0,2.4678,2.3063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-24,2024-05-24,37.5,中性,0.0,0.0,2.4684,2.3134,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-27,2024-05-27,42.5,中性,0.0,0.0,2.453,2.3084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-28,2024-05-28,42.5,中性,0.0,0.0,2.4577,2.2994,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-29,2024-05-29,17.5,看空,0.0,0.0,2.457,2.2776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-30,2024-05-30,2.5,看空,0.0,0.0,2.4603,2.2826,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-05-31,2024-05-31,7.5,看空,0.0,0.0,2.4617,2.2926,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-06-03,2024-06-03,47.5,中性,0.0,0.0,2.45,2.2853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.18000000000388,22.420000000005043,28.759999999998865,0.013722460317460319,0.04410493464457622,0.012475781746031743,0.01973641570072169,1.059438956949876,1.0326272988014986,1.0259645064385727
2024-06-04,2024-06-04,72.5,看多,1.0,1.0,2.4475,2.2854,0.00031659021251828146,8.183654307756795e-05,9.722222222222223e-05,0.00021936799029605923,9.068650793650792e-05,-8.849964858939974e-06,6.535714285714307e-06,0.00022821795515499922,0.2500000000010133,-0.010000000000010001,0.2600000000010233,51.430000000004895,22.410000000005034,29.01999999999989,0.013819682539682542,0.044324302634872276,0.012566468253968252,0.019727565735862748,1.059774364954407,1.03271180544992,1.0262053356625438
2024-06-05,2024-06-05,77.5,看多,1.0,1.0,2.4303,2.2808,0.0016065700201327053,0.0004977867448239933,9.712301587301548e-05,0.0015094470042596897,9.069047619047618e-05,0.0004070962686335172,6.4325396825392944e-06,0.0011023507356261726,1.7199999999999855,0.460000000000009,1.2599999999999765,53.15000000000488,22.870000000005042,30.279999999999866,0.013916805555555557,0.04583374963913196,0.012657158730158729,0.020134662004496266,1.0614769666772477,1.0332258756978963,1.0273426088562378
2024-06-06,2024-06-06,77.5,看多,1.0,1.0,2.426,2.2828,0.00047413827829078953,-8.653274602167846e-05,9.64404761904758e-05,0.0003776978021003137,9.05079365079365e-05,-0.00017704068252961496,5.932539682539296e-06,0.0005547384846299287,0.42999999999900756,-0.20000000000002655,0.6299999999990341,53.580000000003885,22.670000000005015,30.9099999999989,0.014013246031746033,0.046211447441232276,0.012747666666666666,0.01995762132196665,1.0619802535386733,1.0331364678256114,1.027918659936347
2024-06-07,2024-06-07,77.5,看多,1.0,1.0,2.4125,2.2833,0.0012823292449131434,4.6331729769098396e-05,9.626984126984127e-05,0.001186059403643302,9.058730158730159e-05,-4.4255571818203196e-05,5.682539682539683e-06,0.0012303149754615053,1.349999999999997,-0.049999999999980616,1.3999999999999777,54.93000000000388,22.620000000005035,32.30999999999888,0.014109515873015874,0.04739750684487558,0.012838253968253967,0.019913365750148446,1.0633420618753062,1.0331843348252534,1.0291891059838354
2024-06-11,2024-06-11,82.5,看多,1.0,1.0,2.3944,2.2791,0.0016870442140978124,0.0004623442895483627,9.573412698412699e-05,0.0015913100871136853,9.060714285714286e-05,0.00037173714669121985,5.126984126984133e-06,0.0012195729404224655,1.810000000000006,0.4200000000000037,1.3900000000000023,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-12,2024-06-12,65.0,中性,0.0,0.0,2.3936,2.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-13,2024-06-13,20.0,看空,0.0,0.0,2.391,2.2678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-14,2024-06-14,42.5,中性,0.0,0.0,2.3842,2.2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-17,2024-06-17,37.5,中性,0.0,0.0,2.3841,2.2609,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-18,2024-06-18,12.5,看空,0.0,0.0,2.3752,2.2537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-19,2024-06-19,45.0,中性,0.0,0.0,2.3676,2.2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-20,2024-06-20,65.0,中性,0.0,0.0,2.3688,2.2445,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-21,2024-06-21,47.5,中性,0.0,0.0,2.3719,2.2571,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-24,2024-06-24,50.0,中性,0.0,0.0,2.3752,2.2451,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-25,2024-06-25,45.0,中性,0.0,0.0,2.3564,2.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-26,2024-06-26,12.5,看空,0.0,0.0,2.359,2.2225,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-27,2024-06-27,7.5,看空,0.0,0.0,2.335,2.2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-06-28,2024-06-28,37.5,中性,0.0,0.0,2.3402,2.2058,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
2024-07-01,2024-07-01,60.0,中性,0.0,0.0,2.3845,2.2486,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,56.74000000000389,23.04000000000504,33.69999999999888,0.01420525,0.04898881693198926,0.01292886111111111,0.020285102896839664,1.0651359669483997,1.0336620217025108,1.0304489713127405
