training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,120.2200000000004,81.2000000000009,37.56000000000087,-2.640000000000974,1.9399999999990607
2,119.53700000000119,78.9599999999999,34.86000000000085,-2.640000000000974,1.9399999999990607
3,118.17209523809653,85.17000000000293,42.40000000000296,-0.18000000000295535,6.139999999996079
4,117.65009523809607,82.61000000000195,42.360000000001904,-0.18000000000295535,6.139999999996079
5,117.29859523809631,89.49000000000188,36.65000000000292,-4.91000000000196,0.47999999999708187
6,117.20604545454758,85.77000000000193,38.270000000002966,1.7199999999980427,6.809999999998068
7,117.00504545454585,87.64000000000091,37.73000000000085,-0.020000000001962892,6.459999999998065
8,117.00504545454585,87.64000000000091,37.73000000000085,3.7299999999980407,12.08999999999804
9,116.92254545454585,85.6400000000009,39.00000000000088,-2.2900000000029492,4.999999999996083
10,116.83799999999923,70.08999999999992,29.200000000000898,-2.640000000000974,1.9399999999990607
11,116.7160952380965,84.4900000000029,38.32000000000293,-4.91000000000196,0.47999999999708187
12,116.7160952380965,84.4900000000029,38.32000000000293,-4.91000000000196,0.47999999999708187
13,116.40354545454585,84.97000000000088,37.46000000000083,-0.020000000001962892,6.459999999998065
14,116.40354545454585,84.97000000000088,37.46000000000083,-0.020000000001962892,6.459999999998065
15,116.40354545454585,84.97000000000088,37.46000000000083,-0.020000000001962892,6.459999999998065
16,116.40354545454585,84.97000000000088,37.46000000000083,-0.020000000001962892,6.459999999998065
17,116.19699999999946,64.7599999999999,30.90000000000188,1.2799999999989902,2.839999999999023
18,116.01050000000086,80.09000000000194,38.77000000000197,-2.2900000000029492,4.999999999996083
19,115.87809523809756,75.45000000000294,42.08000000000298,-1.7800000000019525,3.3099999999980723
20,115.81100000000063,85.3800000000009,34.94000000000191,-4.91000000000196,0.47999999999708187
