signal_date,总分_raw,总分,仓位,结论,情绪|非银情绪_得分,情绪|非银情绪_乘数,情绪|非银情绪变化_得分,情绪|非银情绪变化_乘数,supply_observed_at,bank_observed_at,valuation_observed_at,sentiment_observed_at,supply_amount_raw,supply_ratio_raw,supply_long_raw,bank_demand_raw,spread_gov_raw,nonbank_sentiment_raw,spread_ncd_raw,spread_change_raw,supply_amount_change_raw,bank_demand_change_raw,nonbank_sentiment_change_raw,spread_ncd_change_raw,spread_change_acceleration_raw
2022-12-13,0.0,0.0,0.0,看空,0.0,0.0,0.0,0.0,2022-12-12,2022-12-12,2022-12-12,2022-12-12,7.158,0.0030946046316175,0.0,-30.14,15.70999999999998,-0.996556,37.73,2.2699999999999942,-160.96550000000002,-4.909999999999997,-0.064188,-3.379999999999981,2.550000000000008
2022-12-14,100.0,100.0,1.0,看多,0.0,0.0,100.0,1.0,2022-12-13,2022-12-13,2022-12-13,2022-12-13,72.158,0.0303432464641316,0.0,-21.68,16.36000000000002,-0.922232,30.38000000000003,4.300000000000017,65.0,8.46,0.0743239999999999,-7.349999999999966,2.0300000000000225
2022-12-15,100.0,100.0,1.0,看多,0.0,0.0,100.0,1.0,2022-12-14,2022-12-14,2022-12-14,2022-12-14,126.0351,0.0883814851401623,0.0,-8.780000000000005,19.340000000000003,-0.560044,38.89,2.5900000000000034,53.8771,12.899999999999997,0.362188,8.50999999999997,-1.7100000000000133
2022-12-16,100.0,100.0,1.0,看多,0.0,0.0,100.0,1.0,2022-12-15,2022-12-15,2022-12-15,2022-12-15,126.0351,0.0883814851401623,0.0,-9.040000000000004,17.810000000000016,-0.3508159999999999,37.1,4.410000000000027,0.0,-0.2599999999999998,0.209228,-1.7899999999999991,1.8200000000000236
2022-12-19,100.0,100.0,1.0,看多,0.0,0.0,100.0,1.0,2022-12-18,2022-12-16,2022-12-16,2022-12-16,126.0351,0.0566186490051302,0.0,11.099999999999994,17.43999999999999,-0.2329109999999999,33.999999999999986,2.8599999999999977,0.0,20.14,0.117905,-3.100000000000016,-1.5500000000000291
2022-12-20,100.0,100.0,1.0,看多,0.0,0.0,100.0,1.0,2022-12-19,2022-12-19,2022-12-19,2022-12-19,126.1071,0.0566491612196016,2.469999999999545,19.919999999999995,18.930000000000025,-0.0006939999999999,36.25000000000003,3.220000000000045,0.0720000000000027,8.82,0.232217,2.250000000000042,0.3600000000000474
2022-12-21,0.0,0.0,0.0,看空,0.0,0.0,0.0,0.0,2022-12-20,2022-12-20,2022-12-20,2022-12-20,61.1071,0.0282758314014145,2.469999999999545,14.259999999999996,18.44999999999999,-0.0361659999999999,34.77000000000001,2.089999999999968,-65.0,-5.659999999999998,-0.035472,-1.4800000000000182,-1.1300000000000772
2022-12-22,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-12-21,2022-12-21,2022-12-21,2022-12-21,7.23,0.0047968790430126,2.469999999999545,15.259999999999996,20.69000000000001,0.002828,37.25000000000001,1.350000000000005,-53.8771,1.0,0.0389939999999999,2.479999999999997,-0.7399999999999629
2022-12-23,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-12-22,2022-12-22,2022-12-22,2022-12-22,7.23,0.0047968790430126,2.469999999999545,15.219999999999995,21.450000000000014,0.074454,39.48,3.639999999999997,0.0,-0.0400000000000009,0.071626,2.2299999999999898,2.289999999999992
2022-12-26,0.0,0.0,0.0,看空,0.0,1.0,0.0,0.0,2022-12-25,2022-12-23,2022-12-23,2022-12-23,7.23,1.0,2.469999999999545,15.979999999999997,23.99,0.009038,46.99999999999997,6.550000000000011,0.0,0.7600000000000016,-0.065416,7.519999999999975,2.9100000000000144
2022-12-31,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2022-12-30,2022-12-30,2022-12-30,2022-12-30,212.6,1.0,84.99999999999955,-8.830000000000005,22.929999999999986,0.1483240000000001,64.46000000000001,-1.0600000000000165,205.37,-24.81,0.1392860000000001,17.460000000000036,-7.610000000000028
2023-01-03,100.0,100.0,1.0,看多,0.0,1.0,100.0,1.0,2023-01-02,2022-12-30,2022-12-31,2022-12-30,226.6,1.0,84.99999999999955,-8.830000000000005,22.909999999999982,0.1483240000000001,64.44000000000001,0.0299999999999762,14.0,-24.81,0.1392860000000001,-0.019999999999996,1.0899999999999928
