日期,信号日期,总分,结论,仓位,交易标的到期收益率_百分比,比较基准到期收益率_百分比,策略日收益率,基准日收益率,策略票息Carry收益,策略资本利得收益,基准票息Carry收益,基准资本利得收益,票息Carry超额,资本利得超额,策略资本利得_BP,基准资本利得_BP,资本利得超额_BP,策略累计资本利得_BP,基准累计资本利得_BP,累计资本利得超额_BP,策略累计票息Carry,策略累计资本利得,基准累计票息Carry,基准累计资本利得,策略净值,基准净值,超额净值
2026-01-05,2026-01-05,65.0,中性,0.0,2.0609,1.8584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2026-01-06,2026-01-05,65.0,中性,0.0,2.0766,1.8829,-0.0,-0.0021433813224859327,0.0,-0.0,7.374603174603174e-05,-0.0022171273542319642,-7.374603174603174e-05,0.0022171273542319642,-0.0,-2.449999999999987,2.449999999999987,-0.0,-2.449999999999987,2.449999999999987,0.0,0.0,7.374603174603174e-05,-0.0022171273542319642,1.0,0.9978566186775141,1.0021479852740032
2026-01-07,2026-01-05,65.0,中性,0.0,2.0872,1.9019,-0.0,-0.0016424768928998577,0.0,-0.0,7.471825396825396e-05,-0.0017171951468681118,-7.471825396825396e-05,0.0017171951468681118,-0.0,-1.8999999999990205,1.8999999999990205,-0.0,-4.3499999999990075,4.3499999999990075,0.0,0.0,0.0001484642857142857,-0.003934322501100076,1.0,0.9962176622389091,1.0037966981558935
2026-01-08,2026-01-05,65.0,中性,0.0,2.087,1.8905,0.0,0.0011047628345429814,0.0,0.0,7.547222222222182e-05,0.0010292906123207596,-7.547222222222182e-05,-0.0010292906123207596,0.0,1.139999999998989,-1.139999999998989,0.0,-3.2100000000000186,3.2100000000000186,0.0,0.0,0.00022393650793650752,-0.0029050318887793164,1.0,0.997318246487266,1.0026889646531383
2026-01-09,2026-01-05,65.0,中性,0.0,2.0749,1.8782,0.0,0.00118623455134573,0.0,0.0,7.501984126984127e-05,0.0011112147100758886,-7.501984126984127e-05,-0.0011112147100758886,0.0,1.2300000000000157,-1.2300000000000157,0.0,-1.9800000000000029,1.9800000000000029,0.0,0.0,0.0002989563492063488,-0.0017938171787034278,1.0,0.9985012998499367,1.0015009496234892
2026-01-12,2026-01-12,47.5,中性,0.0,2.0703,1.8585,0.0,0.0018554311674714107,0.0,0.0,7.453174603174603e-05,0.0017808994214396647,-7.453174603174603e-05,-0.0017808994214396647,0.0,1.9699999999999926,-1.9699999999999926,0.0,-0.010000000000010223,0.010000000000010223,0.0,0.0,0.0003734880952380948,-1.2917757263763074e-05,1.0,1.000353950282439,0.999646174954036
2026-01-13,2026-01-12,47.5,中性,0.0,2.0587,1.8519,0.0,0.0006710138247348785,0.0,0.0,7.375e-05,0.0005972638247348785,-7.375e-05,-0.0005972638247348785,0.0,0.6600000000000008,-0.6600000000000008,0.0,0.6499999999999906,-0.6499999999999906,0.0,0.0,0.00044723809523809484,0.0005843460674711154,1.0,1.0010252016127066,0.9989758483492175
2026-01-14,2026-01-12,47.5,中性,0.0,2.0781,1.8494,-0.0,0.0002998028121474781,0.0,-0.0,7.348809523809524e-05,0.0002263147169093829,-7.348809523809524e-05,-0.0002263147169093829,-0.0,0.25000000000000716,-0.25000000000000716,0.0,0.8999999999999977,-0.8999999999999977,0.0,0.0,0.00052072619047619,0.0008106607843804983,1.0,1.0013253117831806,0.9986764423433774
2026-01-15,2026-01-12,47.5,中性,0.0,2.0559,1.8544,0.0,-0.00037929997470258767,0.0,0.0,7.338888888888888e-05,-0.00045268886359147657,-7.338888888888888e-05,0.00045268886359147657,0.0,-0.5000000000000143,0.5000000000000143,0.0,0.39999999999998337,-0.39999999999998337,0.0,0.0,0.000594115079365079,0.00035797192078902175,1.0,1.0009455091177522,0.9990553840252647
2026-01-16,2026-01-12,47.5,中性,0.0,2.0557,1.8424,0.0,0.001159755338912453,0.0,0.0,7.35873015873016e-05,0.0010861680373251514,-7.35873015873016e-05,-0.0010861680373251514,0.0,1.2000000000000206,-1.2000000000000206,0.0,1.600000000000004,-1.600000000000004,0.0,0.0,0.0006677023809523806,0.0014441399581141732,1.0,1.002106361015912,0.9978980664150494
2026-01-19,2026-01-19,37.5,中性,0.0,2.0284,1.8393,0.0,0.00035388141458936654,0.0,0.0,7.311111111111111e-05,0.0002807703034782554,-7.311111111111111e-05,-0.0002807703034782554,0.0,0.3099999999999978,-0.3099999999999978,0.0,1.910000000000002,-1.910000000000002,0.0,0.0,0.0007408134920634917,0.0017249102615924286,1.0,1.0024609878325172,0.9975450537603081
2026-01-20,2026-01-19,37.5,中性,0.0,2.019,1.8326,0.0,0.0006799130585125406,0.0,0.0,7.298809523809524e-05,0.0006069249632744453,-7.298809523809524e-05,-0.0006069249632744453,0.0,0.6700000000000108,-0.6700000000000108,0.0,2.5800000000000125,-2.5800000000000125,0.0,0.0,0.000813801587301587,0.002331835224866874,1.0,1.0031425741487938,0.9968672706853655
2026-01-21,2026-01-19,37.5,中性,0.0,2.0184,1.8312,0.0,0.00019958701071434568,0.0,0.0,7.272222222222222e-05,0.00012686478849212345,-7.272222222222222e-05,-0.00012686478849212345,0.0,0.14000000000000123,-0.14000000000000123,0.0,2.720000000000014,-2.720000000000014,0.0,0.0,0.0008865238095238092,0.0024587000133589974,1.0,1.0033427883764885,0.996668348628989
2026-01-22,2026-01-19,37.5,中性,0.0,1.974,1.8425,0.0,-0.0009513887355232572,0.0,0.0,7.266666666666667e-05,-0.0010240554021899238,-7.266666666666667e-05,0.0010240554021899238,0.0,-1.1300000000000199,1.1300000000000199,0.0,1.589999999999994,-1.589999999999994,0.0,0.0,0.0009591904761904758,0.0014346446111690736,1.0,1.0023882193497586,0.9976174706529294
2026-01-23,2026-01-19,37.5,中性,0.0,1.9788,1.8298,-0.0,0.001223361571068345,0.0,-0.0,7.311507936507936e-05,0.0011502464917032657,-7.311507936507936e-05,-0.0011502464917032657,-0.0,1.2700000000000211,-1.2700000000000211,0.0,2.8600000000000154,-2.8600000000000154,0.0,0.0,0.0010323055555555552,0.0025848911028723393,1.0,1.0036145025766028,0.9963985150002086
2026-01-26,2026-01-26,57.5,中性,0.0,2.0,1.8242,-0.0,0.0005801449261942386,0.0,-0.0,7.26111111111111e-05,0.0005075338150831275,-7.26111111111111e-05,-0.0005075338150831275,-0.0,0.5599999999999703,-0.5599999999999703,0.0,3.4199999999999857,-3.4199999999999857,0.0,0.0,0.0011049166666666664,0.0030924249179554667,1.0,1.0041967444381275,0.9958207946188118
2026-01-27,2026-01-26,57.5,中性,0.0,2.0016,1.8311,-0.0,-0.0005531493223270188,0.0,-0.0,7.23888888888889e-05,-0.0006255382112159076,-7.23888888888889e-05,0.0006255382112159076,-0.0,-0.6899999999999962,0.6899999999999962,0.0,2.7299999999999898,-2.7299999999999898,0.0,0.0,0.0011773055555555554,0.002466886706739559,1.0,1.0036412736894587,0.9963719370805935
2026-01-28,2026-01-26,57.5,中性,0.0,2.005,1.8164,-0.0,0.0014048479644849386,0.0,-0.0,7.266269841269842e-05,0.0013321852660722402,-7.266269841269842e-05,-0.0013321852660722402,-0.0,1.470000000000013,-1.470000000000013,0.0,4.200000000000003,-4.200000000000003,0.0,0.0,0.0012499682539682537,0.003799071972811799,1.0,1.0050512370898745,0.9949741496717118
2026-01-29,2026-01-26,57.5,中性,0.0,2.0042,1.8174,0.0,-1.8615518168726917e-05,0.0,0.0,7.207936507936508e-05,-9.0694883248092e-05,-7.207936507936508e-05,9.0694883248092e-05,0.0,-0.09999999999999593,0.09999999999999593,0.0,4.100000000000007,-4.100000000000007,0.0,0.0,0.0013220476190476187,0.0037083770895637073,1.0,1.00503252754031,0.9949926719758747
2026-01-30,2026-01-26,57.5,中性,0.0,1.9936,1.8112,0.0,0.0006343977694124713,0.0,0.0,7.211904761904761e-05,0.0005622787217934237,-7.211904761904761e-05,-0.0005622787217934237,0.0,0.6199999999999956,-0.6199999999999956,0.0,4.720000000000002,-4.720000000000002,0.0,0.0,0.0013941666666666664,0.004270655811357131,1.0,1.0056701179339687,0.9943618510355888
2026-02-02,2026-02-02,50.0,中性,0.0,1.9937,1.82,0.0,-0.0007264601392559297,0.0,-0.0,7.187301587301587e-05,-0.0007983331551289455,-7.187301587301587e-05,0.0007983331551289455,-0.0,-0.8800000000000128,0.8800000000000128,0.0,3.8399999999999896,-3.8399999999999896,0.0,0.0,0.0014660396825396823,0.0034723226562281854,1.0,1.0049395386800488,0.9950847404346965
2026-02-03,2026-02-02,50.0,中性,0.0,1.99,1.8172,0.0,0.00032611985051291296,0.0,0.0,7.222222222222223e-05,0.00025389762829069074,-7.222222222222223e-05,-0.00025389762829069074,0.0,0.28000000000000247,-0.28000000000000247,0.0,4.119999999999992,-4.119999999999992,0.0,0.0,0.0015382619047619045,0.003726220284518876,1.0,1.0052672694121776,0.9947603293447944
2026-02-04,2026-02-02,50.0,中性,0.0,2.002,1.8193,-0.0,-0.00011834013537376388,0.0,-0.0,7.211111111111112e-05,-0.000190451246484875,-7.211111111111112e-05,0.000190451246484875,-0.0,-0.21000000000000185,0.21000000000000185,0.0,3.9099999999999904,-3.9099999999999904,0.0,0.0,0.0016103730158730156,0.003535769038034001,1.0,1.0051483059474284,0.9948780633494917
2026-02-05,2026-02-02,50.0,中性,0.0,1.9996,1.8169,0.0,0.00028982898954688123,0.0,0.0,7.219444444444444e-05,0.0002176345451024368,-7.219444444444444e-05,-0.0002176345451024368,0.0,0.23999999999999716,-0.23999999999999716,0.0,4.149999999999988,-4.149999999999988,0.0,0.0,0.00168256746031746,0.0037534035831364378,1.0,1.0054396270652861,0.9945898023920506
2026-02-06,2026-02-02,50.0,中性,0.0,1.9927,1.8102,0.0,0.0006797389549222344,0.0,0.0,7.209920634920636e-05,0.0006076397485730281,-7.209920634920636e-05,-0.0006076397485730281,0.0,0.6700000000000108,-0.6700000000000108,0.0,4.8199999999999985,-4.8199999999999985,0.0,0.0,0.0017546666666666663,0.004361043331709466,1.0,1.006123063546625,0.9939142001923295
2026-02-09,2026-02-09,45.0,中性,0.0,2.0023,1.8114,-0.0,-3.7036001673865286e-05,0.0,-0.0,7.183333333333334e-05,-0.00010886933500719862,-7.183333333333334e-05,0.00010886933500719862,-0.0,-0.11999999999900979,0.11999999999900979,0.0,4.700000000000989,-4.700000000000989,0.0,0.0,0.0018264999999999996,0.004252173996702267,1.0,1.0060858007711593,0.9939510121636798
2026-02-10,2026-02-09,45.0,中性,0.0,1.995,1.8094,0.0,0.0002533183982588152,0.0,0.0,7.188095238095198e-05,0.0001814374458778632,-7.188095238095198e-05,-0.0001814374458778632,0.0,0.1999999999990204,-0.1999999999990204,0.0,4.900000000000009,-4.900000000000009,0.0,0.0,0.0018983809523809515,0.00443361144258013,1.0,1.0063406608147214,0.9936992898512239
2026-02-11,2026-02-09,45.0,中性,0.0,1.988,1.7994,0.0,0.0009790842013309656,0.0,0.0,7.18015873015873e-05,0.0009072826140293783,-7.18015873015873e-05,-0.0009072826140293783,0.0,0.999999999999994,-0.999999999999994,0.0,5.900000000000003,-5.900000000000003,0.0,0.0,0.0019701825396825387,0.005340894056609508,1.0,1.0073259530568819,0.9927273262099023
2026-02-12,2026-02-09,45.0,中性,0.0,1.9775,1.7893,0.0,0.0009882421185695787,0.0,0.0,7.14047619047619e-05,0.0009168373566648168,-7.14047619047619e-05,-0.0009168373566648168,0.0,1.010000000000004,-1.010000000000004,0.0,6.910000000000007,-6.910000000000007,0.0,0.0,0.002041587301587301,0.006257731413274325,1.0,1.008321434990821,0.9917472398165406
2026-02-13,2026-02-09,45.0,中性,0.0,1.9787,1.7928,-0.0,-0.0002468807496571906,0.0,-0.0,7.100396825396825e-05,-0.00031788471791115885,-7.100396825396825e-05,0.00031788471791115885,-0.0,-0.3500000000000031,0.3500000000000031,0.0,6.560000000000004,-6.560000000000004,0.0,0.0,0.002112591269841269,0.005939846695363167,1.0,1.0080724998390551,0.9919921435806016
2026-02-24,2026-02-09,45.0,中性,0.0,1.9708,1.8023,0.0,-0.0007915282764698792,0.0,0.0,7.114285714285714e-05,-0.0008626711336127364,-7.114285714285714e-05,0.0008626711336127364,0.0,-0.9500000000000133,0.9500000000000133,0.0,5.6099999999999905,-5.6099999999999905,0.0,0.0,0.0021837341269841264,0.005077175561750431,1.0,1.0072745819507007,0.9927779554045604
2026-02-25,2026-02-09,45.0,中性,0.0,1.9769,1.8158,-0.0,-0.0011537689797877328,0.0,-0.0,7.151984126984127e-05,-0.001225288821057574,-7.151984126984127e-05,0.001225288821057574,-0.0,-1.349999999999997,1.349999999999997,0.0,4.259999999999994,-4.259999999999994,0.0,0.0,0.002255253968253968,0.0038518867406928566,1.0,1.0061124197839173,0.9939247149088667
2026-02-26,2026-02-09,45.0,中性,0.0,1.9965,1.8288,-0.0,-0.001107015110247385,0.0,-0.0,7.205555555555555e-05,-0.0011790706658029405,-7.205555555555555e-05,0.0011790706658029405,-0.0,-1.2999999999999816,1.2999999999999816,0.0,2.960000000000012,-2.960000000000012,0.0,0.0,0.0023273095238095236,0.002672816074889916,1.0,1.004998638132609,0.9950262239738981
