training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
2,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
3,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
4,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
5,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
6,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
7,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
8,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
9,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
10,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
11,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
12,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
13,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
14,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
15,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
16,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
17,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
18,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
19,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
20,152.16166666666876,79.25000000000193,49.76999999999978,23.649999999999956,23.899999999997913
