日期,信号日期,总分,结论,仓位,条件基准仓位,交易标的到期收益率_百分比,比较基准到期收益率_百分比,策略日收益率,基准日收益率,策略票息Carry收益,策略资本利得收益,基准票息Carry收益,基准资本利得收益,票息Carry超额,资本利得超额,策略资本利得_BP,基准资本利得_BP,资本利得超额_BP,策略累计资本利得_BP,基准累计资本利得_BP,累计资本利得超额_BP,策略累计票息Carry,策略累计资本利得,基准累计票息Carry,基准累计资本利得,策略净值,基准净值,超额净值
2024-07-17,2024-07-15,50.0,中性,0.0,0.0,2.3454,2.2598,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,67.80999999999999,37.46999999999806,30.340000000001936,0.012880253968253964,0.0582389087388228,0.012247420634920635,0.03264866975745634,1.07359976700701,1.045830034592576,1.0265528159413135
2024-07-18,2024-07-15,50.0,中性,0.0,0.0,2.346,2.2673,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,67.80999999999999,37.46999999999806,30.340000000001936,0.012880253968253964,0.0582389087388228,0.012247420634920635,0.03264866975745634,1.07359976700701,1.045830034592576,1.0265528159413135
2024-07-19,2024-07-15,50.0,中性,0.0,0.0,2.3358,2.2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.80999999999999,37.46999999999806,30.340000000001936,0.012880253968253964,0.0582389087388228,0.012247420634920635,0.03264866975745634,1.07359976700701,1.045830034592576,1.0265528159413135
2024-07-22,2024-07-22,70.0,看多,1.0,1.0,2.346,2.2461,-0.0008076423166060911,0.0014454654600950677,9.269047619047619e-05,-0.0009003327927965672,8.973809523809523e-05,0.0013557273648569725,2.9523809523809635e-06,-0.00225606015765354,-1.020000000000014,1.5300000000000036,-2.5500000000000176,66.78999999999998,38.99999999999806,27.790000000001918,0.01297294444444444,0.05733857594602623,0.012337158730158731,0.03400439712231331,1.0727326824040768,1.0473417457847096,1.024243220249321
2024-07-23,2024-07-22,70.0,看多,1.0,1.0,2.336,2.2322,0.0009753074928023043,0.0013217849744122552,9.309523809523811e-05,0.0008822122547070662,8.913095238095238e-05,0.001232654022031303,3.964285714285731e-06,-0.00035044176732423676,1.0000000000000286,1.3899999999999677,-0.38999999999993906,67.79,40.389999999998025,27.400000000001977,0.013066039682539677,0.0582207882007333,0.012426289682539683,0.03523705114434461,1.0737789266269995,1.0487261063673625,1.023888811489986
2024-07-24,2024-07-22,70.0,看多,1.0,1.0,2.3233,2.2381,0.0012136893751174417,-0.0004350118809624284,9.269841269841269e-05,0.001120990962419029,8.857936507936509e-05,-0.0005235912460417935,4.1190476190476e-06,0.0016445822084608223,1.2699999999999865,-0.5900000000000003,1.8599999999999868,69.05999999999999,39.79999999999802,29.260000000001963,0.01315873809523809,0.05934177916315233,0.012514869047619047,0.034713459898302816,1.0750821607014716,1.0482698980512173,1.025577632916961
2024-07-25,2024-07-22,70.0,看多,1.0,1.0,2.3028,2.2168,0.0019028609524245643,0.0019784866245068735,9.219444444444444e-05,0.0018106665079801198,8.881349206349208e-05,0.0018896731324433813,3.3809523809523657e-06,-7.900662446326144e-05,2.0500000000000034,2.1300000000000137,-0.08000000000001029,71.10999999999999,41.92999999999804,29.180000000001954,0.013250932539682535,0.06115244567113245,0.01260368253968254,0.0366031330307462,1.0771278925657186,1.050343886023385,1.0255002260676152
2024-07-26,2024-07-22,70.0,看多,1.0,1.0,2.296,2.1944,0.0006926318188938739,0.0020774335170150827,9.138095238095238e-05,0.0006012508665129215,8.796825396825397e-05,0.001989465263046829,3.4126984126984025e-06,-0.0013882143965339073,0.6800000000009923,2.2400000000009914,-1.5599999999999992,71.79000000000097,44.16999999999903,27.620000000001955,0.013342313492063487,0.06175369653764537,0.012691650793650793,0.03859259829379303,1.0778739456171276,1.0525259056166016,1.024083055690374
2024-07-29,2024-07-29,57.5,中性,0.0,0.0,2.2871,2.1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.79000000000097,44.16999999999903,27.620000000001955,0.013342313492063487,0.06175369653764537,0.012691650793650793,0.03859259829379303,1.0778739456171276,1.0525259056166016,1.024083055690374
2024-07-30,2024-07-29,57.5,中性,0.0,0.0,2.2745,2.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.79000000000097,44.16999999999903,27.620000000001955,0.013342313492063487,0.06175369653764537,0.012691650793650793,0.03859259829379303,1.0778739456171276,1.0525259056166016,1.024083055690374
