信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给_发行量_得分,供给_发行量_定性,供给_发行占比_得分,供给_发行占比_定性,供给_10Y以上发行_得分,供给_10Y以上发行_定性,供给_发飞惩罚_得分,供给_发飞惩罚_定性,银行需求_得分,银行需求_定性,利差_地方债国债_得分,利差_地方债国债_定性,利差_周度变化_得分,利差_周度变化_定性,利差_地方债NCD_得分,利差_地方债NCD_定性,非银情绪_得分,非银情绪_定性
2022-01-17,2022-01-24,0.0,中性,0.0,0.0070126317541745475,-0.0070126317541745475,0.0,0.0,0.0,7.600000000000003,-7.600000000000003,否,低仓少吃,是,否,低仓少吃,5.0,中性,5.0,中性,10.0,中性,0.0,中性,0.0,利空,0.0,利空,10.0,中性,0.0,利空,25.0,利多
2022-01-24,2022-02-14,0.0,中性,0.0,-0.005783418324990297,0.005783418324990297,0.0,0.0,0.0,-7.91,7.91,否,有效防守,否,否,有效防守,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,利空,20.0,利多,0.0,中性,25.0,利多
2022-02-14,2022-02-21,1.0,看多,-0.0013263015373861098,-0.00017404841880164224,-0.0011522531185844676,0.0006120436507936504,-0.0019379203525157814,-2.2799999999999905,-0.8400000000000074,-1.439999999999983,否,该空没空,否,是,该空没空,10.0,利多,10.0,利多,10.0,中性,0.0,中性,10.0,利多,2.5,中性,10.0,中性,0.0,利多,25.0,利多
2022-02-21,2022-02-28,0.0,中性,0.0,0.0024866563633689776,-0.0024866563633689776,0.0,0.0,0.0,2.2499999999999956,-2.2499999999999956,否,低仓少吃,是,否,低仓少吃,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,0.0,利空,20.0,利多,0.0,中性,25.0,利多
2022-02-28,2022-03-07,-1.0,看空,0.0006457306321381306,-0.0026818362863498812,0.003327566918488012,-0.0006237182539682541,0.001271314524148609,1.500000000000043,-3.7500000000000036,5.250000000000046,是,有效防守,否,否,有效防守,5.0,中性,5.0,中性,10.0,中性,0.0,中性,0.0,利空,5.0,利多,0.0,利空,0.0,中性,0.0,利空
2022-03-07,2022-03-14,0.0,中性,0.0,0.002461578229761896,-0.002461578229761896,0.0,0.0,0.0,2.2300000000000098,-2.2300000000000098,否,低仓少吃,是,否,低仓少吃,5.0,中性,5.0,中性,10.0,中性,0.0,中性,10.0,利多,2.5,中性,20.0,利多,0.0,中性,0.0,利空
2022-03-14,2022-03-21,-1.0,看空,-0.0018625533232675684,0.000317041897432091,-0.0021795952206996594,-0.0006257817460317461,-0.001229526722915911,-1.4600000000010438,-0.2500000000000069,-1.210000000001037,否,其他,是,是,做空做反,5.0,中性,5.0,中性,10.0,中性,0.0,中性,0.0,利空,5.0,利多,0.0,利空,0.0,利空,0.0,利空
2022-03-21,2022-03-28,-1.0,看空,-0.0022503513867430103,0.0001622364260596143,-0.0024125878128026246,-0.0006270674603174595,-0.0016247379791951631,-1.9199999999990056,-0.4499999999999993,-1.4699999999990063,否,其他,是,是,做空做反,5.0,中性,5.0,中性,0.0,利空,0.0,中性,0.0,利空,5.0,利多,10.0,中性,0.0,中性,0.0,利空
2022-03-28,2022-04-04,0.0,中性,0.0,0.0025260347824360707,-0.0025260347824360707,0.0,0.0,0.0,2.29,-2.29,否,低仓少吃,是,否,低仓少吃,5.0,中性,0.0,利空,10.0,中性,0.0,中性,5.0,中性,2.5,中性,10.0,中性,0.0,利空,0.0,利空
2022-04-04,2022-04-11,0.0,中性,0.0,0.0021733070047331715,-0.0021733070047331715,0.0,0.0,0.0,2.1400000000009953,-2.1400000000009953,否,低仓少吃,是,否,低仓少吃,10.0,利多,10.0,利多,20.0,利多,0.0,中性,10.0,利多,2.5,中性,10.0,中性,0.0,中性,0.0,利空
2022-04-11,2022-04-18,1.0,看多,0.0012560089962778687,0.0001230747570133417,0.001132934239264527,0.0006159126984126985,0.0006481736023328387,0.7700000000000071,-0.49000000000097554,1.2600000000009826,是,其他,是,否,有效进攻,10.0,利多,10.0,利多,20.0,利多,0.0,中性,5.0,中性,2.5,中性,10.0,中性,0.0,利多,25.0,利多
2022-04-18,2022-04-25,0.0,中性,0.0,-0.006601410332734758,0.006601410332734758,0.0,0.0,0.0,-8.31000000000002,8.31000000000002,否,有效防守,否,否,有效防守,5.0,中性,10.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,20.0,利多,0.0,利多,0.0,利空
2022-04-25,2022-05-02,0.0,中性,0.0,0.0007539258693942674,-0.0007539258693942674,0.0,0.0,0.0,0.22999999999998733,-0.22999999999998733,否,低仓少吃,是,否,低仓少吃,5.0,中性,5.0,中性,10.0,中性,0.0,中性,5.0,中性,0.0,利空,20.0,利多,0.0,利多,0.0,利空
2022-05-02,2022-05-09,1.0,看多,0.004993285124373248,0.0011970067571169807,0.003796278367256267,0.00024751984126984125,0.0047395496360628855,5.58999999999997,1.1300000000000199,4.459999999999949,是,有效进攻,是,否,有效进攻,10.0,利多,10.0,利多,20.0,利多,0.0,中性,0.0,利空,0.0,利空,10.0,中性,0.0,利多,25.0,利多
2022-05-09,2022-05-16,-1.0,看空,0.0005863138452990579,0.001700143808649912,-0.0011138299633508542,-0.0006101388888888885,0.0012209866782170943,1.4199999999999968,1.3300000000000116,0.0899999999999852,是,其他,是,否,其他,0.0,利空,5.0,中性,0.0,利空,0.0,中性,5.0,中性,0.0,利空,10.0,中性,0.0,利多,0.0,利空
2022-05-16,2022-05-23,0.0,中性,0.0,0.0026174281298421143,-0.0026174281298421143,0.0,0.0,0.0,2.399999999999972,-2.399999999999972,否,低仓少吃,是,否,低仓少吃,0.0,利空,5.0,中性,10.0,中性,0.0,中性,0.0,利空,0.0,利空,20.0,利多,0.0,利多,25.0,利多
2022-05-23,2022-05-30,-1.0,看空,-0.001846234267809943,0.008568410524212755,-0.010414644792022698,-0.00060379365079365,-0.001240791462375071,-1.4599999999989972,9.259999999999998,-10.719999999998995,否,做空做反,是,是,做空做反,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,0.0,利空,0.0,利空,0.0,利多,25.0,利多
2022-05-30,2022-06-06,0.0,中性,0.0,-0.004984245158317302,0.004984245158317302,0.0,0.0,0.0,-6.269999999999991,6.269999999999991,否,有效防守,否,否,有效防守,5.0,中性,0.0,利空,10.0,中性,0.0,中性,0.0,利空,2.5,中性,0.0,利空,0.0,利多,25.0,利多
2022-06-06,2022-06-13,0.0,中性,0.0,0.0011915730480227538,-0.0011915730480227538,0.0,0.0,0.0,0.7500000000000216,-0.7500000000000216,否,低仓少吃,是,否,低仓少吃,0.0,利空,5.0,中性,10.0,中性,0.0,中性,10.0,利多,2.5,中性,10.0,中性,0.0,利多,0.0,利空
2022-06-13,2022-06-20,-1.0,看空,-0.000247188694428746,-0.0014033872842378337,0.0011561985898090876,-0.0006121587301587302,0.0003656252918385277,0.4299999999990074,-2.2600000000000047,2.689999999999012,是,有效防守,否,是,有效防守,0.0,利空,0.0,利空,0.0,利空,0.0,中性,0.0,利空,2.5,中性,0.0,利空,0.0,中性,0.0,利空
2022-06-20,2022-06-27,-1.0,看空,-0.00043484791805248335,-0.0013989730223451513,0.000964125104292668,-0.0006131349206349203,0.00017851045815472878,0.2100000000000019,-2.260000000000005,2.470000000000007,是,有效防守,否,是,有效防守,0.0,利空,5.0,中性,0.0,利空,0.0,中性,5.0,中性,2.5,中性,10.0,中性,0.0,利多,0.0,利空
2022-06-27,2022-07-04,-1.0,看空,0.0023116628059256517,-0.0018326282513699832,0.004144291057295635,-0.000616742063492063,0.0029292956072434137,3.4500000000009865,-2.7699999999999942,6.220000000000981,是,有效防守,否,否,有效防守,0.0,利空,0.0,利空,0.0,利空,0.0,中性,5.0,中性,2.5,中性,10.0,中性,0.0,利多,0.0,利空
2022-07-04,2022-07-11,0.0,中性,0.0,-0.0005501213749095069,0.0005501213749095069,0.0,0.0,0.0,-1.2900000000000063,1.2900000000000063,否,有效防守,否,否,有效防守,5.0,中性,5.0,中性,10.0,中性,0.0,中性,0.0,利空,0.0,利空,20.0,利多,0.0,利多,25.0,利多
2022-07-11,2022-07-18,1.0,看多,0.0050598887444748275,0.005105852485374429,-4.5963740899601646e-05,0.0006150079365079365,0.004436010503912853,5.229999999999958,5.269999999999997,-0.040000000000039115,是,有效进攻,是,否,有效进攻,5.0,中性,10.0,利多,20.0,利多,0.0,中性,10.0,利多,0.0,利空,20.0,利多,0.0,利多,25.0,利多
2022-07-18,2022-07-25,1.0,看多,0.0038561560914573967,0.0004341595109980112,0.0034219965804593855,0.0006069285714285711,0.003246464318543598,3.8200000000000034,-0.129999999999991,3.9499999999999944,是,其他,是,否,有效进攻,5.0,中性,10.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利空,10.0,中性,0.0,利多,25.0,利多
2022-07-25,2022-08-01,0.0,中性,0.0,0.003224401124555909,-0.003224401124555909,0.0,0.0,0.0,3.1000000000009837,-3.1000000000009837,否,低仓少吃,是,否,低仓少吃,5.0,中性,5.0,中性,10.0,中性,0.0,中性,0.0,利空,0.0,利空,10.0,中性,0.0,利多,25.0,利多
2022-08-01,2022-08-08,1.0,看多,0.003933547962432504,0.0024484977186796097,0.0014850502437528945,0.0005932539682539671,0.0033354656114997785,3.90999999999999,2.2099999999990185,1.7000000000009714,是,有效进攻,是,否,有效进攻,5.0,中性,5.0,中性,20.0,利多,0.0,中性,5.0,中性,0.0,利空,10.0,中性,0.0,利多,25.0,利多
2022-08-08,2022-08-15,1.0,看多,-0.0005819064260731421,0.0004733312748237406,-0.0010552377008968827,0.0005903730158730158,-0.0011709329277841774,-1.369999999999011,-0.08000000000001067,-1.2899999999990002,否,该空没空,是,是,其他,10.0,利多,10.0,利多,20.0,利多,0.0,中性,5.0,中性,0.0,利空,10.0,中性,0.0,利多,25.0,利多
2022-08-15,2022-08-22,0.0,中性,0.0,0.013340138420251835,-0.013340138420251835,0.0,0.0,0.0,14.720000000000011,-14.720000000000011,否,低仓少吃,是,否,低仓少吃,5.0,中性,5.0,中性,10.0,中性,0.0,中性,10.0,利多,0.0,利空,10.0,中性,0.0,利多,0.0,利空
2022-08-22,2022-08-29,0.0,中性,0.0,-0.004308214306544822,0.004308214306544822,0.0,0.0,0.0,-5.55,5.55,否,有效防守,否,否,有效防守,5.0,中性,5.0,中性,20.0,利多,0.0,中性,0.0,利空,2.5,中性,0.0,利空,0.0,利多,25.0,利多
2022-08-29,2022-09-05,1.0,看多,0.003428050939035421,0.0022911871359452274,0.0011368638030901934,0.0005796031746031742,0.002848410082649861,3.33,2.039999999999993,1.2900000000000071,是,有效进攻,是,否,有效进攻,10.0,利多,5.0,中性,10.0,中性,0.0,中性,5.0,中性,2.5,中性,20.0,利多,0.0,利多,25.0,利多
