信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给|发行量_得分,供给|发行占比_得分,供给|10Y以上发行_得分,需求|银行总净买入_得分,估值|地方债-国债利差_得分,估值|地方债-国债利差变化_得分,估值|地方债-NCD利差_得分,情绪|非银情绪_得分
2022-07-18,2022-07-25,1.0,看多,0.0038561560914576187,0.0004341595109975671,0.0034219965804600516,0.0006069285714282999,0.0032464643185436,3.8200000000000034,-0.129999999999991,3.9499999999999944,是,其他,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-07-25,2022-08-01,1.0,看多,0.003021105524324552,0.003224401124555687,-0.0002032956002311348,0.0005995476190473,0.0024187424706141,2.84000000000003,3.100000000000984,-0.26000000000095413,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-08-01,2022-08-08,1.0,看多,0.003933547962432504,0.0024484977186796097,0.0014850502437528945,0.0005932539682537001,0.0033354656114995994,3.90999999999999,2.2099999999990185,1.7000000000009714,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-08-08,2022-08-15,1.0,看多,-0.0005819064260730311,0.00047333127482396264,-0.0010552377008969938,0.0005903730158727,-0.0011709329277841472,-1.3699999999990105,-0.08000000000001067,-1.2899999999989997,否,该空没空,是,是,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-08-15,2022-08-22,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,2022-08-29,1.0,看多,-0.0018917629024621796,-0.004308214306544711,0.0024164514040825313,0.0005771666666664,-0.0024678750072833003,-2.879999999998994,-5.549999999999999,2.670000000001005,否,其他,否,是,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-08-29,2022-09-05,1.0,看多,0.0034280509390349767,0.0022911871359452274,0.0011368638030897493,0.0005796031746030001,0.0028484100826496996,3.33,2.039999999999993,1.2900000000000071,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-09-05,2022-09-12,1.0,看多,0.00024670350629674154,-0.0005591143336957094,0.0008058178399924509,0.00057521031746,-0.0003267378947401598,-0.37999999999999834,-1.239999999999991,0.8599999999999928,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-09-12,2022-09-19,1.0,看多,3.5600527816370686e-05,-0.002877635576420179,0.0029132361042365496,0.0004615912698411,-0.00042214487478839987,-0.4900000000010103,-3.8000000000000185,3.3099999999990084,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-09-19,2022-09-26,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,2022-10-17,1.0,看多,-0.0013150313922525303,-0.00045785317019575444,-0.0008571782220567759,0.0011728373015868,-0.002483462662285698,-2.899999999999986,-1.7500000000000147,-1.1499999999999715,否,该空没空,否,是,该空没空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-10-17,2022-10-24,1.0,看多,0.002460623039407084,-0.0020684364649079523,0.004529059504315036,0.0005871309523807,0.0018719149292063001,2.1899999999989985,-3.0099999999989855,5.199999999997984,是,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-10-24,2022-10-31,1.0,看多,0.0018312476878379336,0.00595905133040775,-0.004127803642569816,0.0005856507936504,0.001247532677988,1.4600000000000029,6.250000000000005,-4.790000000000003,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-10-31,2022-11-07,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-07,2022-11-14,1.0,看多,-0.0009090318776383555,-0.0023349392596032637,0.0014259073819649082,0.0005871269841268,-0.0014959665467159668,-1.7499999999999805,-3.3100000000000143,1.5600000000000338,否,其他,否,是,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2022-11-14,2022-11-21,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-21,2022-11-28,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-28,2022-12-05,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05,2022-12-12,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,2022-12-19,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-19,2022-12-26,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26,2023-01-02,1.0,看多,-0.001188916581121413,-0.0003213341409570303,-0.0008675824401643828,0.0006088928571427,-0.0017956257082466997,-2.109999999999994,-1.0200000000000142,-1.0899999999999799,否,该空没空,否,是,该空没空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-01-02,2023-01-09,1.0,看多,0.0010986590798374163,0.0006593335184699178,0.00043932556136749845,0.0004871666666665,0.0006115479378417838,0.7199999999999916,0.2500000000000071,0.46999999999998454,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-01-09,2023-01-16,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-16,2023-02-06,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06,2023-02-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13,2023-02-20,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-20,2023-02-27,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-27,2023-03-06,1.0,看多,0.0011440286554376122,0.0014325648322426332,-0.00028853617680502097,0.0006081944444441001,0.0005354425788910319,0.6300000000000057,0.999999999999994,-0.36999999999998834,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-03-06,2023-03-13,1.0,看多,0.001453137838316465,0.003998827018581785,-0.0025456891802653203,0.0006050198412695001,0.0008492099498366998,0.9999999999999942,3.99,-2.990000000000006,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-03-13,2023-03-20,1.0,看多,0.0005875624598083995,0.0007819888759812432,-0.00019442641617284373,0.0006060198412696,-1.760527839154123e-05,-0.01999999999998503,0.25000000000000716,-0.2699999999999922,否,其他,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-03-20,2023-03-27,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,2023-04-03,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,2023-04-10,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,2023-04-17,1.0,看多,0.0018740457006514166,0.00213316348635173,-0.0002591177857003135,0.0005946865079362,0.0012787777354365997,1.4999999999999738,1.8299999999999907,-0.33000000000001695,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-04-17,2023-04-24,1.0,看多,0.0016776240672198295,0.0007580258580524024,0.0009195982091674271,0.0005943452380951,0.001083242338014,1.270000000000021,0.23000000000002196,1.039999999999999,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-04-24,2023-05-01,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,2023-05-08,1.0,看多,0.002670305870737355,0.004108292157092297,-0.001437986286354942,0.000236365079365,0.002432824320783,2.8500000000010117,4.49999999999999,-1.6499999999989785,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-05-08,2023-05-15,1.0,看多,0.0036735007240651374,0.0029622507940223475,0.0007112499300427899,0.0005845515873014,0.0030861677832696,3.6099999999989962,2.8000000000000247,0.8099999999989715,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-05-15,2023-05-22,1.0,看多,0.0014863283577037922,-0.0002680551788248886,0.0017543835365286808,0.00057846031746,0.0009075242419661012,1.0600000000009908,-0.9300000000000278,1.9900000000010185,是,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-05-22,2023-05-29,1.0,看多,0.000566161638382523,6.647671062776084e-05,0.0004996849277547621,0.0005770714285711,-9.490531758497592e-06,-0.01000000000098153,-0.5399999999999849,0.5299999999990034,否,其他,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-05-29,2023-06-05,1.0,看多,0.0007268613918889333,0.002731480509360118,-0.0020046191174711847,0.0005767142857141,0.00015261889037037485,0.1800000000009785,2.540000000000007,-2.3599999999990287,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-06-05,2023-06-12,1.0,看多,0.0019295053003174356,0.002685162659665119,-0.0007556573593476834,0.0005759087301584,0.0013534185466889002,1.5799999999990126,2.4799999999999818,-0.9000000000009691,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-06-12,2023-06-19,1.0,看多,0.0016637507512176075,0.001173126025592941,0.0004906247256246665,0.0005724007936506,0.0010950318877466,1.2800000000010026,0.7700000000010139,0.5099999999999887,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-06-19,2023-06-26,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-26,2023-07-03,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03,2023-07-10,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-10,2023-07-17,1.0,看多,0.004360455540362684,0.00016710616983295346,0.004193349370529731,0.0005758928571426,0.0037803455484279,4.409999999998998,-0.40999999999999365,4.819999999998992,是,其他,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-07-17,2023-07-24,1.0,看多,0.002588707153480252,0.0036995109227437872,-0.0011108037692635353,0.0005676706349203001,0.0020189142380487024,2.3500000000000254,3.6500000000009787,-1.3000000000009533,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-07-24,2023-07-31,1.0,看多,-0.0008271197597939928,-0.003452893707776905,0.0026257739479829123,0.0005661746031745001,-0.00138213795088,-1.6000000000000045,-4.540000000001002,2.9400000000009974,否,其他,否,是,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-07-31,2023-08-07,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-07,2023-08-14,1.0,看多,0.002607394564887233,0.0012897956391115795,0.0013175989257756537,0.0005729087301584,0.0020325738042115088,2.3700000000000108,0.879999999999978,1.4900000000000326,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-08-14,2023-08-21,1.0,看多,0.007835488521444667,0.006983516399022394,0.0008519721224222732,0.0005634999999997,0.0072486265464147,8.43,7.420000000000031,1.0099999999999687,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-08-21,2023-08-28,1.0,看多,0.0003298750216256252,-4.929278097398626e-05,0.00037916780259961147,0.0005562420634918,-0.00021958946945880008,-0.25000000000000755,-0.6300000000000051,0.37999999999999756,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-08-28,2023-09-04,1.0,看多,0.000122788708175392,-0.0007875974239750505,0.0009103861321504425,0.0005546547619045,-0.00043131599254765,-0.5000000000000142,-1.4799999999990172,0.979999999999003,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-09-04,2023-09-11,1.0,看多,-0.005276271462348547,-0.004048338265457141,-0.0012279331968914065,0.0005600873015870999,-0.0058451522956953,-6.789999999998984,-5.250000000000983,-1.5399999999980007,否,该空没空,否,是,该空没空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-09-11,2023-09-18,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,2023-09-25,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-25,2023-10-16,1.0,看多,-0.0005259739971484878,0.001593203980570168,-0.002119177977718656,0.0010390595238089998,-0.0015615140440358676,-1.819999999999982,0.7400000000000118,-2.559999999999994,否,其他,是,是,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-10-16,2023-10-23,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-23,2023-10-30,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-30,2023-11-06,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-06,2023-11-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-13,2023-11-20,1.0,看多,0.00012684054119249666,-0.00016981049523512315,0.0002966510364276198,0.0005970873015871,-0.00046953666626870004,-0.5499999999999949,-0.8000000000000022,0.2500000000000072,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-11-20,2023-11-27,1.0,看多,0.0018232893015637242,-0.004052770345616241,0.005876059647179965,0.0005971428571427,0.001227036125090387,1.4399999999999828,-5.2899999999990115,6.729999999998994,是,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-11-27,2023-12-04,1.0,看多,0.0026414334586581933,0.004248520328899774,-0.0016070868702415808,0.0005969007936505,0.0020517386655877004,2.4100000000000166,4.279999999999006,-1.8699999999989898,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-12-04,2023-12-11,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-11,2023-12-18,1.0,看多,0.0035228960588860048,0.004078593438047173,-0.0005556973791611686,0.0005841468253967,0.0029344881915711,3.4299999999999953,4.089999999999996,-0.660000000000001,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2023-12-18,2024-01-08,1.0,看多,0.012283046613122517,0.010643117247999712,0.0016399293651228053,0.0015925079365073998,0.010624663730204098,12.370000000000022,10.520000000000008,1.8500000000000139,是,有效进攻,是,否,有效进攻,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-01-08,2024-01-15,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,2024-01-22,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,,,,,,,,
2024-01-22,2024-01-29,1.0,看多,0.0017080742578532426,0.0007833947225845961,0.0009246795352686465,0.0005400793650792,0.0011675481120831,1.3499999999989911,0.33000000000001806,1.019999999998973,是,有效进攻,是,否,有效进攻,,,,,,,,
2024-01-29,2024-02-05,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,,,,,,,,
2024-02-05,2024-02-26,1.0,看多,0.007018131849652054,0.002899507606952012,0.004118624242700042,0.0009342420634916001,0.006078900580724348,6.999999999999992,2.3499999999990195,4.650000000000972,是,有效进攻,是,否,有效进攻,,,,,,,,
2024-02-26,2024-03-04,1.0,看多,-0.00030089133970667703,0.003395780025773343,-0.00369667136548002,0.0005110277777775,-0.0008055095563218998,-0.919999999999983,3.3399999999999754,-4.259999999999959,否,其他,是,是,其他,,,,,,,,
2024-03-04,2024-03-11,1.0,看多,0.007443758723061578,0.00797112683808554,-0.0005273681150239629,0.0005062460317459301,0.0069181086504584,7.9299999999999855,8.5,-0.5700000000000145,是,有效进攻,是,否,有效进攻,,,,,,,,
2024-03-11,2024-03-18,1.0,看多,-0.001171623151018597,-0.0028704044539112905,0.0016987813028926935,0.0005014999999998075,-0.0016714232358165998,-1.909999999998995,-3.7499999999999685,1.8400000000009735,否,其他,否,是,其他,,,,,,,,
2024-03-18,2024-03-25,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,,,,,,,,
2024-03-25,2024-04-01,1.0,看多,0.0005855819660887107,0.0017769783816778961,-0.0011913964155891854,0.000501964285714,8.595433686490013e-05,0.0999999999989899,1.5000000000009797,-1.4000000000019899,是,有效进攻,是,否,有效进攻,,,,,,,,
2024-04-01,2024-04-08,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,,,,,,,,
2024-04-08,2024-04-15,1.0,看多,0.0031421366590904665,0.000451423433375453,0.0026907132257150135,0.0004962063492063484,0.0026429324119431,3.019999999998996,-1.1102230246251565e-16,3.019999999998996,是,其他,是,否,有效进攻,,,,,,,,
2024-04-15,2024-04-22,1.0,看多,0.0015647644931084947,0.0023634420868261508,-0.000798677593717656,0.00039130555555555555,0.0011732271907206001,1.3400000000000214,2.2599999999989993,-0.9199999999989779,是,有效进攻,是,否,有效进攻,,,,,,,,
2024-04-22,2024-04-29,1.0,看多,0.001282164211342085,-0.004389574886847991,0.005671739098190076,0.0004802817460317456,0.000810806638689,0.9299999999999935,-5.439999999998987,6.3699999999989805,是,其他,否,否,其他,,,,,,,,
2024-04-29,2024-05-06,1.0,看多,0.0001444731031152724,0.0006523150422956814,-0.000507841939180409,0.00019559126984126983,-2.4487002499199752e-05,-0.009999999999004139,0.5599999999989986,-0.5699999999980028,否,其他,是,否,有效进攻,,,,,,,,
2024-05-06,2024-05-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,,,,,,,,
2024-05-13,2024-05-20,1.0,看多,0.003250337725955399,0.0008500296633411342,0.0024003080626142648,0.0004921230158730159,0.0027566823343039486,3.1500000000009996,0.4499999999989923,2.7000000000020075,是,有效进攻,是,否,有效进攻,,,,,,,,
2024-05-20,2024-05-27,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,,,,,,,,
2024-05-27,2024-06-03,1.0,看多,0.0010742311943781058,0.0022927650778363784,-0.0012185338834582726,0.0004879523809523802,0.000586830538592739,0.6699999999990047,2.0799999999999983,-1.4100000000009936,是,有效进攻,是,否,有效进攻,,,,,,,,
