实验编号,实验阶段,调整模块,候选参数,供给低分位,供给高分位,需求低分位,需求高分位,地方债国债利差低分位,地方债国债利差高分位,地方债NCD利差低分位,地方债NCD利差高分位,利差周变化阈值_BP,看空总分阈值,看空最少利空模块数,看空要求供给或需求利空,看空连续确认周期数,目标函数,策略累计收益率,基准累计收益率,累计超额收益率,策略年化收益率,策略夏普比率,策略最大回撤,累计资本利得_BP,基准累计资本利得_BP,资本利得超额_BP,资本利得交易胜率,开仓交易总数,已平仓交易数,平均单笔资本利得_BP,平均每笔盈利_BP,最佳交易_BP,最差交易_BP,资本利得最大回撤_BP,未平仓交易数,未平仓浮动资本利得_BP,调仓周期胜率,看空信号数,相对基线变化信号数,策略Carry贡献,策略资本利得贡献,最新总分,最新仓位
20/80_x_30/70,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_30/70,30.0,70.0,25.0,75.0,20.0,80.0,35.0,65.0,1.5,30.0,2,0,1,96.25303571428566,0.12980079928243815,0.100620536357658,0.029180262924780154,0.037610078481810305,1.961255604480101,-0.01132178066220213,90.52499999999849,64.12999999999947,26.394999999999015,0.8571428571428571,15,14,5.382142857142752,7.2399999999998785,42.199999999999534,-7.659999999999993,-14.164999999999509,1,15.174999999999981,0.625,20,7,0.043501150793650765,0.07980388039288051,77.5,1.0
25/75_x_15/85,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_15/85,15.0,85.0,25.0,75.0,25.0,75.0,35.0,65.0,1.5,30.0,2,0,1,94.73303571428693,0.13104856328844527,0.10841288408283178,0.02263567920561349,0.03795661826530394,2.05478443192133,-0.011717476437037022,93.67500000000051,73.89999999999999,19.775000000000517,0.8571428571428571,15,14,6.162142857142895,7.388750000000044,38.760000000000524,-1.5200000000000111,-14.659999999999016,1,7.405,0.6309523809523809,21,13,0.04183842261904759,0.08255569213409053,65.0,0.5
供给分位阈值_30/70,单模块敏感性,供给分位阈值,30/70,30.0,70.0,25.0,75.0,20.0,80.0,25.0,75.0,2.0,30.0,0,0,1,94.56388461538455,0.12590894391862717,0.09594683333860066,0.029962110580026513,0.036527481122763605,1.8574006020324392,-0.011321780662202352,86.47999999999847,59.20999999999947,27.269999999999,0.8461538461538461,14,13,5.484999999999885,7.530454545454412,41.01499999999953,-7.659999999999993,-14.164999999999509,1,15.174999999999981,0.625,19,5,0.043514537698412674,0.0763429384163216,77.5,1.0
利差周变化阈值_±2.5BP,单模块敏感性,利差周变化阈值,±2.5BP,25.0,75.0,25.0,75.0,20.0,80.0,25.0,75.0,2.5,30.0,0,0,1,94.15113461538566,0.1300484835024589,0.10322031313527202,0.026828170367186877,0.037678888707333824,1.9752805262958646,-0.011823525745371932,90.78499999999954,66.949999999999,23.835000000000548,0.8461538461538461,14,13,6.37538461538458,8.061818181818095,40.294999999999526,-3.7650000000000006,-14.579999999999004,1,7.904999999999996,0.6369047619047619,18,5,0.04348800793650791,0.08003424732244072,67.5,0.5
利差周变化阈值_±3BP,单模块敏感性,利差周变化阈值,±3BP,25.0,75.0,25.0,75.0,20.0,80.0,25.0,75.0,3.0,30.0,0,0,1,93.47088461538566,0.1273573046197587,0.10128500673032881,0.026072297889429885,0.03693067607866074,1.930520503382058,-0.011823525745371932,88.26499999999953,65.134999999999,23.130000000000535,0.8461538461538461,14,13,6.37538461538458,8.061818181818095,40.294999999999526,-3.7650000000000006,-14.579999999999004,1,5.384999999999992,0.6369047619047619,18,6,0.043375783730158705,0.07775749361028096,67.5,0.5
30/70_x_30/70,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_30/70,30.0,70.0,25.0,75.0,30.0,70.0,35.0,65.0,1.5,30.0,2,0,1,92.04578571428527,0.13049738645532005,0.10851287296078871,0.021984513494531344,0.03780357357559039,2.01968065914589,-0.01368841708100943,92.719999999999,73.48999999999997,19.229999999999038,0.8571428571428571,15,14,5.538928571428502,6.762499999999921,40.69000000000003,-2.7300000000000244,-17.019999999999996,1,15.174999999999981,0.6190476190476191,22,12,0.04227089880952378,0.0816406306707,77.5,1.0
35/65_x_20/80,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_20/80,20.0,80.0,25.0,75.0,35.0,65.0,35.0,65.0,1.5,30.0,2,0,1,91.42778571428634,0.12832334968390935,0.10569539602402744,0.022627953659881905,0.03719940309130121,1.9941017265757062,-0.014083165663912878,91.15500000000002,71.1649999999995,19.99000000000052,0.8571428571428571,15,14,4.773928571428574,5.651250000000002,26.929999999999513,-0.8749999999999903,-17.514999999999503,1,24.31999999999997,0.6309523809523809,21,13,0.041744499999999976,0.08023593766544386,67.5,0.5
25/75_x_30/70,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_30/70,30.0,70.0,25.0,75.0,25.0,75.0,35.0,65.0,1.5,30.0,2,0,1,90.89600000000004,0.13322907538698736,0.10649783577583949,0.026731239611147872,0.03856156929979471,2.0871131092731456,-0.011321780662201353,95.32999999999899,71.34999999999997,23.979999999999023,0.8,16,15,5.343666666666603,7.6183333333332515,40.69000000000003,-7.659999999999993,-14.164999999999509,1,15.174999999999981,0.6190476190476191,23,12,0.04231212698412696,0.08401251838453017,77.5,1.0
30/70_x_15/85,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_15/85,15.0,85.0,25.0,75.0,30.0,70.0,35.0,65.0,1.5,30.0,2,0,1,89.06963461538534,0.1283221305586273,0.11043140875183077,0.017890721806796517,0.03719906406552176,1.9868041415197488,-0.014083165663912434,91.06500000000051,76.03999999999999,15.025000000000517,0.8461538461538461,14,13,5.184230769230812,6.3445454545455044,38.760000000000524,-1.5200000000000111,-17.514999999999503,1,23.66999999999998,0.6309523809523809,20,13,0.04179719444444442,0.08018380442026035,65.0,0.5
15/85_x_35/65,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_35/65,35.0,65.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,30.0,2,0,1,88.13042857142813,0.12847129537407098,0.10327967636444124,0.02519161900962974,0.03724054331816751,1.9189250202362345,-0.011133752159133148,88.89499999999849,66.67499999999896,22.21999999999953,0.7857142857142857,15,14,5.176428571428467,7.821363636363459,42.199999999999534,-7.659999999999993,-13.775000000000022,1,16.424999999999983,0.6190476190476191,21,10,0.04356303174603172,0.078567301275374,77.5,1.0
20/80_x_35/65,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_35/65,35.0,65.0,25.0,75.0,20.0,80.0,35.0,65.0,1.5,30.0,2,0,1,87.96292857142812,0.12623849241276242,0.10034901480944014,0.025889477603322275,0.036619252679204184,1.871447480946334,-0.011133752159132815,87.14499999999849,64.19499999999897,22.94999999999952,0.7857142857142857,15,14,5.140714285714181,7.775909090908914,42.199999999999534,-7.659999999999993,-13.775000000000018,1,15.174999999999981,0.6130952380952381,22,9,0.0431398214285714,0.07700866624041162,77.5,1.0
供给分位阈值_35/65,单模块敏感性,供给分位阈值,35/65,35.0,65.0,25.0,75.0,20.0,80.0,25.0,75.0,2.0,30.0,0,0,1,86.87792857142865,0.12345458712987845,0.09853338291075153,0.024921204219126913,0.0358434100497953,1.8084873152924046,-0.01142787243133303,84.46999999999849,62.479999999998974,21.98999999999952,0.7857142857142857,15,14,4.949642857142751,7.532727272727095,41.01499999999953,-7.659999999999993,-14.084999999999496,1,15.174999999999981,0.6130952380952381,21,7,0.043033162698412675,0.0746397258528933,77.5,1.0
35/65_x_25/75,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_25/75,25.0,75.0,25.0,75.0,35.0,65.0,35.0,65.0,1.5,30.0,2,0,1,86.2475000000004,0.12887920801069108,0.10430600534151258,0.024573202669178507,0.037353954774362874,1.9966572847173136,-0.014083165663913655,91.4499999999995,69.5599999999995,21.89,0.8,16,15,4.247000000000002,5.628333333333335,26.654999999999507,-2.85500000000001,-17.514999999999503,1,27.74499999999948,0.625,22,12,0.04196014285714283,0.08051529974832444,67.5,0.5
看空<20_仅总分,看空触发条件,总分与确认规则,仅总分,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,20.0,0,0,1,84.93474999999995,0.13045891758359485,0.1071524892731388,0.02330642831045604,0.03779289002179431,1.9066621296871835,-0.0140831656639131,87.12999999999849,67.03499999999946,20.094999999999033,0.8,6,5,12.0229999999997,15.086249999999625,45.93999999999853,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6785714285714286,6,13,0.04704990476190474,0.07685544270193916,67.5,0.5
看空<20_至少2个模块利空,看空触发条件,总分与确认规则,至少2个模块利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,20.0,2,0,1,84.93474999999995,0.13045891758359485,0.1071524892731388,0.02330642831045604,0.03779289002179431,1.9066621296871835,-0.0140831656639131,87.12999999999849,67.03499999999946,20.094999999999033,0.8,6,5,12.0229999999997,15.086249999999625,45.93999999999853,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6785714285714286,6,13,0.04704990476190474,0.07685544270193916,67.5,0.5
看空<20_必须包含供给或需求利空,看空触发条件,总分与确认规则,必须包含供给或需求利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,20.0,0,1,1,84.93474999999995,0.13045891758359485,0.1071524892731388,0.02330642831045604,0.03779289002179431,1.9066621296871835,-0.0140831656639131,87.12999999999849,67.03499999999946,20.094999999999033,0.8,6,5,12.0229999999997,15.086249999999625,45.93999999999853,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6785714285714286,6,13,0.04704990476190474,0.07685544270193916,67.5,0.5
看空<20_至少2个模块且包含供需利空,看空触发条件,总分与确认规则,至少2个模块且包含供需利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,20.0,2,1,1,84.93474999999995,0.13045891758359485,0.1071524892731388,0.02330642831045604,0.03779289002179431,1.9066621296871835,-0.0140831656639131,87.12999999999849,67.03499999999946,20.094999999999033,0.8,6,5,12.0229999999997,15.086249999999625,45.93999999999853,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6785714285714286,6,13,0.04704990476190474,0.07685544270193916,67.5,0.5
35/65_x_15/85,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_15/85,15.0,85.0,25.0,75.0,35.0,65.0,35.0,65.0,1.5,30.0,2,0,1,84.89950000000084,0.12665947119463028,0.10636087516173864,0.020298596032891636,0.03673645819377813,1.9614344967452144,-0.014083165663913433,90.0600000000005,72.44999999999952,17.61000000000098,0.8,16,15,4.426000000000035,5.740833333333377,26.929999999999513,-1.5200000000000111,-17.514999999999503,1,23.66999999999998,0.625,22,15,0.0412210972222222,0.07928176855207264,65.0,0.5
地方债国债利差阈值_35/65,单模块敏感性,地方债国债利差阈值,35/65,25.0,75.0,25.0,75.0,35.0,65.0,25.0,75.0,2.0,30.0,0,0,1,84.46117857142896,0.12614955751794676,0.10059028623302768,0.025559271284919083,0.03659448823420175,1.9152828913272961,-0.014083165663912878,88.37999999999948,65.46499999999952,22.914999999999964,0.7857142857142857,15,14,4.2614285714285725,6.022727272727275,25.469999999999512,-3.630000000000004,-17.514999999999503,1,28.719999999999484,0.625,21,11,0.0421216845238095,0.07793637475689986,67.5,0.5
30/70_x_35/65,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_35/65,35.0,65.0,25.0,75.0,30.0,70.0,35.0,65.0,1.5,30.0,2,0,1,83.69117857142804,0.1267900813063747,0.10650819461389771,0.02028188669247699,0.03677281539826405,1.9086706458305818,-0.013794254894262448,88.5799999999985,71.20499999999947,17.374999999999034,0.7857142857142857,15,14,5.173571428571323,8.493636363636233,40.69000000000003,-12.549999999999994,-16.939999999999984,1,16.149999999999988,0.6071428571428571,23,15,0.042468315476190455,0.07816370758055877,77.5,1.0
25/75_x_35/65,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_35/65,35.0,65.0,25.0,75.0,25.0,75.0,35.0,65.0,1.5,30.0,2,0,1,83.31458333333299,0.13081979586439774,0.10720434939744727,0.023615446466950463,0.0378931029720766,2.020500037113322,-0.011133752159133148,92.924999999999,72.2399999999995,20.684999999999505,0.7333333333333333,16,15,5.118333333333268,8.629090909090777,40.69000000000003,-7.659999999999993,-13.77500000000002,1,16.149999999999988,0.6071428571428571,25,15,0.04209895238095236,0.08209932121719561,77.5,1.0
看空<40_至少2个模块利空,看空触发条件,总分与确认规则,至少2个模块利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,40.0,2,0,1,83.10832407407443,0.12755234601286247,0.11112253982596432,0.016429806186898155,0.03698494413509157,2.0932525563503774,-0.008260425905986524,96.3400000000005,82.17499999999944,14.165000000001058,0.7407407407407407,28,27,3.5550000000000193,5.5565000000000015,26.2999999999995,-3.8700000000000196,-13.775000000000013,1,0.3549999999999908,0.5119047619047619,48,35,0.03625352380952379,0.0850187951800257,67.5,0.5
35/65_x_30/70,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_30/70,30.0,70.0,25.0,75.0,35.0,65.0,35.0,65.0,1.5,30.0,2,0,1,82.40158823529379,0.12619193620738578,0.10346727176119064,0.022724664446195142,0.03660628899987617,1.9484300898765101,-0.01368841708100843,89.57999999999899,69.43999999999951,20.139999999999475,0.7647058823529411,18,17,4.376764705882293,6.228461538461464,26.654999999999507,-2.85500000000001,-17.019999999999996,1,15.174999999999981,0.6071428571428571,25,16,0.04117757539682537,0.07891057653538863,77.5,1.0
看空<40_必须包含供给或需求利空,看空触发条件,总分与确认规则,必须包含供给或需求利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,40.0,0,1,1,80.70099999999975,0.12634442657663292,0.10771070062421817,0.018633725952414748,0.03664874889086689,2.006428126907666,-0.008260425905987079,92.005,75.70500000000094,16.29999999999906,0.72,26,25,3.6659999999999995,6.106666666666638,24.8099999999995,-4.464999999999989,-13.77500000000002,1,0.3549999999999908,0.5476190476190477,38,33,0.038955081349206326,0.0812565761807571,67.5,0.5
看空<40_至少2个模块且包含供需利空,看空触发条件,总分与确认规则,至少2个模块且包含供需利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,40.0,2,1,1,80.59174999999952,0.12694955909498007,0.10898065104873123,0.017968908046248844,0.03681720435064517,2.020367843375378,-0.008260425905987079,92.33999999999949,76.74500000000093,15.594999999998564,0.72,26,25,3.6793999999999802,6.125277777777722,24.8099999999995,-4.464999999999989,-13.77500000000002,1,0.3549999999999908,0.5535714285714286,37,32,0.039199057539682516,0.08154999145005343,67.5,0.5
看空<15_仅总分,看空触发条件,总分与确认规则,仅总分,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,15.0,0,0,1,80.36174999999983,0.1321072604414657,0.10817014428752025,0.023937116153945448,0.038250439729914376,1.9417046311639583,-0.014083165663912989,88.48999999999849,67.77499999999996,20.714999999998525,0.75,5,4,15.368749999999629,20.56833333333284,48.80499999999905,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6845238095238095,5,14,0.047349813492063464,0.07801323713359094,67.5,0.5
看空<15_至少2个模块利空,看空触发条件,总分与确认规则,至少2个模块利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,15.0,2,0,1,80.36174999999983,0.1321072604414657,0.10817014428752025,0.023937116153945448,0.038250439729914376,1.9417046311639583,-0.014083165663912989,88.48999999999849,67.77499999999996,20.714999999998525,0.75,5,4,15.368749999999629,20.56833333333284,48.80499999999905,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6845238095238095,5,14,0.047349813492063464,0.07801323713359094,67.5,0.5
看空<15_必须包含供给或需求利空,看空触发条件,总分与确认规则,必须包含供给或需求利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,15.0,0,1,1,80.36174999999983,0.1321072604414657,0.10817014428752025,0.023937116153945448,0.038250439729914376,1.9417046311639583,-0.014083165663912989,88.48999999999849,67.77499999999996,20.714999999998525,0.75,5,4,15.368749999999629,20.56833333333284,48.80499999999905,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6845238095238095,5,14,0.047349813492063464,0.07801323713359094,67.5,0.5
看空<15_至少2个模块且包含供需利空,看空触发条件,总分与确认规则,至少2个模块且包含供需利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,15.0,2,1,1,80.36174999999983,0.1321072604414657,0.10817014428752025,0.023937116153945448,0.038250439729914376,1.9417046311639583,-0.014083165663912989,88.48999999999849,67.77499999999996,20.714999999998525,0.75,5,4,15.368749999999629,20.56833333333284,48.80499999999905,-0.23000000000000453,-17.514999999999503,1,27.014999999999972,0.6845238095238095,5,14,0.047349813492063464,0.07801323713359094,67.5,0.5
看空<40_仅总分,看空触发条件,总分与确认规则,仅总分,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,40.0,0,0,1,77.36839285714343,0.12288616274074893,0.10248588121710944,0.020400281523639485,0.03568483185320925,1.9997106831886307,-0.008260425905986635,93.400000000001,74.97499999999945,18.425000000001546,0.6785714285714286,29,28,3.3230357142857505,5.740000000000026,26.2999999999995,-3.8700000000000196,-13.77500000000002,1,0.3549999999999908,0.47619047619047616,54,41,0.034625942460317444,0.08249394298226075,67.5,0.5
35/65_x_35/65,关键模块交叉,地方债国债利差阈值 × 供给分位阈值,x_35/65,35.0,65.0,25.0,75.0,35.0,65.0,35.0,65.0,1.5,30.0,2,0,1,75.80173529411724,0.12441945891171757,0.1027319409964702,0.021687517915247367,0.03611246048409589,1.8651762654715471,-0.013794254894262337,87.10499999999848,68.174999999999,18.92999999999948,0.7058823529411765,18,17,4.173823529411677,7.909583333333212,26.654999999999507,-12.549999999999994,-16.939999999999984,1,16.149999999999988,0.5952380952380952,26,18,0.041664793650793626,0.07685785848657233,77.5,1.0
看空<35_必须包含供给或需求利空,看空触发条件,总分与确认规则,必须包含供给或需求利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,35.0,0,1,1,74.51600000000046,0.12573864549869218,0.09674836616833926,0.02899027933035292,0.03648004964896168,1.8871536356385428,-0.011823525745372043,87.35499999999851,60.85499999999947,26.49999999999904,0.65,21,20,4.349999999999925,7.750769230769038,24.8099999999995,-4.25,-14.579999999999004,1,0.3549999999999908,0.6071428571428571,24,19,0.04266367261904759,0.07703390569884586,67.5,0.5
看空<35_至少2个模块且包含供需利空,看空触发条件,总分与确认规则,至少2个模块且包含供需利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,35.0,2,1,1,74.51600000000046,0.12573864549869218,0.09674836616833926,0.02899027933035292,0.03648004964896168,1.8871536356385428,-0.011823525745372043,87.35499999999851,60.85499999999947,26.49999999999904,0.65,21,20,4.349999999999925,7.750769230769038,24.8099999999995,-4.25,-14.579999999999004,1,0.3549999999999908,0.6071428571428571,24,19,0.04266367261904759,0.07703390569884586,67.5,0.5
看空<35_至少2个模块利空,看空触发条件,总分与确认规则,至少2个模块利空,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,35.0,2,0,1,72.44461363636458,0.1250197299650735,0.09966402869111968,0.025355701273953812,0.03627976229682561,1.906036169441732,-0.011823525745372598,88.50999999999902,65.76499999999847,22.74500000000056,0.6363636363636364,23,22,4.007045454545411,7.34642857142843,24.8099999999995,-4.25,-14.579999999999004,1,0.3549999999999908,0.5833333333333334,30,17,0.04105078174603172,0.0779991658398265,67.5,0.5
看空<35_仅总分,看空触发条件,总分与确认规则,仅总分,25.0,75.0,25.0,75.0,15.0,85.0,35.0,65.0,1.5,35.0,0,0,1,71.95500000000095,0.12291545329460196,0.09416039411591304,0.028755059178688924,0.03569300465672809,1.870288398135603,-0.011823525745371488,87.22499999999904,60.86499999999845,26.36000000000059,0.625,25,24,3.6195833333332934,6.794999999999868,24.8099999999995,-4.25,-14.579999999999004,1,0.3549999999999908,0.5654761904761905,33,20,0.04028960119047617,0.07688441683591346,67.5,0.5
