信号日期,基线仓位,基线策略资本利得_BP,基线基准资本利得_BP,基线资本利得超额_BP,基线资本利得判断类型,最优仓位,最优策略资本利得_BP,最优资本利得超额_BP,最优资本利得判断类型,仓位是否变化,资本利得判断是否变化,资本利得改善_BP
2025-08-11,0.0,0.0,-5.739999999999009,5.739999999999009,有效防守,0.0,0.0,5.739999999999009,有效防守,否,否,0.0
2025-08-18,0.0,0.0,-3.5300000000009977,3.5300000000009977,有效防守,0.0,0.0,3.5300000000009977,有效防守,否,否,0.0
2025-08-25,0.0,0.0,-5.60999999999999,5.60999999999999,有效防守,0.0,0.0,5.60999999999999,有效防守,否,否,0.0
2025-09-01,1.0,0.479999999999023,1.1900000000000102,-0.7100000000009872,有效进攻,1.0,0.479999999999023,-0.7100000000009872,有效进攻,否,否,0.0
2025-09-08,0.0,0.0,-4.100000000000007,4.100000000000007,有效防守,0.0,0.0,4.100000000000007,有效防守,否,否,0.0
2025-09-15,0.0,0.0,-1.1900000000000102,1.1900000000000102,有效防守,0.0,0.0,1.1900000000000102,有效防守,否,否,0.0
2025-09-22,0.0,0.0,0.2100000000000024,-0.2100000000000024,低仓少吃,0.0,0.0,-0.2100000000000024,低仓少吃,否,否,0.0
2025-09-29,0.0,0.0,1.6299999999999997,-1.6299999999999997,低仓少吃,0.0,0.0,-1.6299999999999997,低仓少吃,否,否,0.0
2025-10-06,1.0,-0.9200000000009895,1.449999999999993,-2.3700000000009824,其他,1.0,-0.9200000000009895,-2.3700000000009824,其他,否,否,0.0
2025-10-13,0.0,0.0,2.1400000000000237,-2.1400000000000237,低仓少吃,0.0,0.0,-2.1400000000000237,低仓少吃,否,否,0.0
2025-10-20,0.0,0.0,-2.4000000000000066,2.4000000000000066,有效防守,0.0,0.0,2.4000000000000066,有效防守,否,否,0.0
2025-10-27,0.0,0.0,5.319999999999977,-5.319999999999977,低仓少吃,0.0,0.0,-5.319999999999977,低仓少吃,否,否,0.0
2025-11-03,1.0,3.7500000000000036,-1.879999999999972,5.629999999999976,其他,1.0,3.7500000000000036,5.629999999999976,其他,否,否,0.0
2025-11-10,1.0,-0.11000000000000593,0.019999999999985363,-0.1299999999999913,其他,1.0,-0.11000000000000593,-0.1299999999999913,其他,否,否,0.0
