信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给|发行量_得分,供给|发行占比_得分,供给|10Y以上发行_得分,需求|银行总净买入_得分,估值|地方债-国债利差_得分,估值|地方债-国债利差变化_得分,估值|地方债-NCD利差_得分,供给|发行量变化_得分,需求|银行总净买入变化_得分,估值|地方债-NCD利差变化_得分,估值|地方债-国债利差变化加速度_得分,供需交互|供给×银行承接_得分,供需交互|供给×非银承接_得分
2022-01-27,2022-01-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.5
2022-01-28,2022-02-07,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5
2022-02-07,2022-02-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5
2022-02-08,2022-02-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.5
2022-02-09,2022-02-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,5.0
2022-02-10,2022-02-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,5.0
2022-02-11,2022-02-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,5.0
2022-02-14,2022-02-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,10.0,0.0,22.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
2022-02-15,2022-02-16,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5
2022-02-16,2022-02-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5
2022-02-17,2022-02-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5
2022-02-18,2022-02-21,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-02-21,2022-02-22,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2022-02-22,2022-02-23,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-02-23,2022-02-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5
2022-02-24,2022-02-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5
2022-02-25,2022-02-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5
2022-02-28,2022-03-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,45.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-03-01,2022-03-02,1.0,看多,0.000929201575309957,-0.0022628544392232497,0.0031920560145332066,0.0001249801587301,0.0008042214165797,0.950000000000048,-2.7500000000000093,3.7000000000000575,是,其他,否,否,其他,15.0,0.0,20.0,0.0,45.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,5.0
2022-03-02,2022-03-03,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,10.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,5.0
2022-03-03,2022-03-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5
2022-03-04,2022-03-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0
2022-03-07,2022-03-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0
2022-03-08,2022-03-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-03-09,2022-03-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-03-10,2022-03-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-11,2022-03-14,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-03-14,2022-03-15,1.0,看多,0.0034063090346647673,0.0020507323330676286,0.0013555767015971387,0.0001260039682539,0.0032803050664107,3.880000000000064,2.249999999999995,1.6300000000000687,是,有效进攻,是,否,有效进攻,7.5,0.0,10.0,0.0,45.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-15,2022-03-16,1.0,看多,-0.0006887600527577531,-0.004206284715614128,0.003517524662856375,0.0001244642857142,-0.0008132243384721,-0.960000000000058,-4.999999999998998,4.03999999999894,否,其他,否,是,其他,7.5,0.0,10.0,0.0,45.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-16,2022-03-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
2022-03-17,2022-03-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-18,2022-03-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,2022-03-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,45.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-22,2022-03-23,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-23,2022-03-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0
2022-03-24,2022-03-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-03-25,2022-03-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-28,2022-03-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-03-29,2022-03-30,1.0,看多,-0.0004086061554238185,0.0005418373367904739,-0.0009504434922142924,0.0001248253968253,-0.0005334315522492,-0.6300000000000056,0.4999999999990082,-1.1299999999990138,否,其他,是,是,其他,7.5,0.0,10.0,0.0,45.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-30,2022-03-31,1.0,看多,0.0005482981804485476,0.0014041930262373992,-0.0008558948457888516,0.0001250753968253,0.0004232227836231,0.5000000000000143,1.5000000000000082,-0.9999999999999939,是,有效进攻,是,否,有效进攻,15.0,0.0,10.0,0.0,45.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-03-31,2022-04-01,1.0,看多,0.0012086027834805613,-0.001400505802182872,0.0026091085856634333,0.0001248769841269,0.0010837257993535,1.2799999999999616,-1.7500000000000155,3.029999999999977,是,其他,否,否,其他,7.5,0.0,10.0,0.0,45.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-04-01,2022-04-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,22.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
2022-04-06,2022-04-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-04-07,2022-04-08,1.0,看多,0.0016329365962897135,0.00192298704377869,-0.00029005044748897646,0.0001238015873015,0.0015091350089881,1.780000000000011,2.10000000000099,-0.32000000000097906,是,有效进攻,是,否,有效进攻,15.0,0.0,20.0,0.0,45.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-04-08,2022-04-11,1.0,看多,-0.00020785761306885142,-0.0010583391087054528,0.0008504814956366014,0.0001230952380952,-0.0003309528511641,-0.3900000000000084,-1.349999999999997,0.9599999999999886,否,其他,否,是,其他,7.5,0.0,20.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5
2022-04-11,2022-04-12,1.0,看多,0.0018710129342054405,-0.0011952151671713596,0.0030662281013768,0.00012325,0.0017477629342055,2.0600000000000134,-1.5099999999999836,3.5699999999999967,是,其他,否,否,其他,15.0,0.0,20.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,5.0
2022-04-12,2022-04-13,1.0,看多,-0.0007778455044111787,-0.0001059611110505454,-0.0006718843933606333,0.0001224325396825,-0.0009002780440938,-1.0600000000000191,-0.2500000000010133,-0.8099999999990058,否,该空没空,否,是,该空没空,15.0,0.0,20.0,0.0,22.5,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-04-13,2022-04-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0
2022-04-14,2022-04-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,20.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-04-15,2022-04-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-04-18,2022-04-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-04-19,2022-04-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-04-20,2022-04-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-04-21,2022-04-22,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-22,2022-04-24,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-04-25,2022-04-26,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-04-26,2022-04-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5
2022-04-27,2022-04-28,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5
2022-04-28,2022-04-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0
2022-04-29,2022-05-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,5.0
2022-05-05,2022-05-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,5.0
2022-05-06,2022-05-07,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-05-09,2022-05-10,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-05-10,2022-05-11,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-05-11,2022-05-12,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-05-12,2022-05-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-05-13,2022-05-16,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-05-16,2022-05-17,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-05-17,2022-05-18,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-05-18,2022-05-19,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-05-19,2022-05-20,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-05-20,2022-05-23,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-05-23,2022-05-24,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2022-05-24,2022-05-25,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-05-25,2022-05-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0
2022-05-26,2022-05-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
2022-05-27,2022-05-30,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-05-30,2022-05-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,10.0,5.0,0.0,0.0,2.5
2022-05-31,2022-06-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,10.0,0.0,22.5,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-06-01,2022-06-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,15.0,0.0,20.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-06-02,2022-06-06,1.0,看多,0.0003594426351456459,-0.00032256132434638207,0.000682003959492028,0.0001212817460317,0.0002381608891138,0.2799999999989963,-0.5000000000000143,0.7799999999990106,是,其他,否,否,其他,15.0,0.0,20.0,0.0,22.5,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-06-06,2022-06-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,10.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-06-07,2022-06-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
2022-06-08,2022-06-09,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-06-09,2022-06-10,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,2022-06-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-06-13,2022-06-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-06-14,2022-06-15,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2022-06-15,2022-06-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-06-16,2022-06-17,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-06-17,2022-06-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-06-20,2022-06-21,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-06-21,2022-06-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0
2022-06-22,2022-06-23,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-06-23,2022-06-24,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,2022-06-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
2022-06-27,2022-06-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0
2022-06-28,2022-06-29,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0
2022-06-29,2022-06-30,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5
