区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-13,2025-06-30,108.30000000000194,32.68455089820418,39.599999999999184,68.70000000000276,20.733413173653528,0.6219512195121951,82,1.3268292682927065,-2.0873333333332735,-14.080000000001974,4.433734939759036
样本外,2025-07-01,2026-07-17,24.530000000001046,24.336850393701823,-0.7200000000001641,25.250000000001208,25.051181102363405,0.7037037037037037,27,0.9085185185185574,-0.9142857142857167,-3.7300000000000173,3.740740740740741
2026年以来,2026-01-01,2026-07-17,19.27000000000203,37.937812500004,-2.7500000000001137,22.020000000002145,43.35187500000422,0.7777777777777778,18,1.0705555555556683,-1.0233333333333277,-3.3899999999990187,3.6666666666666665
全区间,2022-01-13,2026-07-17,132.580000000003,30.65152293578051,39.23999999999903,93.34000000000397,21.579522935780734,0.6422018348623854,109,1.2163302752293856,-1.8654054054053573,-14.080000000001974,4.302752293577981
