training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,131.6945121951246,108.30000000000194,68.70000000000276,24.530000000001046,25.250000000001208
2,127.60784883721414,101.6300000000029,78.33000000000774,27.110000000000056,33.770000000000195
3,127.60784883721414,101.6300000000029,78.33000000000774,27.110000000000056,33.770000000000195
4,124.38594936709323,106.34000000000313,47.880000000005964,16.889999999999997,1.53000000000101
5,123.73750000000501,100.58000000000303,66.13000000000793,19.36999999999901,16.630000000000017
6,122.56250000000446,99.580000000003,65.43000000000589,18.869999999998996,16.97000000000001
7,122.52486842105971,101.54000000000391,58.150000000012675,17.28999999999904,15.34000000000108
8,121.68613636364417,101.3700000000049,55.810000000011684,16.789999999999026,15.680000000001073
9,121.6775000000061,101.66000000000393,55.570000000008704,14.21000000000002,7.1600000000020945
10,121.6775000000061,101.66000000000393,55.570000000008704,14.21000000000002,7.1600000000020945
11,121.6775000000061,101.66000000000393,55.570000000008704,14.21000000000002,7.1600000000020945
12,121.40379629630011,100.45000000000307,58.63000000000298,15.80999999999999,9.540000000000035
13,121.40379629630011,100.45000000000307,58.63000000000298,15.80999999999999,9.540000000000035
14,121.36000000000627,98.78000000000404,63.82000000000893,18.88999999999901,17.71999999999902
15,120.18500000000574,97.78000000000401,63.12000000000692,18.389999999998995,18.05999999999901
16,119.52482876712882,100.82000000000406,47.97000000000595,20.750000000000007,10.090000000001005
17,119.52482876712882,100.82000000000406,47.97000000000595,20.750000000000007,10.090000000001005
18,119.29500000000161,99.2100000000011,55.34000000000202,16.289999999999985,8.450000000001026
19,119.29500000000161,99.2100000000011,55.34000000000202,16.289999999999985,8.450000000001026
20,119.29500000000161,99.2100000000011,55.34000000000202,16.289999999999985,8.450000000001026
