信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给|发行量_得分,供给|发行占比_得分,供给|10Y以上发行_得分,需求|银行总净买入_得分,估值|地方债-国债利差_得分,估值|地方债-国债利差变化_得分,估值|地方债-NCD利差_得分,供给|发行量变化_得分,需求|银行总净买入变化_得分,估值|地方债-NCD利差变化_得分,估值|地方债-国债利差变化加速度_得分,供需交互|供给×银行承接_得分,供需交互|供给×非银承接_得分
2022-01-17,2022-01-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-01-24,2022-02-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-02-14,2022-02-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,17.5,0.0,0.0,22.5,0.0,5.0,5.0,0.0,0.0,0.0,5.0
2022-02-21,2022-02-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2022-02-28,2022-03-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-03-07,2022-03-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,22.5,0.0,2.5,5.0,0.0,0.0,0.0,0.0
2022-03-14,2022-03-21,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2022-03-21,2022-03-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-03-28,2022-04-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,17.5,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,0.0
2022-04-04,2022-04-11,1.0,看多,0.0017610490349533325,0.0021733070047331715,-0.000412257969779839,0.000370797619047619,0.0013901123624985969,1.6400000000000097,2.1400000000009953,-0.5000000000009857,是,有效进攻,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,5.0,0.0,0.0,0.0,0.0
2022-04-11,2022-04-18,1.0,看多,0.0012560089962778687,0.0001230747570133417,0.001132934239264527,0.0006159126984126985,0.0006481736023328387,0.7700000000000071,-0.49000000000097554,1.2600000000009826,是,其他,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0
2022-04-18,2022-04-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,35.0,0.0,0.0,22.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-04-25,2022-05-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,17.5,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2022-05-02,2022-05-09,1.0,看多,0.004993285124373248,0.0011970067571169807,0.003796278367256267,0.00024751984126984125,0.0047395496360628855,5.58999999999997,1.1300000000000199,4.459999999999949,是,有效进攻,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,5.0,0.0,0.0,0.0,0.0,5.0
2022-05-09,2022-05-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-05-16,2022-05-23,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2022-05-23,2022-05-30,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2022-05-30,2022-06-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,17.5,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,2.5
2022-06-06,2022-06-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-06-13,2022-06-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-20,2022-06-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,0.0
2022-06-27,2022-07-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-07-04,2022-07-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,22.5,0.0,5.0,0.0,0.0,0.0,0.0,2.5
2022-07-11,2022-07-18,1.0,看多,0.0050598887444748275,0.005105852485374429,-4.5963740899601646e-05,0.0006150079365079365,0.004436010503912853,5.229999999999958,5.269999999999997,-0.040000000000039115,是,有效进攻,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,5.0,5.0,0.0,0.0,0.0,5.0
2022-07-18,2022-07-25,1.0,看多,0.0038561560914573967,0.0004341595109980112,0.0034219965804593855,0.0006069285714285711,0.003246464318543598,3.8200000000000034,-0.129999999999991,3.9499999999999944,是,其他,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0
2022-07-25,2022-08-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0
2022-08-01,2022-08-08,1.0,看多,0.003933547962432504,0.0024484977186796097,0.0014850502437528945,0.0005932539682539671,0.0033354656114997785,3.90999999999999,2.2099999999990185,1.7000000000009714,是,有效进攻,是,否,有效进攻,0.0,2.5,35.0,0.0,0.0,22.5,0.0,2.5,5.0,0.0,0.0,0.0,2.5
2022-08-08,2022-08-15,1.0,看多,-0.0005819064260731421,0.0004733312748237406,-0.0010552377008968827,0.0005903730158730158,-0.0011709329277841774,-1.369999999999011,-0.08000000000001067,-1.2899999999990002,否,该空没空,是,是,其他,0.0,5.0,35.0,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,5.0
2022-08-15,2022-08-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2022-08-22,2022-08-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5
2022-08-29,2022-09-05,1.0,看多,0.003428050939035421,0.0022911871359452274,0.0011368638030901934,0.0005796031746031742,0.002848410082649861,3.33,2.039999999999993,1.2900000000000071,是,有效进攻,是,否,有效进攻,0.0,5.0,17.5,0.0,0.0,45.0,0.0,2.5,5.0,0.0,0.0,0.0,5.0
2022-09-05,2022-09-12,1.0,看多,0.00024670350629674154,-0.0005591143336954874,0.0008058178399922289,0.0005752103174603171,-0.00032673789474020273,-0.37999999999999834,-1.2399999999999909,0.8599999999999925,否,其他,否,否,其他,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,5.0
2022-09-12,2022-09-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,2.5
2022-09-19,2022-09-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-09-26,2022-10-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0
2022-10-17,2022-10-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,2.5
2022-10-24,2022-10-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2022-10-31,2022-11-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2022-11-07,2022-11-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,17.5,0.0,0.0,22.5,0.0,2.5,5.0,0.0,0.0,0.0,2.5
2022-11-14,2022-11-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-11-21,2022-11-28,1.0,看多,0.0026023514727595565,0.0001143053831214047,0.0024880460896381518,0.000596380952380952,0.002008112214750956,2.360000000001007,-0.49999999999997957,2.8600000000009866,是,其他,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,45.0,0.0,2.5,5.0,0.0,0.0,0.0,0.0
2022-11-28,2022-12-05,1.0,看多,0.0013534346832764221,-0.0026721209095267318,0.004025555592803154,0.0005993690476190473,0.0007569254225121501,0.8899999999990168,-3.760000000000013,4.64999999999903,是,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,45.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2022-12-05,2022-12-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-12-12,2022-12-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0
2022-12-19,2022-12-26,1.0,看多,0.0010478431931926213,0.005775001946261238,-0.0047271587530686165,0.0006072142857142857,0.00044147035501466655,0.5199999999999996,6.050000000000013,-5.530000000000014,是,有效进攻,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,5.0,0.0,0.0,0.0,0.0
2022-12-26,2023-01-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,5.0
2023-01-02,2023-01-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,17.5,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,5.0
2023-01-09,2023-01-16,1.0,看多,0.004154695373544959,-0.005283604258432106,0.009438299631977065,0.0006013095238095238,0.0035524322079840062,4.179999999999983,-6.819999999999014,10.999999999998998,是,其他,否,否,其他,0.0,5.0,17.5,0.0,0.0,45.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-01-16,2023-02-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-02-06,2023-02-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,0.0
2023-02-13,2023-02-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,5.0,5.0,0.0,0.0,0.0,0.0
2023-02-20,2023-02-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-02-27,2023-03-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,17.5,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,2.5
2023-03-06,2023-03-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,2.5
2023-03-13,2023-03-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,0.0,2.5
2023-03-20,2023-03-27,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-03-27,2023-04-03,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,0.0
2023-04-03,2023-04-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,17.5,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,0.0
2023-04-10,2023-04-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-04-17,2023-04-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,2.5
2023-04-24,2023-05-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-05-01,2023-05-08,1.0,看多,0.002670305870737577,0.004108292157092297,-0.00143798628635472,0.00023636507936507936,0.0024328243207831063,2.8500000000010117,4.49999999999999,-1.6499999999989785,是,有效进攻,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,5.0,0.0,0.0,0.0,0.0,5.0
2023-05-08,2023-05-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,17.5,0.0,0.0,22.5,0.0,0.0,5.0,0.0,0.0,0.0,5.0
2023-05-15,2023-05-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-05-22,2023-05-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2023-05-29,2023-06-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,5.0,2.5,0.0,0.0,0.0,2.5
2023-06-05,2023-06-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,0.0,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-06-12,2023-06-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,17.5,0.0,0.0,22.5,0.0,2.5,2.5,0.0,0.0,0.0,2.5
2023-06-19,2023-06-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,17.5,0.0,0.0,22.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2023-06-26,2023-07-03,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2023-07-03,2023-07-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,2.5,35.0,0.0,0.0,22.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2023-07-10,2023-07-17,1.0,看多,0.004360455540362906,0.0001671061698327314,0.004193349370530175,0.0005758928571428563,0.0037803455484279546,4.409999999998998,-0.4099999999999937,4.819999999998992,是,其他,是,否,有效进攻,0.0,5.0,35.0,0.0,0.0,22.5,0.0,2.5,5.0,0.0,0.0,0.0,2.5
