training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,83.94677272727382,48.96000000000195,40.75000000000286,17.339999999999023,12.260000000001991
2,81.28200000000196,49.71000000000288,35.36000000000182,20.679999999997055,8.149999999999928
3,80.86454347826036,50.12000000000002,33.15000000000195,15.839999999997106,11.49999999999908
4,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
5,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
6,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
7,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
8,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
9,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
10,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
11,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
12,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
13,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
14,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
15,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
16,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
17,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
18,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
19,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
20,80.55004347826106,48.260000000001014,33.38000000000393,14.53999999999709,9.870000000000017
