supply_amount,supply_ratio,supply_long,fly_penalty,bank_demand,spread_gov,spread_change,spread_ncd,nonbank_sentiment,objective,strategy_total_return,benchmark_total_return,excess_total_return,strategy_final_nav,benchmark_final_nav,strategy_annual_return,strategy_max_drawdown,strategy_sharpe,signal_period_win_rate,capital_gain_total_bp,benchmark_capital_gain_bp,capital_gain_excess_bp,capital_trade_win_rate,capital_gain_trade_count,capital_gain_closed_trade_count,capital_gain_avg_trade_bp,capital_gain_best_trade_bp,capital_gain_worst_trade_bp,capital_gain_open_trade_count,capital_gain_open_trade_bp,capital_gain_max_drawdown_bp,latest_score,latest_conclusion,latest_position
10.0,15.0,15.0,-25.0,10.0,5.0,20.0,0.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
10.0,15.0,15.0,-20.0,10.0,5.0,20.0,0.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
10.0,15.0,15.0,-15.0,10.0,5.0,20.0,0.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,10.0,15.0,-30.0,10.0,0.0,20.0,5.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
15.0,10.0,15.0,-25.0,10.0,0.0,20.0,5.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
15.0,10.0,15.0,-20.0,10.0,0.0,20.0,5.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
15.0,10.0,15.0,-30.0,10.0,5.0,20.0,0.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,10.0,15.0,-25.0,10.0,5.0,20.0,0.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,10.0,15.0,-20.0,10.0,5.0,20.0,0.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,10.0,15.0,-15.0,10.0,5.0,20.0,0.0,25.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,10.0,15.0,-30.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
15.0,10.0,15.0,-25.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
15.0,10.0,15.0,-20.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
15.0,10.0,15.0,-15.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
20.0,5.0,15.0,-30.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
20.0,5.0,15.0,-25.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
20.0,5.0,15.0,-20.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
20.0,5.0,15.0,-15.0,10.0,5.0,20.0,5.0,20.0,115.73903448275445,0.1127819852455123,0.20828421237101113,-0.09550222712549883,1.1127819852455123,1.2082842123710111,0.025130409920451235,-0.007413030758259054,1.1503134245194238,0.18181818181818182,96.5399999999981,104.57999999999998,-8.040000000001882,0.7931034482758621,29,29,3.328965517241314,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,67.5,中性,0.0
15.0,5.0,15.0,-20.0,15.0,0.0,20.0,5.0,25.0,115.57649999999796,0.11591208529194708,0.20828421237101113,-0.09237212707906406,1.115912085291947,1.2082842123710111,0.025799415338340292,-0.007413030758259054,1.1913480538824555,0.19545454545454546,96.51999999999907,104.57999999999998,-8.060000000000912,0.78125,32,32,3.0162499999999715,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,5.0,15.0,-15.0,15.0,0.0,20.0,5.0,25.0,115.57649999999796,0.11591208529194708,0.20828421237101113,-0.09237212707906406,1.115912085291947,1.2082842123710111,0.025799415338340292,-0.007413030758259054,1.1913480538824555,0.19545454545454546,96.51999999999907,104.57999999999998,-8.060000000000912,0.78125,32,32,3.0162499999999715,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,5.0,15.0,-10.0,15.0,0.0,20.0,5.0,25.0,115.57649999999796,0.11591208529194708,0.20828421237101113,-0.09237212707906406,1.115912085291947,1.2082842123710111,0.025799415338340292,-0.007413030758259054,1.1913480538824555,0.19545454545454546,96.51999999999907,104.57999999999998,-8.060000000000912,0.78125,32,32,3.0162499999999715,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,5.0,15.0,-5.0,15.0,0.0,20.0,5.0,25.0,115.57649999999796,0.11591208529194708,0.20828421237101113,-0.09237212707906406,1.115912085291947,1.2082842123710111,0.025799415338340292,-0.007413030758259054,1.1913480538824555,0.19545454545454546,96.51999999999907,104.57999999999998,-8.060000000000912,0.78125,32,32,3.0162499999999715,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
15.0,5.0,15.0,0.0,15.0,0.0,20.0,5.0,25.0,115.57649999999796,0.11591208529194708,0.20828421237101113,-0.09237212707906406,1.115912085291947,1.2082842123710111,0.025799415338340292,-0.007413030758259054,1.1913480538824555,0.19545454545454546,96.51999999999907,104.57999999999998,-8.060000000000912,0.78125,32,32,3.0162499999999715,15.800000000000018,-2.899999999999986,0,0.0,-8.829999999999977,65.0,中性,0.0
20.0,0.0,20.0,-20.0,10.0,0.0,25.0,0.0,25.0,115.48849999999582,0.1163863545536219,0.20828421237101113,-0.09189785781738924,1.116386354553622,1.2082842123710111,0.025900656566465452,-0.007413030758258832,1.1968034630970104,0.2,96.4799999999981,104.57999999999998,-8.100000000001884,0.78125,33,32,3.0209374999999405,15.800000000000018,-2.899999999999986,1,-0.18999999999998185,-8.829999999999977,70.0,看多,1.0
20.0,0.0,20.0,-15.0,10.0,0.0,25.0,0.0,25.0,115.48849999999582,0.1163863545536219,0.20828421237101113,-0.09189785781738924,1.116386354553622,1.2082842123710111,0.025900656566465452,-0.007413030758258832,1.1968034630970104,0.2,96.4799999999981,104.57999999999998,-8.100000000001884,0.78125,33,32,3.0209374999999405,15.800000000000018,-2.899999999999986,1,-0.18999999999998185,-8.829999999999977,70.0,看多,1.0
20.0,0.0,20.0,-10.0,10.0,0.0,25.0,0.0,25.0,115.48849999999582,0.1163863545536219,0.20828421237101113,-0.09189785781738924,1.116386354553622,1.2082842123710111,0.025900656566465452,-0.007413030758258832,1.1968034630970104,0.2,96.4799999999981,104.57999999999998,-8.100000000001884,0.78125,33,32,3.0209374999999405,15.800000000000018,-2.899999999999986,1,-0.18999999999998185,-8.829999999999977,70.0,看多,1.0
20.0,0.0,20.0,-5.0,10.0,0.0,25.0,0.0,25.0,115.48849999999582,0.1163863545536219,0.20828421237101113,-0.09189785781738924,1.116386354553622,1.2082842123710111,0.025900656566465452,-0.007413030758258832,1.1968034630970104,0.2,96.4799999999981,104.57999999999998,-8.100000000001884,0.78125,33,32,3.0209374999999405,15.800000000000018,-2.899999999999986,1,-0.18999999999998185,-8.829999999999977,70.0,看多,1.0
20.0,0.0,20.0,0.0,10.0,0.0,25.0,0.0,25.0,115.48849999999582,0.1163863545536219,0.20828421237101113,-0.09189785781738924,1.116386354553622,1.2082842123710111,0.025900656566465452,-0.007413030758258832,1.1968034630970104,0.2,96.4799999999981,104.57999999999998,-8.100000000001884,0.78125,33,32,3.0209374999999405,15.800000000000018,-2.899999999999986,1,-0.18999999999998185,-8.829999999999977,70.0,看多,1.0
