区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-06-30,88.59499999999949,26.801848739495643,61.229999999999485,27.365000000000002,8.278487394957983,1.0,11,7.3354545454545,,-14.659999999999016,62.5
样本外,2025-07-01,2026-07-14,7.939999999999493,7.97163346613495,-0.07999999999952423,8.019999999999017,8.051952191234074,0.5,2,0.4924999999999894,-0.7900000000000096,-7.830000000000006,80.66666666666667
2026年以来,2026-01-01,2026-07-14,11.700000000000014,23.587200000000028,3.3699999999999886,8.330000000000025,16.79328000000005,,0,,,-3.7349999999999888,126.0
全区间,2022-01-17,2026-07-14,96.409999999999,22.39199999999977,61.32999999999997,35.07999999999903,8.147612903225582,0.9230769230769231,13,6.881153846153807,-0.7900000000000096,-14.659999999999016,70.85714285714286
