信号日期,未来一周地方债发行量,未来一周地方债发行量_1年内滚动分位数,未来一周地方债发行量/（国债发行量+地方债发行量）,未来一周地方债发行量/（国债发行量+地方债发行量）_1年内滚动分位数,地方债发行10年以上绝对发行量,地方债发行10年以上绝对发行量_1年内滚动分位数,过去一周是否有地方债“发飞”,银行过去一周净买入金额,银行过去一周净买入金额_3M滚动分位数,银行过去一周净买入金额_1Y滚动分位数,10年好地区一般债-10年国债活跃券利差,10年好地区一般债-10年国债活跃券利差_1年内滚动分位数,上述利差周度变化情况,10年好地区一般债-1年国股行NCD利差,10年好地区一般债-1年国股行NCD利差_1年内滚动分位数,基煜纯债基金周度净申购情况
2022-01-13,566.0099999999995,0.28493150684931506,0.22859762278827597,0.21428571428571427,278.2600000000002,0.5232876712328767,未知,0.3000000000000004,100.0,100.0,33.92999999999997,0.0,-1.62000000000004,53.49999999999997,0.0,0.529906
2022-01-14,2064.289,0.726027397260274,0.5411988970945827,0.5085714285714286,483.4800000000002,0.6465753424657534,未知,9.24,100.0,100.0,35.44999999999998,83.33333333333334,1.2099999999999795,52.529999999999966,0.0,0.3621209999999999
2022-01-17,1960.223999999999,0.7095890410958904,0.5429646470689903,0.5085714285714286,438.4650000000003,0.6328767123287671,未知,-26.74,0.0,0.0,33.15000000000001,0.0,-1.5400000000000063,51.500000000000014,0.0,0.25939599999999996
2022-01-18,1960.223999999999,0.7095890410958904,0.5429646470689903,0.5085714285714286,438.4650000000003,0.6328767123287671,未知,-39.949999999999996,0.0,0.0,31.400000000000006,0.0,-3.7900000000000063,54.0,37.5,0.22952699999999993
2022-01-19,3881.229,0.9835616438356164,0.7016937827018188,0.7542857142857143,1520.4548,0.9452054794520548,未知,-37.33,20.0,20.0,32.840000000000025,11.11111111111111,-2.609999999999957,54.99000000000001,55.55555555555556,0.28331499999999993
2022-01-20,4953.148999999999,0.9972602739726028,0.7501192234190078,0.7628571428571429,2119.2048,0.9863013698630136,未知,-43.08,0.0,0.0,29.410000000000025,0.0,-4.519999999999946,59.54999999999999,100.0,0.4419179999999999
2022-01-21,3471.87,0.958904109589041,0.6983026507129105,0.7485714285714286,1930.9848,0.9780821917808219,未知,-38.36,28.57142857142857,28.57142857142857,30.83999999999998,9.090909090909092,-4.610000000000003,57.54999999999999,81.81818181818183,0.4384219999999999
2022-01-24,4462.3372,0.9945205479452055,0.8022414031281668,0.8457142857142858,2580.8094,0.9972602739726028,未知,-12.690000000000001,62.5,62.5,29.999999999999982,8.333333333333332,-3.1500000000000306,54.999999999999986,50.0,0.5286599999999999
2022-01-25,4462.3372,0.9945205479452055,0.8022414031281668,0.8485714285714285,2580.8094,0.9972602739726028,未知,7.089999999999998,88.88888888888889,88.88888888888889,32.33999999999999,30.76923076923077,0.9399999999999835,58.84999999999998,92.3076923076923,0.583618
2022-01-26,2541.3322,0.7917808219178082,0.6979127584129783,0.7457142857142857,1498.8196,0.9123287671232877,未知,13.659999999999998,100.0,100.0,29.459999999999997,7.142857142857142,-3.3800000000000274,56.750000000000036,71.42857142857143,0.5059149999999999
2022-01-27,1469.4122,0.5452054794520548,0.5718865194148292,0.5314285714285715,900.0696000000003,0.7753424657534247,未知,23.93,100.0,100.0,31.38000000000001,26.666666666666668,1.9699999999999847,58.84,86.66666666666667,0.42016699999999996
2022-01-28,1452.4122,0.5397260273972603,1.0,1.0,883.0696000000003,0.7643835616438356,未知,9.959999999999999,83.33333333333334,83.33333333333334,29.25,0.0,-1.5899999999999785,58.349999999999994,81.25,0.43383299999999997
2022-01-29,567.6799999999996,0.2876712328767123,1.0,1.0,424.9000000000002,0.5835616438356165,未知,20.119999999999997,92.3076923076923,92.3076923076923,31.299999999999972,29.411764705882355,1.29999999999999,59.51,94.11764705882352,0.34727199999999997
2022-02-07,738.2146999999995,0.33972602739726027,0.2695970845529385,0.2254335260115607,450.7801000000002,0.6054794520547945,未知,11.619999999999997,78.57142857142857,78.57142857142857,31.28000000000002,31.57894736842105,1.8200000000000216,60.25,94.73684210526315,0.34727199999999997
