信号日期,下一信号日期,仓位,结论,周期策略收益,周期基准收益,周期超额收益,周期carry贡献,周期资本利得贡献,周期策略资本利得_BP,周期基准资本利得_BP,周期资本利得超额_BP,资本利得交易是否盈利,资本利得判断类型,基准是否赚钱,策略是否亏钱,错判类型,供给|发行量_得分,供给|发行占比_得分,供给|10Y以上发行_得分,需求|银行总净买入_得分,估值|地方债-国债利差_得分,估值|地方债-国债利差变化_得分,估值|地方债-NCD利差_得分,情绪|非银情绪_得分
2022-07-18,2022-07-25,1.0,看多,0.0038561560914576187,0.0004341595109975671,0.0034219965804600516,0.0006069285714282999,0.0032464643185436,3.8200000000000034,-0.129999999999991,3.9499999999999944,是,其他,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,22.5,5.0,10.0
2022-07-25,2022-08-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,5.0,10.0
2022-08-01,2022-08-08,1.0,看多,0.003933547962432504,0.0024484977186796097,0.0014850502437528945,0.0005932539682537001,0.0033354656114995994,3.90999999999999,2.2099999999990185,1.7000000000009714,是,有效进攻,是,否,有效进攻,0.0,5.0,30.0,0.0,0.0,22.5,5.0,10.0
2022-08-08,2022-08-15,1.0,看多,-0.0005819064260730311,0.00047333127482396264,-0.0010552377008969938,0.0005903730158727,-0.0011709329277841472,-1.3699999999990105,-0.08000000000001067,-1.2899999999989997,否,该空没空,是,是,其他,0.0,10.0,30.0,0.0,0.0,22.5,5.0,10.0
2022-08-15,2022-08-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,5.0,0.0
2022-08-22,2022-08-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,30.0,0.0,0.0,0.0,5.0,10.0
2022-08-29,2022-09-05,1.0,看多,0.0034280509390349767,0.0022911871359452274,0.0011368638030897493,0.0005796031746030001,0.0028484100826496996,3.33,2.039999999999993,1.2900000000000071,是,有效进攻,是,否,有效进攻,0.0,5.0,15.0,0.0,0.0,45.0,5.0,10.0
2022-09-05,2022-09-12,1.0,看多,0.00024670350629674154,-0.0005591143336957094,0.0008058178399924509,0.00057521031746,-0.0003267378947401598,-0.37999999999999834,-1.239999999999991,0.8599999999999928,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,22.5,5.0,10.0
2022-09-12,2022-09-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,5.0,10.0
2022-09-19,2022-09-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,30.0,0.0,0.0,22.5,5.0,0.0
2022-09-26,2022-10-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,5.0,10.0
2022-10-17,2022-10-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,10.0
2022-10-24,2022-10-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,45.0,2.5,10.0
2022-10-31,2022-11-07,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,0.0
2022-11-07,2022-11-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,15.0,0.0,0.0,22.5,2.5,10.0
2022-11-14,2022-11-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,45.0,2.5,0.0
2022-11-21,2022-11-28,1.0,看多,0.0026023514727593344,0.00011430538312162675,0.0024880460896377077,0.0005963809523806,0.0020081122147508003,2.360000000001007,-0.49999999999997957,2.8600000000009866,是,其他,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,45.0,0.0,0.0
2022-11-28,2022-12-05,1.0,看多,0.0013534346832764221,-0.0026721209095266207,0.004025555592803043,0.0005993690476188,0.0007569254225121,0.8899999999990168,-3.760000000000013,4.64999999999903,是,其他,否,否,其他,0.0,5.0,30.0,0.0,0.0,45.0,0.0,0.0
2022-12-05,2022-12-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,22.5,0.0,0.0
2022-12-12,2022-12-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,22.5,0.0,0.0
2022-12-19,2022-12-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0
2022-12-26,2023-01-02,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0
2023-01-02,2023-01-09,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,15.0,0.0,0.0,22.5,2.5,10.0
2023-01-09,2023-01-16,1.0,看多,0.004154695373544959,-0.005283604258431995,0.009438299631976954,0.0006013095238092,0.0035524322079838145,4.179999999999983,-6.819999999999014,10.999999999998998,是,其他,否,否,其他,0.0,10.0,15.0,0.0,0.0,45.0,0.0,0.0
2023-01-16,2023-02-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,45.0,0.0,0.0
2023-02-06,2023-02-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0
2023-02-13,2023-02-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,0.0,0.0
2023-02-20,2023-02-27,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,22.5,0.0,0.0
2023-02-27,2023-03-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,0.0,10.0
2023-03-06,2023-03-13,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,22.5,0.0,10.0
2023-03-13,2023-03-20,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,0.0,10.0
2023-03-20,2023-03-27,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,22.5,0.0,0.0
2023-03-27,2023-04-03,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0
2023-04-03,2023-04-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,15.0,0.0,0.0,22.5,0.0,0.0
2023-04-10,2023-04-17,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,0.0,10.0
2023-04-17,2023-04-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,0.0,10.0
2023-04-24,2023-05-01,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,22.5,0.0,0.0
2023-05-01,2023-05-08,1.0,看多,0.002670305870737355,0.004108292157092297,-0.001437986286354942,0.000236365079365,0.002432824320783,2.8500000000010117,4.49999999999999,-1.6499999999989785,是,有效进攻,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,22.5,0.0,10.0
2023-05-08,2023-05-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,15.0,0.0,0.0,22.5,0.0,10.0
2023-05-15,2023-05-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,10.0
2023-05-22,2023-05-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,2.5,10.0
2023-05-29,2023-06-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,10.0
2023-06-05,2023-06-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,10.0
2023-06-12,2023-06-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,10.0
2023-06-19,2023-06-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,0.0
2023-06-26,2023-07-03,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,2.5,0.0
2023-07-03,2023-07-10,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,0.0
2023-07-10,2023-07-17,1.0,看多,0.004360455540362684,0.00016710616983295346,0.004193349370529731,0.0005758928571426,0.0037803455484279,4.409999999998998,-0.40999999999999365,4.819999999998992,是,其他,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,22.5,2.5,10.0
2023-07-17,2023-07-24,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,15.0,0.0,0.0,22.5,2.5,10.0
2023-07-24,2023-07-31,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,10.0
2023-07-31,2023-08-07,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,45.0,2.5,0.0
2023-08-07,2023-08-14,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,10.0
2023-08-14,2023-08-21,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,10.0
2023-08-21,2023-08-28,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,2.5,10.0
2023-08-28,2023-09-04,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,2.5,10.0
2023-09-04,2023-09-11,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,10.0
2023-09-11,2023-09-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,0.0
2023-09-18,2023-09-25,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,15.0,0.0,0.0,22.5,2.5,0.0
2023-09-25,2023-10-16,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,2.5,10.0
2023-10-16,2023-10-23,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,0.0
2023-10-23,2023-10-30,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,0.0
2023-10-30,2023-11-06,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,15.0,0.0,0.0,22.5,0.0,0.0
2023-11-06,2023-11-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0
2023-11-13,2023-11-20,1.0,看多,0.00012684054119249666,-0.00016981049523512315,0.0002966510364276198,0.0005970873015871,-0.00046953666626870004,-0.5499999999999949,-0.8000000000000022,0.2500000000000072,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,22.5,0.0,10.0
2023-11-20,2023-11-27,1.0,看多,0.0018232893015637242,-0.004052770345616241,0.005876059647179965,0.0005971428571427,0.001227036125090387,1.4399999999999828,-5.2899999999990115,6.729999999998994,是,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,45.0,0.0,10.0
2023-11-27,2023-12-04,1.0,看多,0.0026414334586581933,0.004248520328899774,-0.0016070868702415808,0.0005969007936505,0.0020517386655877004,2.4100000000000166,4.279999999999006,-1.8699999999989898,是,有效进攻,是,否,有效进攻,0.0,5.0,30.0,0.0,0.0,45.0,0.0,10.0
2023-12-04,2023-12-11,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0
2023-12-11,2023-12-18,1.0,看多,0.0035228960588860048,0.004078593438047173,-0.0005556973791611686,0.0005841468253967,0.0029344881915711,3.4299999999999953,4.089999999999996,-0.660000000000001,是,有效进攻,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,22.5,0.0,10.0
2023-12-18,2024-01-08,1.0,看多,0.012283046613122517,0.010643117247999712,0.0016399293651228053,0.0015925079365073998,0.010624663730204098,12.370000000000022,10.520000000000008,1.8500000000000139,是,有效进攻,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,22.5,0.0,10.0
2024-01-08,2024-01-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,22.5,0.0,0.0
2024-01-15,2024-01-22,1.0,看多,0.0049427473085179585,0.0017667050127965211,0.0031760422957214374,0.0005482698412696,0.0043861273331414,5.080000000000987,1.449999999999993,3.6300000000009938,是,有效进攻,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,45.0,0.0,0.0
2024-01-22,2024-01-29,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,30.0,0.0,0.0,22.5,0.0,10.0
2024-01-29,2024-02-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,15.0,0.0,0.0,45.0,0.0,0.0
2024-02-05,2024-02-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,22.5,0.0,10.0
2024-02-26,2024-03-04,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2024-03-04,2024-03-11,1.0,看多,0.007443758723061578,0.00797112683808554,-0.0005273681150239629,0.0005062460317459301,0.0069181086504584,7.9299999999999855,8.5,-0.5700000000000145,是,有效进攻,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,22.5,0.0,10.0
2024-03-11,2024-03-18,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,0.0,10.0
2024-03-18,2024-03-25,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0
2024-03-25,2024-04-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,0.0,10.0
2024-04-01,2024-04-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,22.5,0.0,0.0
2024-04-08,2024-04-15,1.0,看多,0.0031421366590904665,0.000451423433375453,0.0026907132257150135,0.0004962063492063484,0.0026429324119431,3.019999999998996,-1.1102230246251565e-16,3.019999999998996,是,其他,是,否,有效进攻,0.0,10.0,30.0,0.0,0.0,22.5,0.0,10.0
2024-04-15,2024-04-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,10.0
2024-04-22,2024-04-29,1.0,看多,0.001282164211342085,-0.004389574886847991,0.005671739098190076,0.0004802817460317456,0.000810806638689,0.9299999999999935,-5.439999999998987,6.3699999999989805,是,其他,否,否,其他,0.0,5.0,30.0,0.0,0.0,22.5,2.5,10.0
2024-04-29,2024-05-06,1.0,看多,0.0001444731031152724,0.0006523150422956814,-0.000507841939180409,0.00019559126984126983,-2.4487002499199752e-05,-0.009999999999004139,0.5599999999989986,-0.5699999999980028,否,其他,是,否,有效进攻,0.0,0.0,15.0,0.0,0.0,45.0,0.0,10.0
2024-05-06,2024-05-13,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,0.0
2024-05-13,2024-05-20,1.0,看多,0.003250337725955399,0.0008500296633411342,0.0024003080626142648,0.0004921230158730159,0.0027566823343039486,3.1500000000009996,0.4499999999989923,2.7000000000020075,是,有效进攻,是,否,有效进攻,0.0,10.0,15.0,0.0,0.0,45.0,2.5,10.0
2024-05-20,2024-05-27,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,15.0,0.0,0.0,0.0,2.5,0.0
2024-05-27,2024-06-03,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,2.5,10.0
2024-06-03,2024-06-10,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,10.0,30.0,0.0,0.0,22.5,2.5,0.0
2024-06-10,2024-06-17,1.0,看多,0.0028720301589142405,0.0027992814718342807,7.274868707995985e-05,0.00038061507936507934,0.002489026512915987,2.8300000000000196,2.7500000000009805,0.07999999999903906,是,有效进攻,是,否,有效进攻,0.0,10.0,15.0,0.0,0.0,45.0,2.5,10.0
2024-06-17,2024-06-24,0.0,看空,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,0.0,0.0,0.0,22.5,2.5,0.0
2024-06-24,2024-07-01,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,45.0,2.5,10.0
2024-07-01,2024-07-08,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,10.0
2024-07-08,2024-07-15,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,45.0,2.5,0.0
2024-07-15,2024-07-22,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,0.0,2.5,10.0
2024-07-22,2024-07-29,1.0,看多,0.003981165739289638,0.006402446671589512,-0.002421280932299874,0.0004620595238095238,0.0035147877988225,3.9800000000009974,6.700000000000976,-2.719999999999979,是,有效进攻,是,否,有效进攻,0.0,5.0,30.0,0.0,0.0,22.5,2.5,10.0
2024-07-29,2024-08-05,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,0.0,30.0,0.0,0.0,22.5,2.5,10.0
2024-08-05,2024-08-12,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,22.5,2.5,10.0
2024-08-12,2024-08-19,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,0.0,0.0,0.0,45.0,2.5,10.0
2024-08-19,2024-08-26,0.0,中性,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,否,其他,否,否,其他,0.0,5.0,15.0,0.0,0.0,22.5,2.5,0.0
