training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
2,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
3,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
4,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
5,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
6,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
7,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
8,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
9,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
10,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
11,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
12,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
13,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
14,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
15,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
16,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
17,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
18,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
19,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
20,95.23035714286323,96.80000000000982,75.55000000001262,48.80999999999909,46.99999999999919
