区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-06-30,167.58000000000098,50.696470588235584,124.03999999999796,43.54000000000302,13.171764705883266,0.90625,32,5.25250000000003,-1.6033333333333297,-16.350000000000012,12.303030303030303
样本外,2025-07-01,2026-09-04,16.559999999999977,14.439861591695482,8.340000000000916,8.219999999999061,7.1676124567465855,0.5454545454545454,11,1.3918181818181798,-1.9080000000002013,-10.10000000000101,14.083333333333334
2026年以来,2026-01-01,2026-09-04,14.650000000001992,22.649079754604305,10.40000000000093,4.250000000001062,6.570552147240906,0.6666666666666666,6,2.2333333333336647,-1.5749999999995108,-5.479999999999027,17.142857142857142
全区间,2022-01-17,2026-09-04,183.89000000000095,41.26471950133592,132.7399999999989,51.15000000000205,11.478005342832162,0.813953488372093,43,4.2474418604651385,-1.7937500000001243,-16.350000000000012,13.068181818181818
