training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,187.52750000000174,167.58000000000098,43.54000000000302,16.559999999999977,8.219999999999061
2,185.97000000000048,166.51999999999998,41.55000000000199,16.05999999999899,6.229999999998075
3,183.45000000000044,163.79999999999995,43.60000000000197,17.05999999999999,8.59999999999906
4,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
5,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
6,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
7,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
8,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
9,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
10,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
11,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
12,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
13,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
14,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
15,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
16,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
17,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
18,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
19,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
20,183.36537878788047,163.81000000000094,43.07000000000298,17.05999999999999,8.59999999999906
