training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
2,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
3,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
4,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
5,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
6,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
7,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
8,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
9,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
10,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
11,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
12,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
13,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
14,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
15,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
16,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
17,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
18,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
19,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
20,88.78931818182276,84.05000000000479,54.59000000000661,4.81999999999698,4.839999999998942
