区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-17,2025-01-01,61.94999999999999,21.803631284916197,31.590000000000018,30.35999999999997,10.68536312849161,1.0,12,5.162499999999999,,-4.4800000000000395,9.166666666666666
样本外,2025-01-02,2026-07-20,11.64999999999708,7.8919354838689895,-1.4599999999999373,13.109999999997017,8.880967741933462,0.7692307692307693,13,0.8961538461536216,-3.183333333333325,-7.339999999999986,5.769230769230769
2026年以来,2026-01-01,2026-07-20,6.499999999999041,12.697674418602778,-0.3799999999999981,6.879999999999039,13.439999999998122,0.8,5,1.2999999999998084,-0.09999999999999609,-3.259999999999999,4.6
全区间,2022-01-17,2026-07-20,73.59999999999708,17.03140495867701,30.130000000000088,43.46999999999699,10.059173553718312,0.88,25,2.943999999999883,-3.183333333333325,-8.039999999999992,7.4
