区间,起始日期,结束日期,累计资本利得_BP,年化资本利得_BP,条件基准资本利得_BP,资本利得超额_BP,年化资本利得超额_BP,已平仓胜率,已平仓交易数,平均单笔_BP,平均亏损_BP,资本利得最大回撤_BP,平均持有交易日
搜索期,2022-01-13,2025-06-30,86.31000000000193,26.0480479041922,33.0900000000001,53.22000000000183,16.061604790419715,0.676923076923077,65,1.3355384615384915,-1.7505000000000035,-12.499999999999073,3.0454545454545454
样本外,2025-07-01,2026-07-14,11.039999999997026,11.083984063742033,2.409999999998108,8.629999999998917,8.664382470118435,0.6666666666666666,21,0.525714285714144,-1.2233333333334986,-3.7700000000000236,2.142857142857143
2026年以来,2026-01-01,2026-07-14,4.0499999999989855,8.164799999997955,-0.22000000000091413,4.2699999999999,8.608319999999798,0.5,10,0.40499999999989844,-1.3775000000002502,-3.7700000000000236,2.6
全区间,2022-01-13,2026-07-14,97.099999999999,22.51076356945699,35.85999999999822,61.24000000000078,14.197313707451881,0.6744186046511628,86,1.1290697674418486,-1.6288461538461951,-12.499999999999073,2.86046511627907
