training_rank,training_objective,training_capital_gain_total_bp,training_capital_gain_excess_bp,oos_capital_gain_total_bp,oos_capital_gain_excess_bp
1,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
2,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
3,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
4,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
5,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
6,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
7,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
8,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
9,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
10,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
11,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
12,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
13,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
14,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
15,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
16,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
17,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
18,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
19,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
20,165.50200000000117,87.360000000001,52.669999999999995,13.519999999997076,11.659999999997053
